id,gender,age,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,FW,SD,FD,UN,FAC1_1,FAC2_1,FAC3_1,FAC4_1
674,1,26,1,2,2,5,1,3,3,5,1,1,2,5,3,2,4,3,2,4,3,1,5,3,2,4,3,5,3,4.285714286,2.714285714,1.6,2.625,-0.444223101,1.875474253,0.738821379,-0.837433508
676,1,24,2,3,2,4,1,2,4,3,2,2,2,4,1,4,3,4,1,1,1,3,4,5,2,4,2,2,3,3.285714286,3,1.4,2.5,-0.882225861,0.133594159,1.163125904,0.657768841
677,1,22,3,3,3,3,3,4,5,4,3,3,4,5,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3.428571429,3.285714286,3.2,3.5,1.770923549,0.592018609,-0.405306461,0.419690831
680,1,22,3,3,2,2,1,1,5,2,2,3,3,4,2,3,3,3,1,3,4,4,3,2,3,3,3,2,4,2.714285714,2.571428571,1.8,3.5,-0.083518217,-0.754341203,-0.582031968,-0.34057384
684,1,23,1,4,3,3,1,1,5,3,3,3,3,4,3,2,4,2,2,3,2,3,2,3,4,4,2,2,3,2.857142857,2.857142857,2,3.125,0.327002169,-0.452630759,0.330142393,0.235167336
685,1,37,3,3,3,2,2,2,4,4,2,3,3,2,2,2,2,2,2,4,2,4,2,3,2,3,2,2,4,2.285714286,2.857142857,2.2,3,0.290903493,-1.54452416,0.410772676,0.364035237
686,1,22,4,2,2,4,1,1,4,2,1,1,3,4,1,1,2,3,1,3,3,4,4,5,3,4,2,5,3,3.571428571,2.428571429,1.6,2.875,-0.470084509,0.176478284,0.268973111,-0.37705015
687,1,22,2,3,2,3,3,4,4,3,2,3,3,3,2,4,4,4,2,3,3,3,3,3,4,2,3,4,5,3.428571429,3.142857143,2.2,3.375,0.32036722,0.588889691,-0.15509793,0.234798537
688,1,40,2,4,2,3,2,2,3,2,1,2,4,3,2,3,3,2,1,2,2,2,2,2,2,2,2,3,4,2.428571429,2.428571429,1.6,2.75,-0.420824841,-1.356210422,0.671734401,-0.62557781
689,1,28,1,3,3,3,2,2,3,4,1,1,2,5,4,3,3,3,1,4,2,3,1,4,2,4,2,5,5,3.285714286,3,1.8,2.875,-0.40973202,0.085794443,0.280645854,0.250203444
690,1,20,3,4,4,2,2,1,5,4,2,2,4,4,4,4,4,3,4,5,5,5,3,4,4,5,2,3,4,3.285714286,3.571428571,3,4.125,1.170747755,0.309025492,-1.789975694,1.291289332
692,1,25,5,4,2,2,4,1,5,5,5,3,5,5,5,3,5,5,3,5,5,4,2,4,4,4,3,2,4,3.571428571,3.428571429,4.4,4.125,3.401903148,0.943352367,-1.62926897,0.84777274
694,1,41,2,1,1,4,1,1,4,3,1,1,3,4,1,3,2,3,1,2,1,3,4,2,3,2,1,4,3,3.571428571,1.714285714,1.2,2.25,-1.037092175,0.434706022,1.416602429,-1.867634029
695,1,21,3,3,3,2,4,2,4,3,1,3,2,3,3,3,3,1,1,2,3,3,2,4,3,4,3,3,4,2.428571429,3,2.4,3.125,0.491524363,-1.430538014,0.059480841,0.771867927
696,1,21,3,3,2,4,2,2,3,4,2,2,4,5,2,3,4,4,2,4,3,4,3,4,3,4,3,2,3,3.571428571,3.142857143,2.2,3.25,0.524439039,0.708081493,-0.223534256,0.458132326
698,1,23,1,2,4,1,3,3,4,1,2,2,3,2,3,3,4,1,2,3,3,1,4,3,4,3,1,3,3,2.285714286,2.714285714,2.2,2.875,0.376171533,-1.073748913,0.501640764,-0.665534136
701,1,25,3,4,2,4,2,3,5,4,3,3,3,4,3,3,3,3,2,4,3,2,4,3,3,4,3,4,4,3.714285714,3.428571429,2.6,3.125,0.795767028,0.921043319,0.162206186,0.779119687
702,1,35,1,3,3,4,1,4,3,4,1,3,3,4,3,3,3,4,1,3,3,3,4,3,4,3,2,3,4,3.857142857,3.142857143,1.4,3,-0.701813303,1.104734203,0.407468069,0.468355117
704,1,25,1,3,1,4,1,3,3,4,1,3,1,5,1,3,5,5,1,5,3,1,3,4,4,3,1,4,2,4.142857143,3.428571429,1,2.125,-0.833854559,2.050496238,1.81588355,0.429030356
705,1,21,2,3,2,2,2,1,2,4,2,2,3,3,3,4,3,3,2,2,3,2,2,4,2,2,2,3,3,2.714285714,2.571428571,2.2,2.5,0.322601026,-0.726645185,0.810387679,-0.186290355
706,1,37,3,3,3,4,2,2,4,4,2,2,3,4,3,2,3,4,2,3,3,4,4,3,4,2,2,2,4,3.714285714,2.428571429,2.4,3.25,0.52331466,0.74069415,0.02359078,-0.493585177
707,1,30,5,4,4,2,4,3,4,2,1,4,4,4,2,5,2,3,2,2,4,4,3,4,3,3,4,3,3,2.857142857,3.571428571,2.8,3.625,1.168411038,-0.858192789,-0.864151584,1.799195508
708,1,20,3,3,2,3,2,1,4,4,2,2,2,4,2,3,4,3,2,2,2,3,2,3,2,3,3,3,4,3,2.428571429,2.2,3,0.272969596,-0.401670952,0.3063695,-0.448138761
710,1,23,3,3,2,2,2,2,4,4,2,1,2,2,3,3,2,1,1,2,2,3,4,3,2,3,2,2,5,2.428571429,2.428571429,2.2,2.75,-0.21241636,-1.313844803,0.577053989,-0.399268147
711,1,44,1,2,2,2,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,4,2.285714286,2.142857143,1.8,2.75,-0.218142715,-1.485358635,0.738127676,-1.137382874
712,1,19,4,3,4,2,2,2,4,4,2,3,4,3,4,4,3,2,2,3,4,4,3,3,2,3,2,5,4,3,3,2.8,3.625,0.987105677,-0.527525789,-0.887012976,0.510434595
713,1,22,3,2,2,1,1,4,3,4,2,1,4,5,1,2,2,2,1,3,4,4,2,2,2,2,2,3,2,2.714285714,2.285714286,1.6,2.875,-0.071646237,-0.765406409,0.241159834,-1.270469345
715,1,25,2,2,1,2,2,2,4,4,2,2,2,4,2,4,4,3,2,4,2,4,2,4,4,4,2,4,4,3.285714286,3.142857143,2,2.875,0.036314984,0.431066816,0.377567485,0.360438062
716,1,23,1,3,2,3,1,3,3,4,1,2,2,4,2,4,2,4,2,2,2,4,3,3,3,3,2,4,4,3.571428571,2.857142857,1.4,2.625,-0.862930539,0.474105288,0.839070191,0.246014628
718,1,21,1,3,2,4,1,3,5,4,1,3,2,5,1,4,4,4,1,3,4,1,3,2,4,3,4,1,5,3.571428571,3,1,3.375,-1.379729296,1.014196982,-0.226317961,-0.061727348
719,1,22,3,3,2,3,2,2,4,4,1,2,3,4,2,2,2,5,1,3,4,4,4,4,4,2,1,3,4,3.857142857,2.571428571,1.8,3,-0.300475592,0.904541424,0.266553688,-0.159524325
721,1,20,2,3,2,3,1,2,4,4,2,2,2,2,2,4,2,4,2,4,2,5,2,4,2,4,2,3,5,2.857142857,3.285714286,1.8,3,-0.559812722,-0.482863385,0.231707654,1.068664595
722,1,23,2,4,2,2,3,2,5,4,2,3,4,3,2,3,2,5,2,2,3,4,3,2,3,3,2,4,2,3.428571429,2.714285714,2.2,3,0.699452912,0.104880866,0.379351835,0.24421201
724,1,19,3,5,4,2,1,5,3,3,1,3,2,4,1,4,3,1,1,4,4,4,2,5,2,4,3,4,5,2.571428571,4.285714286,1.4,3.5,-0.89526404,-1.004127541,-0.566367116,2.480181259
725,1,23,1,3,1,4,1,2,4,4,2,3,1,4,2,3,3,4,2,3,3,3,4,4,4,4,2,3,4,3.857142857,3.142857143,1.6,2.625,-0.563336612,1.212907461,0.995399721,0.586705418
148,1,21,2,3,2,4,1,1,5,3,2,2,4,5,2,1,4,3,1,2,2,4,4,4,4,3,4,4,4,3.857142857,2.285714286,1.6,3.625,-0.220174647,0.742549391,-0.605090776,-0.657501158
149,1,22,1,3,2,4,1,2,4,3,1,3,4,2,2,4,2,3,1,2,3,4,2,4,2,4,3,3,3,2.714285714,3.142857143,1.2,3.125,-0.935096433,-0.903884678,-0.022986527,1.041112474
152,1,38,2,4,1,2,3,3,3,1,2,5,1,2,1,2,2,5,1,4,3,4,3,3,3,2,2,2,1,2.571428571,3.285714286,1.8,2.125,0.622452849,-0.892569009,2.038952345,0.996237388
158,1,23,3,2,2,3,3,3,4,5,3,3,3,3,2,3,4,5,4,3,5,4,2,2,4,3,2,4,3,3.714285714,2.714285714,3,3.375,1.621567775,0.979698362,-0.206711277,-0.375198429
159,1,20,1,3,3,5,1,2,5,5,1,2,4,2,1,3,4,5,2,3,2,4,5,4,2,4,2,4,4,4,3,1.2,3.5,-1.1364407,1.19612584,-0.299014706,0.510183234
160,1,27,2,2,4,2,3,1,5,3,3,2,2,4,3,4,2,1,1,1,4,1,1,4,3,4,3,3,4,2.428571429,2.571428571,2.4,3.125,0.296654228,-1.279325024,-0.143434182,-0.044347188
161,1,32,3,4,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,5,3,1,5,1,2.285714286,1.4,2.5,-1.105974803,-3.990887854,0.93018482,-0.115272723
162,1,48,5,1,3,3,5,5,5,2,5,3,5,3,5,3,5,5,5,3,5,5,3,2,3,3,3,3,3,3.142857143,2.857142857,5,4.25,4.311267795,0.319680163,-1.560162373,-0.796445419
164,1,21,1,2,3,5,1,4,5,5,1,1,5,5,1,3,5,5,1,5,5,1,5,4,5,5,5,3,5,4.714285714,3.428571429,1,4.25,-1.359050281,2.898553218,-1.922526389,0.215678696
166,1,19,1,1,5,3,1,4,5,4,1,1,4,4,1,4,4,4,1,2,5,5,2,3,2,3,3,1,5,2.857142857,2.571428571,1,4.5,-1.474987039,-0.311788227,-2.143746328,-0.605791946
167,1,28,3,2,2,3,1,2,4,5,1,2,2,5,2,2,3,3,2,2,2,4,2,3,2,1,3,2,5,3.142857143,2,1.8,3.125,-0.411278084,-0.213315603,0.163249884,-1.247668579
168,1,19,1,2,4,2,1,2,4,4,1,1,4,3,2,4,4,3,2,3,4,5,2,1,3,4,2,4,5,3,2.428571429,1.4,4,-0.846651527,-0.341220563,-1.486491399,-0.729256528
173,1,30,2,2,4,3,1,2,3,4,1,2,4,4,2,3,3,4,2,3,4,4,4,4,4,4,3,4,4,3.857142857,2.857142857,1.6,3.625,-0.490973284,0.861389973,-0.9397718,0.278376457
174,1,21,1,2,3,3,2,1,4,3,1,2,2,3,1,3,3,3,1,2,3,2,2,2,2,3,2,3,3,2.714285714,2.142857143,1.2,2.75,-0.891206458,-0.831687671,0.702635236,-0.963493159
175,1,37,1,2,3,3,1,1,1,2,1,1,3,2,1,3,4,4,1,3,4,4,3,2,3,3,3,3,5,2.857142857,2.142857143,1,3.375,-1.171178565,-0.612590985,-0.533248116,-1.060345343
177,1,38,1,1,1,3,1,1,2,2,1,1,1,4,1,1,3,1,1,4,2,1,1,4,1,1,1,3,2,2.142857143,1.857142857,1,1.625,-0.959321498,-1.408990993,2.360405511,-2.0901536
179,1,19,1,2,2,3,1,2,4,4,1,2,3,4,2,3,2,2,4,3,4,5,2,4,2,4,2,2,5,2.714285714,2.857142857,1.8,3.375,-0.610419393,-0.698802921,-0.481700107,0.023437454
180,1,20,1,1,3,3,1,1,5,5,1,1,4,3,2,1,3,4,1,3,4,4,4,1,4,1,2,4,5,3.857142857,1.285714286,1.2,3.75,-1.000755333,0.858708445,-0.87422713,-2.578306853
181,1,23,1,3,2,3,2,1,4,2,2,2,3,2,2,3,3,2,1,3,1,3,2,1,2,3,2,2,4,2.142857143,2.285714286,1.6,2.75,-0.385626751,-1.652488025,0.817019537,-0.845859514
186,1,30,1,3,3,4,1,2,4,4,1,2,4,4,1,4,2,4,1,2,2,3,3,3,3,3,2,3,4,3.571428571,2.714285714,1,3,-1.388992329,0.426741945,0.286114734,0.139606225
188,1,23,2,1,4,2,2,1,5,3,2,1,3,4,1,3,2,3,2,2,4,3,2,3,2,4,2,3,5,2.714285714,2.142857143,1.8,3.5,-0.577520148,-0.874764754,-0.708570217,-1.061350287
192,1,40,2,4,3,2,2,2,4,4,1,3,2,2,2,2,2,2,1,4,3,5,3,4,3,4,3,4,3,2.857142857,3.285714286,1.6,3.125,-0.259983311,-0.861280826,0.114593855,1.448380646
195,1,51,2,2,2,3,2,2,5,4,2,1,2,3,3,2,4,4,2,2,2,3,3,3,3,4,2,3,4,3.285714286,2.285714286,2.2,3,0.152386204,0.207515754,0.357218191,-0.921591488
199,1,20,2,4,3,3,1,2,5,4,2,3,3,2,2,5,3,4,3,4,2,3,2,5,4,3,2,1,3,2.857142857,3.714285714,2,3,-0.12470386,-0.130075083,0.327291006,1.808042067
200,1,23,1,1,1,4,1,1,5,5,1,1,2,4,1,2,3,5,1,3,1,2,4,3,4,4,1,3,5,4.142857143,2.142857143,1,2.5,-1.61935707,1.598264345,1.16948283,-1.219234736
203,1,23,3,3,3,1,3,1,2,2,2,3,3,3,3,4,3,3,4,4,4,5,3,3,4,4,3,3,3,2.714285714,3.142857143,3,3.25,1.594008882,-0.794088331,-0.411662211,0.751430156
205,1,25,2,1,1,2,1,2,5,4,1,1,1,4,2,4,5,4,4,2,3,3,4,4,3,4,2,3,3,3.428571429,2.571428571,2,2.875,-0.217109056,0.830087991,0.281567998,-0.849914781
206,1,25,2,4,3,3,1,2,4,3,2,3,3,3,2,3,3,4,4,2,2,4,2,3,3,3,2,3,3,3,2.857142857,2.2,3,0.421269996,-0.432729351,0.461471493,0.397572285
207,1,22,2,1,2,3,2,1,5,3,2,1,5,3,3,4,3,4,2,4,5,5,2,2,4,3,2,3,5,3.142857143,2.285714286,2.2,4,0.146227654,0.134783803,-1.646497091,-1.158272714
210,1,20,2,2,3,3,1,4,3,4,1,1,2,5,4,3,3,4,3,2,3,3,3,2,3,2,2,3,3,3.571428571,2.285714286,2.2,2.75,0.24367705,0.694981479,0.560861941,-1.254096759
212,1,24,2,2,4,2,2,2,4,4,2,2,3,4,2,2,4,2,2,4,4,4,2,2,2,3,3,3,4,2.714285714,2.428571429,2,3.75,0.253682471,-0.733101801,-0.904507158,-0.861263309
214,1,22,3,2,2,2,1,2,3,5,2,1,4,5,4,5,4,5,4,4,4,3,4,4,4,1,4,4,3,4.142857143,2.714285714,2.8,3.375,1.094374058,1.891916852,-0.890105657,-0.641724587
216,1,18,4,3,4,1,2,2,5,4,2,1,2,2,3,4,2,2,4,2,2,3,1,4,2,4,3,4,5,2.285714286,2.857142857,3,3.25,0.682285121,-1.625403012,-0.385465423,0.480138472
218,1,25,1,3,2,3,1,1,4,3,1,2,2,3,2,2,3,4,1,3,2,3,3,4,2,3,1,4,4,3.142857143,2.571428571,1.2,2.625,-1.038337527,-0.154561576,0.953795297,-0.243116646
220,1,22,2,2,2,3,1,2,5,4,1,1,5,4,2,3,4,3,2,4,4,4,3,4,3,4,3,3,5,3.285714286,2.857142857,1.6,4,-0.690638534,0.350630212,-1.603102932,-0.286881924
223,1,19,2,1,4,2,2,4,3,5,3,1,3,4,2,2,3,4,2,3,3,3,4,4,3,2,3,1,4,3.285714286,2.428571429,2.2,3.25,0.261272471,0.397333534,-0.106338531,-0.943137466
224,1,24,3,2,3,3,1,2,5,3,2,2,5,3,3,3,3,4,3,3,4,3,3,4,3,4,3,5,5,3.428571429,2.857142857,2.4,3.875,0.306725567,0.326352291,-1.38019396,-0.067987819
225,1,23,3,4,4,2,1,2,3,4,3,2,5,4,3,3,5,4,3,4,4,4,4,3,1,3,3,4,2,3.285714286,3,2.6,3.75,1.322292754,0.19559375,-1.071098351,0.064575297
226,1,20,1,2,4,3,2,4,5,3,1,3,4,3,1,4,4,4,1,4,4,4,3,3,4,3,4,3,5,3.285714286,3.285714286,1.2,4.25,-0.915153539,0.388742867,-1.609381794,0.535350956
228,1,18,1,3,2,4,1,3,5,3,2,3,3,4,2,4,4,3,2,4,4,4,3,1,3,4,2,3,5,3.285714286,3.142857143,1.6,3.625,-0.501941545,0.458275497,-0.562918829,0.008605
229,1,21,2,3,4,2,2,2,5,5,1,3,2,3,3,2,4,4,2,3,3,4,4,4,3,4,3,4,1,3.571428571,3,2,3.25,0.485762057,0.450674344,-0.010639011,0.769992901
237,1,21,1,3,1,2,2,1,2,4,1,3,2,4,1,4,1,3,1,1,1,4,2,5,2,5,1,4,4,3,3.142857143,1.2,2,-1.154796512,-0.734420408,1.762326423,1.371857008
238,1,20,3,2,4,4,4,3,4,5,3,2,3,4,5,3,4,5,3,4,5,4,4,4,3,3,3,4,3,4.142857143,3,3.6,3.75,2.242734502,1.643916432,-0.96155345,0.102073395
249,1,26,2,4,2,4,2,3,5,4,2,4,4,4,2,5,4,5,2,5,4,3,4,4,4,4,3,4,4,4.142857143,4.142857143,2,3.625,0.130508913,1.864986071,-0.684545423,1.94040214
250,1,24,3,4,3,3,3,1,5,5,2,2,4,1,2,4,3,3,3,4,3,4,4,4,3,3,2,2,4,3,3.142857143,2.6,3.5,0.520093559,-0.260422883,-0.51431849,0.95924124
254,1,21,1,4,3,2,2,1,5,3,1,2,4,3,1,3,5,3,1,4,4,4,1,4,2,3,5,2,5,2.285714286,3,1.2,4.375,-0.828512009,-1.296270644,-1.990459253,0.410428341
256,1,51,2,2,2,2,2,3,2,4,2,3,2,4,2,4,2,4,3,4,2,4,4,2,3,4,2,2,2,3.285714286,3.142857143,2.2,2.25,0.562781549,0.308666956,1.414360167,0.416240035
257,1,28,1,3,1,4,1,1,1,4,1,2,3,4,2,2,2,3,1,4,3,3,4,3,3,3,2,3,1,3.571428571,2.571428571,1.2,2,-0.469588855,0.478045772,1.658050658,-0.258809304
258,1,37,3,3,2,3,4,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.571428571,3,2.875,1.530702482,-0.40530619,0.439886549,-0.385346158
259,1,27,1,3,3,2,1,4,5,5,3,1,4,4,4,3,4,3,2,3,4,3,4,3,2,1,3,1,5,3,2.571428571,2.2,3.875,0.094292883,0.191351507,-1.125769777,-1.045009038
264,1,20,2,3,5,2,1,2,4,2,1,2,3,3,1,1,3,3,1,2,2,4,1,2,2,4,4,5,5,2.571428571,2.285714286,1.2,3.75,-0.819357437,-1.605207605,-0.806897796,-0.423332284
269,1,25,1,2,2,3,2,1,5,3,1,2,3,3,2,2,3,3,2,3,3,3,3,3,3,4,3,2,4,2.857142857,2.428571429,1.6,3.25,-0.511176837,-0.49212384,-0.149190586,-0.615815966
273,1,59,3,5,2,3,4,1,1,2,1,3,4,3,4,3,4,3,1,1,3,3,4,3,3,4,3,2,5,2.857142857,2.857142857,2.6,3.125,0.834407494,-0.941361297,-0.000529473,0.633482025
275,1,20,1,2,3,3,1,1,4,4,1,1,5,4,3,2,4,4,2,4,4,4,4,2,4,3,3,2,4,3.571428571,2.142857143,1.6,3.875,-0.348744214,0.690397858,-1.311968377,-1.33773815
277,1,21,2,3,1,3,2,3,4,4,2,2,3,4,2,5,3,3,1,3,3,2,3,3,3,4,2,3,4,3.285714286,3.285714286,1.8,2.75,-0.399325706,0.44317686,0.5099053,0.495566302
278,1,20,2,2,3,4,2,4,3,4,2,2,2,3,3,3,4,5,3,2,2,3,3,4,2,3,2,4,4,3.571428571,2.857142857,2.4,2.875,0.43837195,0.690242628,0.644750785,-0.111298185
280,1,36,2,1,2,3,4,1,4,4,3,1,4,4,2,4,2,4,1,4,4,4,5,3,2,4,3,4,4,3.714285714,2.571428571,2.4,3.375,0.541314701,0.822488199,-0.643465678,-0.57490701
281,1,43,1,2,2,3,2,1,5,5,2,1,2,3,2,4,2,3,3,2,3,2,2,3,3,3,2,3,4,3.142857143,2.285714286,2,2.75,-0.364840112,0.018240205,0.523442614,-0.758824144
283,1,25,3,4,4,4,2,1,5,5,1,1,5,5,2,4,4,3,2,2,4,4,4,4,4,2,4,5,5,4.285714286,2.571428571,2,4.375,-0.195849951,1.34744395,-2.105834711,-0.010168621
286,1,49,2,2,5,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2.142857143,2,2,2.5,0.313009596,-1.930042892,1.17010454,-0.929400333
288,1,23,2,3,4,3,2,3,5,4,3,3,3,4,4,4,3,4,2,3,4,3,4,3,4,4,3,3,5,3.714285714,3.285714286,2.6,3.75,0.608385112,0.948160418,-0.886030967,0.753330179
294,1,33,2,3,1,2,1,1,2,3,2,4,2,3,2,2,3,4,3,4,3,4,2,4,2,4,2,3,3,2.714285714,3.142857143,2,2.5,0.395585334,-0.725485058,1.057560267,0.692415124
297,1,26,3,2,2,2,3,1,5,5,3,1,3,3,3,2,2,4,2,2,3,4,3,2,3,2,3,3,4,3.285714286,1.714285714,2.8,3.25,1.03793717,-0.079114498,-0.185390767,-1.536915039
300,1,34,1,3,1,2,1,2,2,4,1,4,3,4,2,4,1,4,4,2,1,3,4,2,4,5,2,2,2,3.428571429,3.142857143,1.8,1.875,-0.057728308,0.250497594,1.977661112,0.874256837
301,1,49,2,3,4,5,4,3,5,4,5,3,3,3,3,3,4,2,3,4,2,4,4,4,3,4,4,3,4,3.428571429,3.428571429,3.4,3.75,1.977461089,0.501590252,-0.498110421,0.963456919
304,1,20,1,3,5,1,4,1,4,5,1,1,4,1,3,3,2,4,4,1,4,1,2,2,3,1,3,1,5,2.428571429,1.714285714,2.6,3.5,0.384045196,-1.35076737,-0.652071278,-1.366092955
307,1,28,5,5,5,5,5,5,1,1,5,1,4,5,1,1,5,5,5,3,5,5,5,5,1,5,5,1,5,3.285714286,3.571428571,4.2,4.375,3.054053446,0.051741368,-1.704293204,0.84155272
309,1,35,1,2,2,3,1,2,5,4,1,1,2,3,2,3,2,3,3,2,2,4,4,4,3,2,2,4,4,3.428571429,2.285714286,1.6,2.875,-0.824296394,0.307062334,0.442764964,-0.760339273
311,1,23,2,1,1,3,1,1,5,3,1,2,2,4,1,2,2,4,2,1,2,3,3,2,3,3,2,2,4,3.142857143,1.714285714,1.4,2.625,-0.893446956,-0.213166985,0.926018609,-1.707439061
314,1,31,1,2,3,2,1,1,4,4,1,1,3,3,1,2,4,1,1,3,3,3,3,3,1,3,3,3,4,2.428571429,2.142857143,1,3.375,-1.241515835,-1.23895356,-0.428496802,-1.179786837
315,1,43,3,2,3,2,4,2,5,4,1,4,3,2,2,3,4,3,3,3,3,4,2,3,3,4,3,5,4,3,3,2.6,3.625,0.942109744,-0.481959947,-0.569243827,0.551688714
317,1,22,3,3,4,3,2,2,4,4,2,2,2,4,2,3,4,4,1,2,2,4,3,4,2,3,3,2,2,3.142857143,2.714285714,2,3.125,0.292329808,-0.189862471,0.206718426,0.281837726
319,1,23,4,2,4,3,2,1,4,4,1,2,4,4,3,3,4,3,3,4,2,4,3,4,3,4,4,3,5,3.285714286,2.857142857,2.6,3.875,0.589609546,0.011511886,-1.300809006,0.224587331
321,1,36,2,3,2,4,1,4,4,5,1,2,3,5,3,3,3,5,2,2,3,3,4,5,3,4,1,5,5,4.428571429,3.285714286,1.8,3,-0.627317738,1.915857685,0.274282273,0.658001835
322,1,24,2,1,5,2,2,1,5,5,2,2,5,3,3,4,3,2,2,3,4,4,2,3,4,5,3,2,5,2.857142857,2.714285714,2.2,4.25,-0.002375814,-0.559750442,-1.964345747,0.151863312
323,1,38,1,2,3,3,2,2,5,5,2,2,2,4,2,2,4,4,1,2,4,3,4,4,4,4,3,4,4,4,2.571428571,1.6,3.5,-0.440652023,1.232073856,-0.427350906,-0.245650569
324,1,23,4,2,3,1,2,1,4,5,3,1,2,4,2,3,4,4,3,4,2,4,2,2,4,4,4,4,3,3.428571429,2.428571429,2.8,3.25,1.30936125,0.343747457,-0.323142179,-0.555363009
327,1,20,1,2,2,1,4,1,5,5,3,3,2,4,2,2,3,2,1,1,4,3,5,2,2,1,1,3,4,3.142857143,1.714285714,2.2,3,0.409700399,-0.175489263,0.58012654,-1.770235509
331,1,24,2,2,2,1,3,2,5,4,2,1,4,4,4,2,5,2,3,3,3,2,2,3,2,3,1,2,4,2.428571429,2.285714286,2.8,3.25,0.981513599,-0.792584957,-0.197646638,-1.561152313
332,1,22,3,2,1,2,1,1,3,4,1,3,4,5,2,3,2,3,1,2,2,2,1,4,2,3,3,2,4,2.714285714,2.571428571,1.6,2.625,-0.50972571,-0.874386017,0.587898674,-0.16613016
334,1,24,2,2,3,2,1,2,5,2,2,3,4,4,3,2,3,2,2,4,3,4,2,3,2,4,3,2,4,2.285714286,2.857142857,2,3.625,0.183751916,-1.319010233,-0.753808225,-0.170497203
335,1,23,2,3,3,2,2,1,5,4,2,1,3,3,2,4,5,3,1,2,2,3,3,4,3,4,3,2,4,2.857142857,2.714285714,1.8,3.5,-0.361606528,-0.395657781,-0.585873512,0.072496917
336,1,20,1,3,1,5,3,1,1,5,5,3,3,5,3,2,4,3,4,2,4,4,4,1,2,3,4,2,1,3.714285714,2.142857143,3.2,2.75,2.472861976,0.760768256,0.821895381,-1.190332975
337,1,21,1,4,1,3,2,1,2,4,1,4,3,3,3,4,4,4,1,2,3,2,3,3,3,4,2,4,4,3.428571429,3.142857143,1.6,2.625,-0.336243575,0.288583842,0.839553331,0.870519338
338,1,23,3,3,2,4,2,2,5,3,3,3,4,4,2,2,3,4,2,3,3,3,3,4,4,5,2,4,4,3.714285714,3.142857143,2.4,3.25,0.622911089,0.740803866,-0.004555529,0.591980087
340,1,27,3,4,4,2,1,1,5,3,1,2,2,4,5,1,2,4,4,2,2,5,1,4,3,2,2,4,4,3,2.285714286,2.8,3.25,0.936641251,-0.783700313,-0.084857083,-0.221789788
343,1,24,1,2,1,4,1,1,5,4,1,2,1,4,1,4,2,4,1,4,3,2,5,4,4,4,1,4,5,4.142857143,3,1,2.5,-1.758948538,1.70478517,0.989150588,0.214989119
345,1,18,1,3,2,4,2,2,2,3,1,3,1,5,2,3,5,2,3,4,2,1,2,4,3,5,2,3,2,3.142857143,3.428571429,1.8,2.125,0.080148688,0.246990945,1.717105207,0.662388169
347,1,21,1,1,2,3,1,3,5,4,1,1,2,5,1,5,3,4,1,2,2,3,3,4,2,2,2,4,5,3.571428571,2.571428571,1,3,-1.686967349,0.836807586,0.185557933,-0.740265361
349,1,29,2,4,3,4,2,2,2,5,1,3,5,5,2,5,4,2,1,4,3,4,4,2,2,3,2,2,5,3.428571429,3.285714286,1.6,3.5,-0.532906595,0.370069813,-0.540887921,0.719925287
351,1,48,1,2,1,4,1,1,1,5,1,3,2,4,2,2,2,3,1,2,1,3,3,4,3,3,1,4,4,3.714285714,2.428571429,1.2,1.875,-0.991606104,0.475631423,2.133113191,-0.161431032
352,1,30,2,3,3,3,1,3,2,4,1,2,4,4,1,5,4,5,3,3,3,4,4,4,4,4,3,4,4,4,3.428571429,1.6,3.375,-0.507126901,1.320477045,-0.537555967,1.013974106
353,1,26,2,2,2,3,2,1,4,4,2,1,4,4,3,3,5,4,2,3,4,4,4,3,2,4,2,1,3,3.142857143,2.428571429,2.2,3.5,0.38497529,0.213114328,-0.68396187,-0.916772728
354,1,47,1,4,3,4,2,1,5,5,2,4,2,4,3,3,2,2,3,3,2,4,2,4,3,4,2,2,4,3.142857143,3.285714286,2.2,3,0.148709172,-0.2198007,0.559426503,1.403898296
356,1,19,1,3,2,4,1,2,4,3,1,2,4,4,1,3,4,2,1,2,3,3,4,3,3,4,3,3,4,3.285714286,2.714285714,1,3.375,-1.212387097,0.092930998,-0.326049905,-0.213536837
357,1,20,3,4,4,2,3,2,5,1,1,2,3,4,4,2,5,5,2,3,3,4,4,5,2,5,3,4,4,3.142857143,3.285714286,2.6,3.875,0.884295578,-0.180672157,-1.13203759,0.818168947
366,1,25,2,3,5,4,1,2,4,3,2,2,4,3,3,4,4,4,3,4,4,3,3,2,3,4,2,4,4,3.428571429,3,2.2,3.75,0.237850579,0.457672574,-0.978837813,0.119450072
