"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"1" "FD" "=~" "FD1" 0.880686713800591 0.0058335799394045 150.968482981051 0 0.869253107218423 0.892120320382759
"2" "FD" "=~" "FD5" 0.709722169258253 0.0098143754720749 72.3145523907908 0 0.690486346802233 0.728957991714273
"3" "FD" "=~" "FD9" 0.866124533444753 0.00613426961763153 141.194402501527 0 0.854101585922737 0.878147480966769
"4" "FD" "=~" "FD13" 0.629043840287817 0.0116350926770952 54.0643600996964 0 0.606239477683924 0.651848202891709
"5" "FD" "=~" "FD17" 0.632095300861747 0.0115696435208651 54.6339478586186 0 0.609419216246884 0.654771385476609
"6" "SD" "=~" "SD2" 0.612137947832622 0.0135930064061707 45.0333009152955 0 0.585496144834906 0.638779750830339
"7" "SD" "=~" "SD6" 0.472621768411947 0.015952388358924 29.6270224732559 0 0.44135566176106 0.503887875062834
"8" "SD" "=~" "SD10" 0.694542203654475 0.0120761360300408 57.5136121294692 0 0.670873411963189 0.718210995345761
"9" "SD" "=~" "SD14" 0.560235290460475 0.0145189362932299 38.5865244633458 0 0.531778698231913 0.588691882689037
"10" "SD" "=~" "SD18" 0.487311842960628 0.0157256332688699 30.9883764061381 0 0.456490168119558 0.518133517801698
"11" "SD" "=~" "SD22" 0.588022269633544 0.0140286431700332 41.9158333779298 0 0.560526634268315 0.615517904998772
"12" "SD" "=~" "SD24" 0.565975111230494 0.0144188417748991 39.2524670196303 0 0.537714700652911 0.594235521808078
"13" "UP" "=~" "UP3" 0.608685751459585 0.0130940843708256 46.4855528818627 0 0.583021817682238 0.634349685236932
"14" "UP" "=~" "UP7" 0.407226996456632 0.0164508913112854 24.7540992613131 0 0.374983841972929 0.439470150940334
"15" "UP" "=~" "UP11" 0.734480044140292 0.0105721300027026 69.4732323526603 0 0.713759050095119 0.755201038185464
"16" "UP" "=~" "UP15" 0.417813717214068 0.0163045542283156 25.625583586239 0 0.385857378142589 0.449770056285547
"17" "UP" "=~" "UP19" 0.72310430707091 0.0108008175136667 66.9490347518547 0 0.701935093740534 0.744273520401286
