"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"FD" "1" "0.418883296798729" "0.318013223391853" "-0.0680935884674203" "0.865548335199894" "0.789583676433297" "0.861542791051772" "0.747136763831723" "0.741097566038121" "0.331067795744974" "0.265252403801149" "0.393572776062026" "0.211145103772949" "0.272744026969675" "0.221700291406613" "0.19863688214716" "0.291269872959418" "0.0241347309401876" "0.301640208805334" "0.107853383227927" "0.268481515145123" "0.321277290430765" "0.341955010137957" "-0.0929257826519041" "-0.0924803015076886" "-0.106166364612047" "-0.0187792026789783" "-0.00997444041227106" "-0.129089218742124" "-0.00642261165461795" "0.0119933773492779" "1" "0" "0" "0" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD" "0.418883296798729" "1" "0.161156479701039" "-0.0606361890784593" "0.379268314039428" "0.371329118426321" "0.34680641059195" "0.332065850132392" "0.252874994399838" "0.654480195143535" "0.601142855025961" "0.71016865195715" "0.652900472363111" "0.600519712337764" "0.669304142147621" "0.65120875606287" "0.256618592441997" "-0.0702223096859491" "0.152514220459237" "-0.0790703098240175" "0.142741337642277" "0.274881546145309" "0.244696269772819" "-0.166800586970451" "-0.0753916010122172" "-0.0737726182916454" "0.0146587695014144" "-0.0547405437968005" "-0.139670364040336" "0.00808336949507212" "0.0117825149591281" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP" "0.318013223391853" "0.161156479701039" "1" "-0.00395980044239918" "0.180957288936227" "0.245653657686837" "0.2006421895931" "0.352780070060988" "0.295369327228098" "0.172354964985726" "0.0346676931330678" "0.0987595735419388" "0.132362927783319" "0.134282718009118" "0.0714549996542083" "0.0953068730117325" "0.650814988722703" "0.569522893992383" "0.745485392572559" "0.557586810923505" "0.746957456666228" "0.60700715163447" "0.681791670458791" "0.520471298040501" "-0.0318963853367266" "0.00612135742267225" "-0.054240238115183" "0.00858288969554451" "0.0258175652892355" "0.00126448483892517" "0.0253643328267004" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0"
"FW" "-0.0680935884674203" "-0.0606361890784593" "-0.00395980044239918" "1" "-0.0152341202104585" "-0.122689639901803" "0.00860715155917646" "-0.0912482290005401" "-0.0589745023327899" "-0.0330528035284633" "0.000177781014101846" "-0.145244026401498" "-0.0620317754435988" "0.0324886047249335" "0.0200495917812438" "-0.0928659712220518" "-0.149505343519158" "0.203830393087503" "-0.0220869211854523" "0.138645762910559" "0.0714047239967094" "-0.253824647053762" "-0.126102593984289" "0.179532864863301" "0.77002245201941" "0.668700822216263" "0.70190459565383" "0.750593001573472" "0.704042348074273" "0.756967349183" "0.673286696740684" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1"
"FD1" "0.865548335199894" "0.379268314039428" "0.180957288936227" "-0.0152341202104585" "1" "0.616559105927353" "0.790035342480761" "0.517637990918766" "0.537229475424136" "0.26838167036127" "0.276604630837328" "0.354352776664148" "0.18072947930868" "0.247625207227543" "0.208296651501008" "0.174586954924123" "0.193186998741946" "-0.0315413663193248" "0.18929827641815" "0.0515453641789479" "0.178210632020785" "0.210117885234387" "0.230807750539873" "-0.147149390993504" "-0.0428806609469076" "-0.082623699096397" "0.0241834335144096" "0.0183680815304778" "-0.0897927669008613" "0.0290818560225273" "0.0549067542158271" "1" "0" "0" "0" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD5" "0.789583676433297" "0.371329118426321" "0.245653657686837" "-0.122689639901803" "0.616559105927353" "1" "0.578565658816689" "0.566123618450044" "0.43242085220206" "0.285271483307381" "0.243419920050614" "0.360207149020842" "0.172046376354747" "0.239169884468395" "0.193561522418914" "0.183723602431626" "0.212384006743616" "0.00916186968037451" "0.231632619126713" "0.0564668854419247" "0.214788557878484" "0.260263809828118" "0.286239209486443" "-0.0661971763842785" "-0.131003278947939" "-0.13574426515509" "-0.0862118866185954" "-0.0574384803374976" "-0.140565946033092" "-0.0317723454833829" "-0.0427320893165595" "1" "0" "0" "0" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD9" "0.861542791051772" "0.34680641059195" "0.2006421895931" "0.00860715155917646" "0.790035342480761" "0.578565658816689" "1" "0.505153741408956" "0.562655066805827" "0.268495901081893" "0.226852593313754" "0.325137054900821" "0.174189446695964" "0.230809228210415" "0.194434607568585" "0.147071169765376" "0.180275710629921" "-5.59588087163849e-05" "0.213691825210007" "0.0816672345118386" "0.179905015616637" "0.220077198586495" "0.229357965445666" "-0.1261298960185" "-0.0270916960592609" "-0.0355522425067693" "0.0642288687833246" "0.036750586889007" "-0.0806487647679746" "0.0230382957324572" "0.0583757562394983" "1" "0" "0" "0" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD13" "0.747136763831723" "0.332065850132392" "0.352780070060988" "-0.0912482290005401" "0.517637990918766" "0.566123618450044" "0.505153741408956" "1" "0.414846577548947" "0.269441125212539" "0.205173271151187" "0.301464242736208" "0.175638979499249" "0.231017460065273" "0.162631076183162" "0.15716195494335" "0.287138268724103" "0.0798585124667765" "0.321672465565945" "0.1071324542507" "0.308775526432501" "0.291040615131206" "0.345692160872712" "0.0113567162732211" "-0.0852780992153897" "-0.106283608539541" "-0.0831367971464913" "-0.0257935587367088" "-0.107359085983509" "-0.0175352399167803" "-0.0398571024676556" "1" "0" "0" "0" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD17" "0.741097566038121" "0.252874994399838" "0.295369327228098" "-0.0589745023327899" "0.537229475424136" "0.43242085220206" "0.562655066805827" "0.414846577548947" "1" "0.23687536485658" "0.114649734121385" "0.240106965704161" "0.144122743096652" "0.147098569694035" "0.130875895046746" "0.135839693125141" "0.293372676434134" "0.03946728774997" "0.253178007333748" "0.132610615308398" "0.196693053721683" "0.30625117551597" "0.280858331441429" "-0.0418377438301295" "-0.089192352690304" "-0.0705723566535868" "-0.00249807256621272" "-0.0164460955900691" "-0.102058636254138" "-0.0306689080211379" "0.0117734537318028" "1" "0" "0" "0" "1" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD2" "0.331067795744974" "0.654480195143535" "0.172354964985726" "-0.0330528035284633" "0.26838167036127" "0.285271483307381" "0.268495901081893" "0.269441125212539" "0.23687536485658" "1" "0.232836321352427" "0.497081124446035" "0.307183707487935" "0.305979414443346" "0.345858773888514" "0.294262202683762" "0.212241621141634" "0.0383027435724471" "0.140677706224947" "0.00026682204046313" "0.117769721848131" "0.207378708487943" "0.175187629154549" "-0.0494959483464898" "-0.0463222319275496" "-0.00328694224876402" "-0.0182117574068719" "0.018138449237918" "-0.0994904866276802" "0.0166285493382079" "-0.0232091024834403" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
