"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD22" NA NA "0.0898473998473564" NA "0.10038973524916" "0.0435846398472969" "0.0536583172133425" "0.0674142232352208" "0.0313930272010157" "0.2029096356865" "0.0850209765499799" "0.173944522964783" "0.269673041103704" "0.167347388791657" "1" "0.363181758826932" "0.111007569304727" "0.0202386154683531" "0.021531542372435" "0.0371055788511964" "0.0390469650028919" "0.137562970870203" "0.0690856859197099" "-0.0145557777351275" "0.0638355783619923" "0.102526105262764" "0.0389644398278612" "0.0463858274894168" "0.0321114482384705" "0.0923884297311463" "0.0564366527428143" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" NA NA "0.115304752070379" NA "0.110052922516552" "0.105369528621676" "0.085295425669369" "0.0673683628118101" "0.049786754165643" "0.237953743643247" "0.0402227233764788" "0.244496471834864" "0.187868043617379" "0.108666078232173" "0.363181758826932" "1" "0.091018406680772" "0.0325469306630686" "0.0113785455577355" "0.0638715912138354" "0.0267064953354672" "0.15286855804457" "0.149911727025448" "0.0249439080215364" "0.0291522121525011" "-0.00381879789949395" "-0.0361162535973714" "0.0386678563048631" "0.0512565341546239" "0.0662186527374762" "0.0382738740488339" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" NA NA "0.559583890957613" NA "0.142246643391172" "0.0459641903119375" "0.0312263586788068" "0.11917448482684" "0.0514890993870086" "0.141923581771327" "0.0140623911124053" "0.04940073506821" "0.147366152268861" "0.0586705534607091" "0.111007569304727" "0.091018406680772" "1" "0.132005598483873" "0.296175194553572" "0.0948647032932635" "0.300490155792379" "0.305279258944294" "0.357126658852967" "0.0491057711903059" "-0.100144078314018" "-0.017145313907752" "-0.0199429437085093" "-0.00540893024352047" "-0.0216136133063641" "0.0157563491517585" "0.0296634493060491" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" NA NA "0.554201175226088" NA "0.0109744065486572" "0.0169559380003996" "0.0171477142197107" "0.0793379405485327" "0.0404209583272589" "0.0318941472248443" "-0.0763332064310536" "-0.097793297726503" "0.0250746320451674" "0.0184561860752333" "0.0202386154683531" "0.0325469306630686" "0.132005598483873" "1" "0.209625139047062" "0.195161959381227" "0.293839034231118" "0.130204703454359" "0.151099260360551" "0.351993909817763" "0.025041022339867" "0.0841884259478956" "0.0606808095754988" "0.113501806470331" "0.0532824999854322" "0.0956395590124133" "0.0336108219333514" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP11" NA NA "0.672043401268128" NA "0.15777310149213" "0.0532609015592736" "0.0920565603744407" "0.201914995664976" "0.108236252493782" "0.0199727930704932" "0.0327775483978176" "-0.0271978644772753" "0.100611783458165" "0.114763014136155" "0.021531542372435" "0.0113785455577355" "0.296175194553572" "0.209625139047062" "1" "0.276532013058529" "0.479221626009967" "0.286949782279574" "0.385813487747754" "0.15620638895612" "-0.0142949470538048" "0.013681386128543" "0.0534879809269571" "0.0199057636412025" "0.00362539547821416" "0.0310109585747242" "0.057110767982879" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" NA NA "0.497834788307567" NA "0.0946502924523102" "0.0838106575840021" "0.136267572358517" "0.158325971713608" "0.132680536054189" "-0.0408972839092069" "-0.0443894076450545" "-0.0557525888820613" "0.0457974495840357" "0.00351512009596407" "0.0371055788511964" "0.0638715912138354" "0.0948647032932635" "0.195161959381227" "0.276532013058529" "1" "0.324979978081848" "0.0886392716596004" "0.173090066900323" "0.166283848266858" "0.0649156578528344" "0.0311439274850793" "0.147605065231841" "0.127853890289827" "0.15066821673623" "0.0639806654386668" "0.0864734184679411" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" NA NA "0.71585678423223" NA "0.0890237210160903" "0.0810316073051546" "0.0777799122478077" "0.137588533754799" "0.0871931526956274" "-0.0019463525786793" "-0.0154923785230844" "-0.0174722042821285" "0.107771948539471" "0.140124420770041" "0.0390469650028919" "0.0267064953354672" "0.300490155792379" "0.293839034231118" "0.479221626009967" "0.324979978081848" "1" "0.270080046062945" "0.369921428188016" "0.253537227155393" "-0.00423483442656464" "0.0565960501886424" "0.108024392793332" "0.0563879449242147" "0.0774117103204884" "0.0366472616318411" "0.0527432938561922" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" NA NA "0.523256880769821" NA "0.208513224710029" "0.0944015460377909" "0.114959976302572" "0.0966305169939043" "0.140612421695216" "0.144776056702431" "-0.0507017711212932" "0.0932356573180266" "0.059625875463023" "0.114797611963497" "0.137562970870203" "0.15286855804457" "0.305279258944294" "0.130204703454359" "0.286949782279574" "0.0886392716596004" "0.270080046062945" "1" "0.323132324382998" "0.0629271478285357" "-0.0631331352380292" "-0.0228373230056708" "-0.0525830105580451" "0.0331342218395264" "-0.0434752770275549" "0.0178605523186393" "0.0222346505273826" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" NA NA "0.601796843340855" NA "0.191639725212397" "0.120676059396016" "0.08313040697085" "0.15926345123482" "0.0850867398945618" "0.0929353369990745" "0.0704028638202925" "0.0515173875464016" "0.0896139779987139" "0.0479771503995164" "0.0690856859197099" "0.149911727025448" "0.357126658852967" "0.151099260360551" "0.385813487747754" "0.173090066900323" "0.369921428188016" "0.323132324382998" "1" "0.124648998020085" "-0.0488158188799144" "0.0103735261963389" "0.0114339478091604" "0.0612711004877385" "0.00646714255615088" "0.036997320701616" "0.00352329216693597" NA NA "1" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" NA NA "0.477867287088871" NA "-0.123550260989302" "-0.133582477244857" "-0.157406407650483" "-0.0360449360949813" "-0.111777522858661" "-0.0451837161263849" "-0.0952866887005619" "-0.127232478111552" "0.0477310046969266" "-0.0730809471583238" "-0.0145557777351275" "0.0249439080215364" "0.0491057711903059" "0.351993909817763" "0.15620638895612" "0.166283848266858" "0.253537227155393" "0.0629271478285357" "0.124648998020085" "1" "0.00811700600754803" "0.0702536870622647" "-0.0154509071287917" "0.074073691598766" "0.00898718100945727" "0.0383254759113755" "0.0206950197741013" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" NA NA "-0.0284201096201573" NA "-0.144977118916098" "-0.0998155949709409" "-0.0339959474268454" "-0.0417399858067462" "-0.0834680761794116" "-0.0496101627625271" "0.102405381145288" "-0.00226702582633768" "0.0771418173901972" "0.0763950182327264" "0.0638355783619923" "0.0291522121525011" "-0.100144078314018" "0.025041022339867" "-0.0142949470538048" "0.0649156578528344" "-0.00423483442656464" "-0.0631331352380292" "-0.0488158188799144" "0.00811700600754803" "1" "0.241951306419245" "0.239383606283511" "0.277020868888802" "0.419831861432417" "0.200028590014746" "0.172809753568176" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" NA NA "0.0507923391586775" NA "-0.09484774037118" "-0.0930589164863304" "-0.00147474628325261" "0.0314325752405018" "-0.0205182901202058" "0.0210135425557549" "0.0684013130182852" "0.0487983827469625" "0.170790860179283" "0.0988488197906968" "0.102526105262764" "-0.00381879789949395" "-0.017145313907752" "0.0841884259478956" "0.013681386128543" "0.0311439274850793" "0.0565960501886424" "-0.0228373230056708" "0.0103735261963389" "0.0702536870622647" "0.241951306419245" "1" "0.250351238461732" "0.314091416853692" "0.255942517196939" "0.331465912354919" "0.166922252779504" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" NA NA "0.064257867467183" NA "-0.0210395969233805" "-0.116795708857892" "0.0608982238557765" "0.0316698544980555" "0.00540750361217311" "-0.0747526948621599" "0.103614777792683" "-0.0783793581161699" "0.102235232971209" "0.13637297337616" "0.0389644398278612" "-0.0361162535973714" "-0.0199429437085093" "0.0606808095754988" "0.0534879809269571" "0.147605065231841" "0.108024392793332" "-0.0525830105580451" "0.0114339478091604" "-0.0154509071287917" "0.239383606283511" "0.250351238461732" "1" "0.212475411882259" "0.303350216716721" "0.216666897965599" "0.325735255781181" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" NA NA "0.103692102964039" NA "-0.0201238540069236" "-0.00713551840190181" "0.0597271647665578" "-0.0182873071636353" "0.0416846250053608" "0.0125749485573457" "0.0627947550039566" "0.00353708604301407" "0.0655492530685254" "0.0891480143556844" "0.0463858274894168" "0.0386678563048631" "-0.00540893024352047" "0.113501806470331" "0.0199057636412025" "0.127853890289827" "0.0563879449242147" "0.0331342218395264" "0.0612711004877385" "0.074073691598766" "0.277020868888802" "0.314091416853692" "0.212475411882259" "1" "0.330602551960968" "0.458454879899679" "0.151252393309531" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" NA NA "0.0511386219962398" NA "-0.139584351331029" "-0.0844367460597241" "-0.0416042020796987" "-0.0625464022773828" "-0.0817795275451684" "-0.0777421833519297" "0.0942780134599325" "-0.0612890490944411" "0.0298974569830581" "0.0666285559192122" "0.0321114482384705" "0.0512565341546239" "-0.0216136133063641" "0.0532824999854322" "0.00362539547821416" "0.15066821673623" "0.0774117103204884" "-0.0434752770275549" "0.00646714255615088" "0.00898718100945727" "0.419831861432417" "0.255942517196939" "0.303350216716721" "0.330602551960968" "1" "0.261104820061247" "0.157532476773413" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" NA NA "0.0738103284485382" NA "-0.0319309238899249" "-0.028273127714266" "0.00457852391384559" "0.0302676203148723" "0.0169647935222864" "0.0384397367301885" "0.0164344124246615" "0.0405309414883372" "0.126944296158915" "0.103633428210235" "0.0923884297311463" "0.0662186527374762" "0.0157563491517585" "0.0956395590124133" "0.0310109585747242" "0.0639806654386668" "0.0366472616318411" "0.0178605523186393" "0.036997320701616" "0.0383254759113755" "0.200028590014746" "0.331465912354919" "0.216666897965599" "0.458454879899679" "0.261104820061247" "1" "0.169128666736394" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" NA NA "0.0672848506549654" NA "0.0424500798332079" "-0.0488034278103088" "0.0252102010895211" "0.0472801238114794" "0.0836377013905814" "-0.0279975417580435" "0.0274549795041169" "-0.0618582234873145" "0.129831847938701" "0.0756055786821612" "0.0564366527428143" "0.0382738740488339" "0.0296634493060491" "0.0336108219333514" "0.057110767982879" "0.0864734184679411" "0.0527432938561922" "0.0222346505273826" "0.00352329216693597" "0.0206950197741013" "0.172809753568176" "0.166922252779504" "0.325735255781181" "0.151252393309531" "0.157532476773413" "0.169128666736394" "1" NA NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
