"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"FD" "1" "0.444003768091011" "0.335686457211926" "0.121996699644906" "0.777338990524547" "0.677255965826814" "0.80194541098453" "0.592015596192846" "0.549622130172645" "0.271281280021676" "0.195211154502567" "0.378703602641607" "0.150345430106456" "0.2146159160669" "0.250651924167019" "0.274542211533954" "0.186495763219132" "0.115027506250291" "0.208432617122208" "0.151946053984541" "0.185223240961994" "0.349100779132556" "0.414957438116518" "0.086990926669278" "0.132182345510995" "0.0981382817973968" "0.0401820322614886" "0.0652677221348881" "0.0542606763401014" "0.040882244425208" "0.0637022586487453" "1" "0" "0" "0" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD" "0.444003768091011" "1" "0.222492123539792" "0.127618123284418" "0.362194629595482" "0.268897059598062" "0.374419655374027" "0.27109963308997" "0.231316928603044" "0.616460659409974" "0.40840619640776" "0.66611315522911" "0.531629201669864" "0.465702161621319" "0.62040614076523" "0.630822872057113" "0.233079111667137" "0.0421443956688517" "0.126524781685863" "0.0718613547896573" "0.0638968214233563" "0.282367615632367" "0.297458173292558" "0.013715209218803" "0.15850865416274" "0.0842711426949174" "0.0277635085167264" "0.0487274800801164" "0.0142551455348645" "0.100458491270696" "0.0930782512620541" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP" "0.335686457211926" "0.222492123539792" "1" "0.0946430843039287" "0.160904189508831" "0.188458814129284" "0.184426818741685" "0.371940941581645" "0.240511733300043" "0.175628457877015" "-0.0306175099854487" "0.147263564826562" "0.0279800981163925" "0.11063793290427" "0.216825770621747" "0.224318089658563" "0.521136558457421" "0.695856709064459" "0.730183167980934" "0.681813505227104" "0.668887446571312" "0.506954468862905" "0.595291344384464" "0.701595110900166" "0.036374419392264" "0.150692117326517" "-0.0192680674501683" "0.138578009877856" "0.0710319171393591" "0.0763196865983076" "-0.0599610634356441" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0"
"FW" "0.121996699644906" "0.127618123284418" "0.0946430843039287" "1" "0.115254034188356" "0.00143864963109779" "0.160957850795306" "0.0313841188595663" "0.10467861448522" "0.0678904780254308" "0.191542841116986" "-0.000242283945634047" "0.0225040071871834" "0.158679449498941" "0.0418453852927376" "0.0186641446476509" "0.0285809516668679" "0.114935649899783" "0.0501561105220588" "0.0453667941931098" "0.138119656455865" "0.0439272016183869" "0.020540181654624" "0.0413951937538611" "0.524394118517409" "0.612300122083021" "0.549588180734794" "0.584915060832375" "0.61046015708904" "0.564682914495523" "0.575312417617405" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1"
"FD1" "0.777338990524547" "0.362194629595482" "0.160904189508831" "0.115254034188356" "1" "0.431179532000132" "0.70186997163103" "0.238878061219848" "0.255395836523102" "0.236424130467457" "0.193539889174663" "0.334873424652621" "0.0851922459609085" "0.135018336451681" "0.210506495315226" "0.216300623360443" "0.101724850022959" "-0.0114419056008558" "0.0652387573933518" "0.0611545517207117" "0.0833353797920981" "0.227849941019075" "0.295841740830017" "-0.0147637801821957" "0.164094477870772" "0.0826154833715127" "0.0166456689996446" "0.0478807287934526" "0.0465566041303939" "0.0224925584141458" "0.0879578549731138" "1" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD5" "0.677255965826814" "0.268897059598062" "0.188458814129284" "0.00143864963109779" "0.431179532000132" "1" "0.432674830887419" "0.306629070306378" "0.12903554294655" "0.148230296646661" "0.141523964757423" "0.258840230658642" "0.0689779571665283" "0.0941413889310763" "0.164138259862708" "0.171708259862467" "0.0899075819846308" "0.0884971362026724" "0.141502885898421" "0.0571463417607192" "0.0818344450544157" "0.166754904417055" "0.241550702543891" "0.0795636099803889" "0.0640061619917063" "0.0409067188479409" "-0.127409216457842" "0.022271863038729" "-0.0345633885057723" "0.0340846881032136" "0.0270826745909483" "1" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD9" "0.80194541098453" "0.374419655374027" "0.184426818741685" "0.160957850795306" "0.70186997163103" "0.432674830887419" "1" "0.275379605328552" "0.303885959768007" "0.240249359960627" "0.188195932661643" "0.316173515627243" "0.110634984588433" "0.195568198958087" "0.204959454799141" "0.205686563495049" "0.0975553978424819" "-0.0151117621852741" "0.0711294024822441" "0.0590164821800171" "0.0863078858003079" "0.2848155702589" "0.344080799667594" "-0.00189531718445768" "0.144831941430807" "0.111020112817424" "0.0728385354918041" "0.0856225700005087" "0.0862813192164254" "0.0437033799022799" "0.10248426937475" "1" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD13" "0.592015596192846" "0.27109963308997" "0.371940941581645" "0.0313841188595663" "0.238878061219848" "0.306629070306378" "0.275379605328552" "1" "0.199351080527054" "0.18801707416689" "0.0747771817350878" "0.203275212442193" "0.108722531257991" "0.141699356355059" "0.159523442823309" "0.187986047562044" "0.16569403686963" "0.234573636651623" "0.28501081474617" "0.241101342422981" "0.255391841861223" "0.214250775140377" "0.310449485139182" "0.18204083223053" "0.0353234051667896" "0.00947766050113187" "-0.0146368975487596" "0.0582251709664529" "0.0245021684833188" "0.0593786827440927" "-0.0376246470398794" "1" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD17" "0.549622130172645" "0.231316928603044" "0.240511733300043" "0.10467861448522" "0.255395836523102" "0.12903554294655" "0.303885959768007" "0.199351080527054" "1" "0.107300487138306" "0.062794662795215" "0.17182371865451" "0.139497697985183" "0.164210239103378" "0.111750085535029" "0.151583643708019" "0.182586904180407" "0.0998216038057064" "0.1505586820333" "0.101271400897744" "0.126079085350985" "0.295700968644947" "0.218678505099689" "0.0543354167171521" "0.038074361756791" "0.0893188298416753" "0.192171075049259" "0.00679292024948337" "0.0614618263829373" "-0.0214732858983197" "0.0345481395474148" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD2" "0.271281280021676" "0.616460659409974" "0.175628457877015" "0.0678904780254308" "0.236424130467457" "0.148230296646661" "0.240249359960627" "0.18801707416689" "0.107300487138306" "1" "0.137870682824359" "0.386281174049875" "0.199828473992014" "0.153257005794534" "0.294815422488775" "0.265779049123" "0.154802408797339" "0.0743052750032106" "0.119968428084679" "0.0864287551074982" "0.0912793336371849" "0.161000619900861" "0.165393386362487" "0.0427573206183424" "0.0721530815444694" "0.0639437686794243" "0.0189233510130626" "0.0618381772020235" "0.0225801981622895" "-0.00252240768493483" "0.0368320563871126" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
