"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD6" "0.195211154502567" "0.40840619640776" "-0.0306175099854487" "0.191542841116986" "0.193539889174663" "0.141523964757423" "0.188195932661643" "0.0747771817350878" "0.062794662795215" "0.137870682824359" "1" "0.103384654823796" "0.150077109501354" "0.0584182769132974" "0.0437445147779648" "0.121351168772427" "0.0266293741276258" "-0.124750595748684" "-0.047329338993348" "-0.0690138992917548" "-0.0286404795125251" "0.0815835977897351" "0.116017964986629" "-0.119219821125966" "0.179998665940307" "0.0965535528703012" "0.118337568659371" "0.031788134758273" "0.0960394297615019" "0.139224682525268" "0.113397213646404" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD10" "0.378703602641607" "0.66611315522911" "0.147263564826562" "-0.000242283945634047" "0.334873424652621" "0.258840230658642" "0.316173515627243" "0.203275212442193" "0.17182371865451" "0.386281174049875" "0.103384654823796" "1" "0.247365460371026" "0.166017357661811" "0.357732776366062" "0.311791871813517" "0.205295081009531" "0.0325358639300132" "0.0749360188798185" "-0.00315087012454487" "0.0278589402826037" "0.219971590600395" "0.232006817521746" "-0.0432060227349634" "0.0299103906612827" "0.0133895630780938" "-0.0621763364206798" "-0.00960202871562732" "-0.0361842558478444" "0.050680423645838" "0.0273002322852743" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD14" "0.150345430106456" "0.531629201669864" "0.0279800981163925" "0.0225040071871834" "0.0851922459609085" "0.0689779571665283" "0.110634984588433" "0.108722531257991" "0.139497697985183" "0.199828473992014" "0.150077109501354" "0.247365460371026" "1" "0.111180906161566" "0.202458148809475" "0.249321257274678" "0.05006780791043" "-0.0573338231504943" "0.0219264827841977" "0.000182744702234769" "-0.0352525423139133" "0.127253956150221" "0.110643315237193" "-0.0753817025900129" "0.0744927745544426" "-0.0184397737296707" "0.0229094285388086" "-0.031772361195172" "-0.00746475974000208" "0.0448305412905571" "0.0106269600234561" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD18" "0.2146159160669" "0.465702161621319" "0.11063793290427" "0.158679449498941" "0.135018336451681" "0.0941413889310763" "0.195568198958087" "0.141699356355059" "0.164210239103378" "0.153257005794534" "0.0584182769132974" "0.166017357661811" "0.111180906161566" "1" "0.148205124101617" "0.167825614345569" "0.142520185274839" "0.0693086326799493" "0.00502994018206236" "0.0244811903251005" "0.0628215989568481" "0.121268281015892" "0.11658171627735" "0.0237246305561103" "0.150868008651763" "0.0618052010052583" "0.079151512273168" "0.0548207882279506" "0.123930029946486" "0.0568620359868951" "0.106868154647291" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.250651924167019" "0.62040614076523" "0.216825770621747" "0.0418453852927376" "0.210506495315226" "0.164138259862708" "0.204959454799141" "0.159523442823309" "0.111750085535029" "0.294815422488775" "0.0437445147779648" "0.357732776366062" "0.202458148809475" "0.148205124101617" "1" "0.388891675362055" "0.160551145256214" "0.0831622915179698" "0.178244716290198" "0.137058216419819" "0.0751217371900282" "0.152731511668322" "0.191106429460858" "0.126693870936518" "0.0241308956686572" "0.0862840222447496" "-0.0378861726561636" "0.0365050633710228" "-0.0411865230025217" "0.0814886832813481" "0.0368942215529114" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.274542211533954" "0.630822872057113" "0.224318089658563" "0.0186641446476509" "0.216300623360443" "0.171708259862467" "0.205686563495049" "0.187986047562044" "0.151583643708019" "0.265779049123" "0.121351168772427" "0.311791871813517" "0.249321257274678" "0.167825614345569" "0.388891675362055" "1" "0.168208880481138" "0.083075650877229" "0.146805565275894" "0.110777434075976" "0.0546547119519209" "0.246340959651166" "0.235095056871093" "0.0983350026091375" "0.0953796774720213" "0.0252444438140411" "-0.0257475106308933" "0.0473327817432067" "-0.105410678783877" "0.0223714300175428" "0.0311714459953788" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.186495763219132" "0.233079111667137" "0.521136558457421" "0.0285809516668679" "0.101724850022959" "0.0899075819846308" "0.0975553978424819" "0.16569403686963" "0.182586904180407" "0.154802408797339" "0.0266293741276258" "0.205295081009531" "0.05006780791043" "0.142520185274839" "0.160551145256214" "0.168208880481138" "1" "0.21124557004706" "0.255908594791107" "0.260682012832133" "0.187700660770103" "0.259203223597946" "0.300252605985153" "0.220473588025539" "0.0390401133973979" "0.0375939411857437" "0.00282502467994716" "-0.00232174062022204" "-0.0311631771068386" "0.0310456586255051" "0.0447347208306475" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.115027506250291" "0.0421443956688517" "0.695856709064459" "0.114935649899783" "-0.0114419056008558" "0.0884971362026724" "-0.0151117621852741" "0.234573636651623" "0.0998216038057064" "0.0743052750032106" "-0.124750595748684" "0.0325358639300132" "-0.0573338231504943" "0.0693086326799493" "0.0831622915179698" "0.083075650877229" "0.21124557004706" "1" "0.502688539971594" "0.43706676459503" "0.474947430647416" "0.137385169262359" "0.211773883063064" "0.574947773605768" "0.0108489729960972" "0.139404782407621" "0.0298165689879714" "0.148606062075248" "0.101325091238647" "0.0726892159923501" "-0.0357780308724506" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.208432617122208" "0.126524781685863" "0.730183167980934" "0.0501561105220588" "0.0652387573933518" "0.141502885898421" "0.0711294024822441" "0.28501081474617" "0.1505586820333" "0.119968428084679" "-0.047329338993348" "0.0749360188798185" "0.0219264827841977" "0.00502994018206236" "0.178244716290198" "0.146805565275894" "0.255908594791107" "0.502688539971594" "1" "0.458644888960607" "0.463928352724035" "0.254158044138804" "0.290262039132789" "0.48484806150063" "-0.00341540503316847" "0.141890953227036" "-0.066499288536585" "0.150740333741081" "0.0345365634992009" "0.0506058633684251" "-0.0900668015019367" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.151946053984541" "0.0718613547896573" "0.681813505227104" "0.0453667941931098" "0.0611545517207117" "0.0571463417607192" "0.0590164821800171" "0.241101342422981" "0.101271400897744" "0.0864287551074982" "-0.0690138992917548" "-0.00315087012454487" "0.000182744702234769" "0.0244811903251005" "0.137058216419819" "0.110777434075976" "0.260682012832133" "0.43706676459503" "0.458644888960607" "1" "0.46453199989839" "0.203108349909016" "0.236426710057821" "0.476254732725866" "-0.0363611755164161" "0.132542589539005" "-0.0149099695831861" "0.119678069907037" "0.0642164858742859" "0.0597401036627336" "-0.13283221402019" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.185223240961994" "0.0638968214233563" "0.668887446571312" "0.138119656455865" "0.0833353797920981" "0.0818344450544157" "0.0863078858003079" "0.255391841861223" "0.126079085350985" "0.0912793336371849" "-0.0286404795125251" "0.0278589402826037" "-0.0352525423139133" "0.0628215989568481" "0.0751217371900282" "0.0546547119519209" "0.187700660770103" "0.474947430647416" "0.463928352724035" "0.46453199989839" "1" "0.122593367924284" "0.237037777646586" "0.447001246252782" "0.113416863902278" "0.111635040946717" "0.00786748667531543" "0.124019121776663" "0.141398477413319" "0.0842887907142127" "-0.0197537354893934" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.349100779132556" "0.282367615632367" "0.506954468862905" "0.0439272016183869" "0.227849941019075" "0.166754904417055" "0.2848155702589" "0.214250775140377" "0.295700968644947" "0.161000619900861" "0.0815835977897351" "0.219971590600395" "0.127253956150221" "0.121268281015892" "0.152731511668322" "0.246340959651166" "0.259203223597946" "0.137385169262359" "0.254158044138804" "0.203108349909016" "0.122593367924284" "1" "0.481065636050847" "0.147882129485747" "-0.0209986451993378" "0.0903756465348203" "0" "0.0471230208638149" "-0.0118533753849748" "0.061293472579206" "0.0201366465536355" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" NA "0" "0" "0" "0"
"UP25" "0.414957438116518" "0.297458173292558" "0.595291344384464" "0.020540181654624" "0.295841740830017" "0.241550702543891" "0.344080799667594" "0.310449485139182" "0.218678505099689" "0.165393386362487" "0.116017964986629" "0.232006817521746" "0.110643315237193" "0.11658171627735" "0.191106429460858" "0.235095056871093" "0.300252605985153" "0.211773883063064" "0.290262039132789" "0.236426710057821" "0.237037777646586" "0.481065636050847" "1" "0.219546801230178" "0.0935663290096651" "0.0461563965668189" "-0.0183319936835786" "0.00376652765964637" "-0.0223032927888833" "-0.0178839331980311" "0.00352834239512396" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "0.086990926669278" "0.013715209218803" "0.701595110900166" "0.0413951937538611" "-0.0147637801821957" "0.0795636099803889" "-0.00189531718445768" "0.18204083223053" "0.0543354167171521" "0.0427573206183424" "-0.119219821125966" "-0.0432060227349634" "-0.0753817025900129" "0.0237246305561103" "0.126693870936518" "0.0983350026091375" "0.220473588025539" "0.574947773605768" "0.48484806150063" "0.476254732725866" "0.447001246252782" "0.147882129485747" "0.219546801230178" "1" "-0.0250485401537659" "0.0749889980458894" "-0.0354447626975119" "0.118498792954561" "0.0861550427211978" "0.054880696305176" "-0.100158323389358" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "0.132182345510995" "0.15850865416274" "0.036374419392264" "0.524394118517409" "0.164094477870772" "0.0640061619917063" "0.144831941430807" "0.0353234051667896" "0.038074361756791" "0.0721530815444694" "0.179998665940307" "0.0299103906612827" "0.0744927745544426" "0.150868008651763" "0.0241308956686572" "0.0953796774720213" "0.0390401133973979" "0.0108489729960972" "-0.00341540503316847" "-0.0363611755164161" "0.113416863902278" "-0.0209986451993378" "0.0935663290096651" "-0.0250485401537659" "1" "0.161491297558551" "0.180698359133736" "0.0773245878419895" "0.306042905375793" "0.139928727769939" "0.256498960796717" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" "0.0981382817973968" "0.0842711426949174" "0.150692117326517" "0.612300122083021" "0.0826154833715127" "0.0409067188479409" "0.111020112817424" "0.00947766050113187" "0.0893188298416753" "0.0639437686794243" "0.0965535528703012" "0.0133895630780938" "-0.0184397737296707" "0.0618052010052583" "0.0862840222447496" "0.0252444438140411" "0.0375939411857437" "0.139404782407621" "0.141890953227036" "0.132542589539005" "0.111635040946717" "0.0903756465348203" "0.0461563965668189" "0.0749889980458894" "0.161491297558551" "1" "0.150382434492469" "0.405376470218096" "0.211515488513377" "0.378118409883255" "0.205115530339002" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" "0.0401820322614886" "0.0277635085167264" "-0.0192680674501683" "0.549588180734794" "0.0166456689996446" "-0.127409216457842" "0.0728385354918041" "-0.0146368975487596" "0.192171075049259" "0.0189233510130626" "0.118337568659371" "-0.0621763364206798" "0.0229094285388086" "0.079151512273168" "-0.0378861726561636" "-0.0257475106308933" "0.00282502467994716" "0.0298165689879714" "-0.066499288536585" "-0.0149099695831861" "0.00786748667531543" "0" "-0.0183319936835786" "-0.0354447626975119" "0.180698359133736" "0.150382434492469" "1" "0.108811638767141" "0.290761089317826" "0.0783687221360582" "0.305499889369937" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" "0.0652677221348881" "0.0487274800801164" "0.138578009877856" "0.584915060832375" "0.0478807287934526" "0.022271863038729" "0.0856225700005087" "0.0582251709664529" "0.00679292024948337" "0.0618381772020235" "0.031788134758273" "-0.00960202871562732" "-0.031772361195172" "0.0548207882279506" "0.0365050633710228" "0.0473327817432067" "-0.00232174062022204" "0.148606062075248" "0.150740333741081" "0.119678069907037" "0.124019121776663" "0.0471230208638149" "0.00376652765964637" "0.118498792954561" "0.0773245878419895" "0.405376470218096" "0.108811638767141" "1" "0.273215803554196" "0.373756760726813" "0.143458861301068" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" "0.0542606763401014" "0.0142551455348645" "0.0710319171393591" "0.61046015708904" "0.0465566041303939" "-0.0345633885057723" "0.0862813192164254" "0.0245021684833188" "0.0614618263829373" "0.0225801981622895" "0.0960394297615019" "-0.0361842558478444" "-0.00746475974000208" "0.123930029946486" "-0.0411865230025217" "-0.105410678783877" "-0.0311631771068386" "0.101325091238647" "0.0345365634992009" "0.0642164858742859" "0.141398477413319" "-0.0118533753849748" "-0.0223032927888833" "0.0861550427211978" "0.306042905375793" "0.211515488513377" "0.290761089317826" "0.273215803554196" "1" "0.164675005788443" "0.150313829146373" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" "0.040882244425208" "0.100458491270696" "0.0763196865983076" "0.564682914495523" "0.0224925584141458" "0.0340846881032136" "0.0437033799022799" "0.0593786827440927" "-0.0214732858983197" "-0.00252240768493483" "0.139224682525268" "0.050680423645838" "0.0448305412905571" "0.0568620359868951" "0.0814886832813481" "0.0223714300175428" "0.0310456586255051" "0.0726892159923501" "0.0506058633684251" "0.0597401036627336" "0.0842887907142127" "0.061293472579206" "-0.0178839331980311" "0.054880696305176" "0.139928727769939" "0.378118409883255" "0.0783687221360582" "0.373756760726813" "0.164675005788443" "1" "0.238403567569016" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" "0.0637022586487453" "0.0930782512620541" "-0.0599610634356441" "0.575312417617405" "0.0879578549731138" "0.0270826745909483" "0.10248426937475" "-0.0376246470398794" "0.0345481395474148" "0.0368320563871126" "0.113397213646404" "0.0273002322852743" "0.0106269600234561" "0.106868154647291" "0.0368942215529114" "0.0311714459953788" "0.0447347208306475" "-0.0357780308724506" "-0.0900668015019367" "-0.13283221402019" "-0.0197537354893934" "0.0201366465536355" "0.00352834239512396" "-0.100158323389358" "0.256498960796717" "0.205115530339002" "0.305499889369937" "0.143458861301068" "0.150313829146373" "0.238403567569016" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
