"NO","gender","age","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","Check","FD","SD","UP","FW"
"ENG3.4",2,16,4,4,4,5,2,4,2,4,4,2,2,2,4,5,4,2,2,4,3,2,4,4,4,4,3,4,4,9,3.2,3.85714285714286,3,3.57142857142857
"ENG3.4",2,38,2,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,2,4,3,3,3,3,3,3,3,4,4,9,2.8,3.71428571428571,3.5,3.57142857142857
"ENG3.4",2,11,1,1,2,4,1,1,3,4,1,2,2,3,2,2,2,4,1,3,2,5,5,2,4,3,2,4,3,9,1.2,2,2.625,4
"ENG3.4",1,21,1,3,2,4,2,2,4,5,2,2,3,5,2,3,4,4,2,3,3,2,4,3,4,4,3,4,4,9,1.8,2.85714285714286,3.125,4.28571428571429
"ENG3.4",2,10,2,1,5,3,1,1,5,4,1,1,5,1,4,1,5,4,5,3,5,4,3,1,4,1,4,4,5,9,2.6,1.28571428571429,4.75,3.28571428571429
"ENG3.4",2,44,2,4,4,4,2,2,4,4,2,2,3,4,2,3,4,5,3,2,3,4,4,4,3,2,3,4,4,9,2.2,2.71428571428571,3.625,4
"ENG3.4",2,53,2,2,3,4,2,3,4,4,2,2,4,4,2,3,4,2,2,3,2,3,4,2,2,2,3,4,4,9,2,2.42857142857143,3.375,3.42857142857143
"ENG3.4",2,12,2,5,5,4,2,2,4,4,2,4,4,2,2,4,4,5,2,2,4,5,4,5,4,3,4,4,4,9,2,3.57142857142857,4.25,3.85714285714286
"ENG3.4",2,12,3,3,4,3,2,2,3,4,3,3,4,4,4,4,3,3,2,3,4,5,3,3,4,5,4,5,4,9,2.8,3.28571428571429,3.875,3.71428571428571
"ENG3.4",1,18,2,3,4,1,1,3,4,3,1,3,4,2,2,3,4,2,2,4,4,1,2,3,2,3,3,2,4,9,1.6,3.14285714285714,3.5,2
"ENG3.4",2,17,2,4,4,2,1,1,5,5,1,4,4,2,4,2,5,5,3,3,2,2,3,4,5,4,3,2,4,9,2.2,3.14285714285714,3.625,3.42857142857143
"ENG3.4",1,40,2,4,2,4,3,2,4,4,2,4,2,4,2,4,2,4,2,4,2,3,4,3,4,3,3,3,3,9,2.2,3.42857142857143,2.625,3.85714285714286
"ENG3.4",2,20,2,3,3,4,2,3,2,4,2,2,2,4,2,4,4,4,3,2,2,2,4,4,4,3,2,4,3,9,2.2,3,2.5,4
"ENG3.4",2,14,1,4,4,5,1,2,5,4,1,3,4,4,2,3,4,4,3,4,4,4,5,3,4,2,4,4,4,9,1.6,3,4.125,4.28571428571429
"ENG3.4",1,12,3,3,4,5,3,1,5,5,3,1,5,5,5,4,5,5,3,5,5,3,5,2,5,2,3,5,5,9,3.4,2.57142857142857,4.375,5
"ENG3.4",1,10,2,2,5,4,2,2,5,4,1,2,4,2,2,3,5,4,2,3,4,5,4,3,2,4,4,2,5,9,1.8,2.71428571428571,4.625,3.14285714285714
"ENG3.4",1,13,3,4,2,1,3,4,2,3,3,4,3,2,4,4,2,3,4,4,2,3,1,4,4,4,2,3,2,9,3.4,4,2.25,2.42857142857143
"ENG3.4",1,23,2,2,4,4,2,2,4,4,2,2,4,4,4,2,4,4,2,2,4,4,4,3,4,3,2,4,4,9,2.4,2.28571428571429,3.75,4
"ENG3.4",2,24,2,3,3,4,2,2,4,4,2,2,2,4,3,3,3,4,3,3,3,2,4,3,4,3,3,4,4,9,2.4,2.71428571428571,3,4
"ENG3.4",2,16,2,4,2,2,2,4,3,4,2,4,2,3,2,4,2,3,2,4,2,4,2,5,2,5,2,4,3,9,2,4.28571428571429,2.5,2.85714285714286
"ENG3.4",2,32,3,3,3,5,2,1,4,5,3,2,3,4,2,3,3,5,3,4,2,3,5,3,4,3,3,4,4,9,2.6,2.71428571428571,3.125,4.57142857142857
"ENG3.4",2,4,3,1,4,4,2,2,4,3,2,1,4,4,2,5,4,5,2,3,4,4,4,5,2,3,4,4,4,9,2.2,2.85714285714286,4,3.71428571428571
"ENG3.4",2,12,2,3,4,4,2,2,4,4,2,3,4,3,3,4,3,4,2,3,4,4,4,3,4,3,4,3,4,9,2.2,3,3.875,3.71428571428571
"ENG3.4",1,48,2,3,4,3,2,2,5,4,4,3,3,3,2,3,4,5,2,3,2,4,3,4,3,4,3,3,4,9,2.4,3.14285714285714,3.625,3.42857142857143
"ENG3.4",1,48,1,4,3,3,2,2,3,4,1,4,2,2,2,4,5,4,1,5,2,5,3,4,3,4,3,2,5,9,1.4,3.85714285714286,3.5,3
"ENG3.4",1,19,2,3,4,5,2,3,4,5,2,3,3,5,3,4,4,5,2,5,3,5,5,4,4,4,4,4,4,9,2.2,3.71428571428571,3.875,4.71428571428571
"ENG3.4",2,7,1,4,4,4,1,2,4,4,2,1,4,4,2,4,4,2,2,4,4,5,4,4,4,4,4,4,4,9,1.6,3.28571428571429,4.125,3.71428571428571
"ENG3.4",1,14,4,4,5,4,2,1,4,3,3,3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,5,9,3.4,3.42857142857143,4.25,3
"ENG3.4",1,25,2,4,4,2,3,3,4,3,3,3,4,2,3,4,4,3,3,3,4,4,2,4,2,3,4,2,4,9,2.8,3.42857142857143,4,2.28571428571429
"ENG3.4",2,21,1,2,4,2,2,2,4,3,2,2,5,2,2,4,4,2,4,4,4,4,2,4,2,4,4,4,4,9,2.2,3.14285714285714,4.125,2.42857142857143
"ENG3.4",1,37,2,3,2,5,1,1,3,4,1,2,3,3,1,3,4,4,4,2,2,4,4,3,3,3,3,2,3,9,1.8,2.42857142857143,3,3.57142857142857
"ENG3.4",2,7,3,3,4,4,4,3,4,3,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4,9,3.8,3.85714285714286,4,4
"ENG3.4",1,16,1,5,2,2,2,2,2,5,1,3,3,2,1,4,2,4,1,3,2,4,2,4,4,4,3,2,3,9,1.2,3.57142857142857,2.625,3
"ENG3.4",1,15,1,2,2,4,2,1,4,5,2,1,3,5,1,1,2,5,2,2,3,2,4,2,5,2,2,4,3,9,1.6,1.57142857142857,2.625,4.57142857142857
"ENG3.4",2,45,2,4,2,4,2,2,4,4,4,2,4,4,2,4,5,4,4,4,4,4,4,2,4,2,4,5,2,9,2.8,2.85714285714286,3.625,4.14285714285714
"ENG3.4",2,55,1,3,3,3,1,1,4,5,1,3,3,3,1,3,4,3,1,1,3,3,3,3,3,3,3,1,5,9,1,2.42857142857143,3.5,3
"ENG3.4",2,35,3,4,4,3,3,4,5,4,3,3,5,3,4,5,5,4,4,4,5,5,3,3,4,5,4,4,4,9,3.4,4,4.625,3.57142857142857
"ENG3.4",2,15,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,9,4.6,5,4.75,5
"ENG3.4",1,16,2,3,3,5,2,2,4,5,4,2,3,5,2,4,4,5,2,3,4,2,5,5,5,2,2,5,4,9,2.4,3,3.25,5
"ENG3.4",1,36,1,2,2,2,1,2,5,4,1,1,4,4,2,2,2,2,1,2,1,2,2,3,2,4,2,4,5,9,1.2,2.28571428571429,2.875,2.85714285714286
"ENG3.4",1,50,2,3,4,2,2,3,4,4,2,3,4,3,2,3,4,3,3,2,2,4,2,3,2,3,3,2,3,9,2.2,2.85714285714286,3.5,2.57142857142857
"ENG3.4",1,17,4,4,4,3,5,3,5,5,5,3,5,4,5,4,5,5,4,4,4,4,3,4,4,4,4,5,5,9,4.6,3.71428571428571,4.5,4.14285714285714
"ENG3.4",1,17,1,2,4,3,2,2,5,4,2,1,4,4,1,3,5,4,2,3,4,5,2,2,4,3,4,4,4,9,1.6,2.28571428571429,4.375,3.57142857142857
"ENG3.4",2,25,2,4,2,4,2,2,5,5,2,2,2,4,2,4,3,4,2,3,2,2,4,2,5,2,2,4,4,9,2,2.71428571428571,2.75,4.28571428571429
"ENG3.4",1,17,2,3,4,4,2,2,4,4,2,2,3,3,2,3,3,4,3,3,3,4,4,2,4,3,3,4,4,9,2.2,2.57142857142857,3.5,3.85714285714286
"ENG3.4",2,10,1,4,2,4,2,2,4,4,2,2,4,4,2,4,5,4,2,2,4,4,4,5,4,4,3,4,4,9,1.8,3.28571428571429,3.75,4
"ENG3.4",1,18,2,4,2,4,2,2,4,4,2,3,2,4,2,4,3,4,2,3,3,2,4,3,4,3,2,4,4,9,2,3.14285714285714,2.75,4
"ENG3.4",1,27,3,4,3,2,3,4,5,4,3,4,3,2,2,4,4,4,4,4,3,4,2,4,3,4,4,2,4,9,3,4,3.75,2.71428571428571
"ENG3.4",1,23,2,4,2,4,1,1,4,4,2,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,2,4,4,9,1.8,3.57142857142857,3.25,4
"ENG3.4",1,20,1,4,4,5,2,2,5,5,1,3,3,3,1,3,3,3,4,3,2,4,3,4,3,5,3,3,4,9,1.8,3.42857142857143,3.5,3.57142857142857
"ENG3.4",2,30,3,4,4,4,3,2,4,4,3,2,2,4,2,4,3,4,3,3,3,3,4,3,4,3,3,2,4,9,2.8,3,3.25,3.71428571428571
"ENG3.4",1,19,2,4,5,2,2,2,4,5,2,2,4,4,1,3,4,2,2,5,2,5,4,2,2,4,3,4,4,9,1.8,3.14285714285714,3.875,3.28571428571429
"ENG3.4",2,9,3,4,2,4,4,2,5,5,1,4,4,4,2,4,4,5,1,4,5,2,5,4,4,4,2,4,4,9,2.2,3.71428571428571,3.5,4.42857142857143
"ENG3.4",1,32,1,2,1,4,1,3,4,5,1,1,2,3,1,1,3,4,4,4,2,3,5,3,4,2,3,4,4,9,1.6,2.28571428571429,2.75,4.14285714285714
"ENG3.4",1,7,2,2,3,4,2,2,4,5,2,2,2,4,2,4,4,5,2,2,3,4,4,4,4,4,4,4,4,9,2,2.85714285714286,3.5,4.28571428571429
"ENG3.4",1,22,1,3,2,5,2,2,3,5,2,2,4,4,2,3,4,5,1,2,3,3,5,4,4,5,2,5,3,9,1.6,3,3,4.71428571428571
"ENG3.4",2,28,2,2,2,3,2,1,4,5,3,2,2,4,2,3,4,4,2,3,2,1,4,2,4,2,2,2,3,9,2.2,2.14285714285714,2.5,3.71428571428571
"ENG3.4",2,28,2,3,3,4,2,3,4,5,1,1,3,4,2,3,3,4,1,3,2,3,4,2,4,3,2,4,4,9,1.6,2.57142857142857,3,4.14285714285714
"ENG3.4",1,55,2,3,2,4,2,3,4,4,2,2,3,4,2,3,4,3,2,3,2,2,4,3,3,3,2,4,3,9,2,2.85714285714286,2.75,3.71428571428571
"ENG3.4",2,40,3,4,3,3,2,3,4,4,3,4,3,4,3,4,3,3,2,4,3,3,3,4,3,4,3,4,3,9,2.6,3.85714285714286,3.125,3.42857142857143
"ENG3.4",NA,NA,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,4,2,3,3,9,3,2.71428571428571,2.625,2.28571428571429
"ENG3.4",1,16,2,4,2,4,2,2,5,5,2,2,4,4,3,3,4,4,3,3,4,5,4,2,4,2,4,4,4,9,2.4,2.57142857142857,4,4.14285714285714
"ENG3.4",2,10,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,9,4,3.85714285714286,3.875,4
"ENG3.4",1,39,1,4,4,2,2,2,4,4,1,4,4,2,2,4,5,4,3,2,4,5,1,2,2,3,4,4,4,9,1.8,3,4.25,2.71428571428571
"ENG3.4",1,22,2,4,4,5,2,3,5,4,2,1,5,5,2,2,5,4,2,4,5,4,5,4,4,2,4,5,5,9,2,2.85714285714286,4.625,4.57142857142857
"ENG3.4",1,47,2,2,4,4,2,2,5,5,2,2,4,4,2,3,4,4,2,1,3,3,4,2,4,3,3,4,4,9,2,2.14285714285714,3.75,4.14285714285714
"ENG3.4",2,11,1,2,2,4,1,4,4,5,1,2,4,5,1,2,2,5,1,4,2,2,5,1,5,2,2,5,4,9,1,2.42857142857143,2.75,4.85714285714286
"ENG3.4",1,26,1,3,4,2,2,2,4,4,1,3,4,3,2,3,5,3,3,2,4,4,2,3,3,2,3,4,4,9,1.8,2.57142857142857,4,3
"ENG3.4",1,23,5,5,5,5,3,3,5,5,5,5,5,5,3,3,5,5,5,5,3,5,5,3,5,5,5,5,3,9,4.2,4.14285714285714,4.5,5
"ENG3.4",1,19,1,2,4,1,3,3,3,2,1,2,4,2,4,5,4,2,3,5,3,5,1,2,2,4,5,2,4,9,2.4,3.28571428571429,4,1.71428571428571
"ENG3.4",1,25,5,4,5,5,5,4,5,5,1,3,5,3,5,4,4,5,3,5,5,5,5,1,5,3,5,5,5,9,3.8,3.42857142857143,4.875,4.71428571428571
"ENG3.4",1,28,3,3,3,4,2,3,4,4,3,2,3,3,2,3,4,4,3,3,3,4,4,4,4,4,2,2,4,9,2.6,3.14285714285714,3.375,3.57142857142857
"ENG3.4",2,53,2,5,3,4,2,4,3,5,3,3,2,5,1,4,5,5,4,3,3,1,3,4,3,5,2,5,4,9,2.4,4,2.875,4.28571428571429
"ENG3.4",2,28,4,4,3,2,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,2,3,2,3,3,4,3,9,4,3.57142857142857,3.375,2.71428571428571
"ENG3.4",2,11,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,3.85714285714286,4,4.14285714285714
"ENG3.4",2,9,3,3,4,2,3,2,4,2,3,2,4,2,3,4,4,3,3,4,3,4,2,4,2,4,3,4,4,9,3,3.28571428571429,3.75,2.42857142857143
"ENG3.4",1,5,2,3,3,3,2,2,4,4,2,2,5,3,2,2,4,3,4,3,4,4,3,2,3,3,4,4,4,9,2.4,2.42857142857143,4,3.28571428571429
"ENG3.4",2,40,3,4,5,1,3,1,5,3,3,2,5,1,2,2,5,3,5,4,4,5,3,4,3,3,2,3,5,9,3.2,2.85714285714286,4.5,2.42857142857143
"ENG3.4",2,17,3,4,4,3,3,2,4,3,3,2,3,2,2,4,4,4,3,3,3,3,3,3,4,3,3,2,3,9,2.8,3,3.375,3
"ENG3.4",1,41,1,2,2,4,1,3,4,5,2,2,2,5,2,3,5,5,1,2,3,2,4,2,4,3,2,4,5,9,1.4,2.42857142857143,3.125,4.42857142857143
"ENG3.4",2,36,1,3,4,5,1,1,5,5,1,2,5,5,5,3,5,4,1,3,5,3,5,1,4,1,4,3,5,9,1.8,2,4.5,4.42857142857143
"ENG3.4",1,21,2,4,4,3,2,2,5,4,2,2,5,2,2,2,5,4,4,4,4,5,2,3,3,3,5,2,5,9,2.4,2.85714285714286,4.75,2.85714285714286
"ENG3.4",2,26,3,3,3,3,4,2,4,2,3,3,4,2,5,3,4,2,3,2,4,4,2,3,2,3,4,2,4,9,3.6,2.71428571428571,3.875,2.14285714285714
"ENG3.4",1,27,2,2,2,5,2,2,3,5,3,2,2,5,2,4,2,4,2,3,2,2,4,4,2,3,2,4,2,9,2.2,2.85714285714286,2.125,4.14285714285714
"ENG3.4",1,14,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,2,4,4,4,4,2,4,4,4,2,4,3,9,3.4,4,3.625,3.28571428571429
"ENG3.4",2,10,4,4,3,4,2,4,4,4,4,2,2,4,2,4,2,2,4,2,3,4,4,4,3,4,4,4,2,9,3.2,3.42857142857143,3,3.57142857142857
"ENG3.4",1,10,3,3,3,3,3,3,3,3,4,3,4,2,2,3,3,4,3,4,3,4,3,3,3,4,4,3,3,9,3,3.28571428571429,3.375,3
"ENG3.4",2,17,5,4,1,5,5,1,1,5,5,1,3,5,3,2,3,5,5,4,1,1,5,3,4,2,1,5,2,9,4.6,2.42857142857143,1.625,4.85714285714286
"ENG3.4",1,18,2,3,3,4,2,2,3,4,3,1,3,4,1,1,4,3,3,3,3,3,5,1,3,1,4,4,3,9,2.2,1.71428571428571,3.25,3.85714285714286
"ENG3.4",1,19,2,4,4,4,4,2,3,4,2,3,3,4,4,3,5,4,4,4,4,3,3,4,3,4,2,3,4,9,3.2,3.42857142857143,3.5,3.57142857142857
"ENG3.4",1,41,2,3,4,4,2,2,4,4,1,3,3,3,2,2,4,3,3,3,2,3,4,2,3,2,2,3,4,9,2,2.42857142857143,3.25,3.42857142857143
"ENG3.4",1,9,1,2,4,4,1,1,5,4,1,1,4,3,4,2,5,5,2,4,4,4,5,3,2,2,2,2,4,9,1.8,2.14285714285714,4,3.57142857142857
"ENG3.4",1,22,1,2,4,4,2,4,4,5,1,2,4,4,1,4,4,5,2,2,5,4,4,4,4,4,2,4,4,9,1.4,3.14285714285714,3.875,4.28571428571429
"ENG3.4",1,11,1,1,2,5,1,4,2,5,2,1,2,5,2,2,4,5,2,4,2,2,4,4,5,2,1,5,2,9,1.6,2.57142857142857,2.125,4.85714285714286
"ENG3.4",1,19,2,2,4,3,2,3,3,4,3,2,4,3,2,4,2,4,2,3,4,3,4,1,3,2,3,3,3,9,2.2,2.42857142857143,3.25,3.42857142857143
"ENG3.4",2,21,1,2,4,3,2,2,3,5,1,2,3,2,2,2,4,4,2,3,2,4,3,1,2,2,3,2,4,9,1.6,2,3.375,3
"ENG3.4",2,25,2,4,2,4,2,2,4,5,2,2,4,4,2,3,4,5,2,2,2,2,4,2,4,2,2,2,4,9,2,2.42857142857143,3,4
"ENG3.4",2,13,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,9,3.6,3.85714285714286,3.625,3.71428571428571
"ENG3.4",2,19,4,4,4,4,4,2,5,5,5,2,2,4,4,3,4,5,4,4,4,4,5,2,4,3,3,2,4,9,4.2,2.85714285714286,3.75,4.14285714285714
"ENG3.4",1,11,3,4,3,2,3,4,5,4,3,4,2,4,3,4,4,4,3,5,2,3,2,4,3,4,5,4,4,9,3,4.14285714285714,3.5,3.28571428571429
"ENG3.4",1,16,5,4,4,4,4,4,4,4,5,5,4,4,4,4,2,5,4,5,4,4,4,4,4,4,4,4,4,9,4.4,4.28571428571429,3.75,4.14285714285714
"ENG3.4",1,30,2,2,3,5,1,4,3,5,3,2,2,5,1,4,2,5,2,5,2,2,5,4,4,2,4,4,2,9,1.8,3.28571428571429,2.5,4.71428571428571
"ENG3.4",1,11,2,3,4,4,3,2,4,4,2,2,3,4,4,3,4,4,2,3,4,2,5,4,4,4,3,4,4,9,2.6,3,3.5,4.14285714285714
"ENG3.4",1,16,1,4,4,5,1,3,3,5,1,3,2,5,1,4,2,5,3,4,2,3,5,4,5,4,3,5,2,9,1.4,3.71428571428571,2.625,5
"ENG3.4",2,28,4,3,2,5,1,1,4,4,5,2,4,5,4,3,5,5,3,3,4,3,5,3,4,1,3,4,5,9,3.4,2.28571428571429,3.75,4.57142857142857
"ENG3.4",1,43,1,5,5,4,2,2,5,4,1,2,4,4,2,2,4,4,4,2,2,2,4,2,2,1,4,2,5,9,2,2.28571428571429,3.875,3.42857142857143
"ENG3.4",1,16,5,3,5,5,3,1,5,5,5,1,5,5,5,3,5,5,3,5,5,4,5,1,5,3,4,5,5,9,4.2,2.42857142857143,4.75,5
"ENG3.4",2,33,2,2,1,4,1,3,5,5,1,2,3,5,1,2,3,5,1,4,3,1,4,2,5,2,1,5,2,9,1.2,2.42857142857143,2.375,4.71428571428571
"ENG3.4",1,11,3,3,4,3,2,2,4,4,3,2,3,4,2,3,4,3,2,3,3,3,4,4,4,4,3,4,4,9,2.4,3,3.5,3.71428571428571
"ENG3.4",1,15,1,2,1,5,1,4,5,5,1,1,5,4,1,2,5,5,1,1,5,1,5,2,4,3,1,4,5,9,1,2.14285714285714,3.5,4.57142857142857
"ENG3.4",1,14,1,3,4,5,1,2,4,5,1,4,4,5,1,4,4,5,5,2,3,4,5,2,5,4,4,5,5,9,1.8,3,4,5
"ENG3.4",2,17,4,2,2,4,5,1,4,5,5,2,4,4,1,4,3,5,2,1,2,1,3,4,5,4,1,4,4,9,3.4,2.57142857142857,2.625,4.28571428571429
"ENG3.4",2,27,4,4,4,2,4,2,4,4,4,4,4,3,4,4,4,2,4,4,5,4,2,4,1,4,4,1,4,9,4,3.71428571428571,4.125,2.14285714285714
"ENG3.4",2,10,1,1,2,4,2,2,5,4,2,2,2,5,2,3,3,4,2,2,2,3,4,2,2,2,3,4,3,9,1.8,2,2.875,3.85714285714286
"ENG3.4",1,20,1,3,4,5,2,1,4,4,1,3,4,4,3,4,4,3,3,2,4,4,5,2,3,5,4,2,4,9,2,2.85714285714286,4,3.71428571428571
"ENG3.4",1,40,1,4,4,2,2,1,4,4,2,4,3,3,3,4,4,4,4,3,3,4,3,3,4,4,3,4,5,9,2.4,3.28571428571429,3.75,3.42857142857143
"ENG3.4",1,18,3,4,4,3,2,4,4,4,2,3,2,4,2,4,3,4,3,4,2,3,3,4,4,3,3,3,3,9,2.4,3.71428571428571,3,3.57142857142857
"ENG3.4",1,16,2,4,2,4,4,2,3,4,4,2,4,4,2,4,2,4,4,4,2,3,4,4,4,2,2,4,4,9,3.2,3.14285714285714,2.75,4
"ENG3.4",1,6,1,3,4,2,2,2,4,4,2,2,2,4,2,2,4,4,2,3,2,4,2,5,4,3,4,4,4,9,1.8,2.85714285714286,3.5,3.42857142857143
"ENG3.4",2,11,3,4,5,5,3,4,4,3,3,5,4,4,4,4,3,5,3,4,5,4,3,5,4,5,3,4,3,9,3.2,4.42857142857143,3.875,4
"ENG3.4",2,24,1,3,1,5,1,4,1,5,1,3,1,5,1,4,1,4,1,4,2,1,5,2,5,3,1,5,1,9,1,3.28571428571429,1.125,4.85714285714286
"ENG3.4",2,7,2,4,4,4,2,4,4,4,2,4,2,4,4,4,4,5,2,4,4,2,5,4,4,4,2,4,4,9,2.4,4,3.25,4.28571428571429
"ENG3.4",2,33,3,3,3,5,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,9,3,3.28571428571429,3.25,3.57142857142857
"ENG3.4",2,43,5,4,2,2,4,5,4,4,5,4,2,4,2,4,4,5,5,4,2,2,2,5,4,4,2,4,2,9,4.2,4.28571428571429,2.5,3.57142857142857
"ENG3.4",1,36,2,3,4,4,2,2,4,4,3,2,4,4,2,2,4,4,4,3,3,3,4,2,4,2,3,4,4,9,2.6,2.28571428571429,3.625,4
"ENG3.4",2,29,3,2,4,4,2,2,4,4,4,2,2,4,3,4,2,4,3,3,2,3,4,2,4,2,2,3,4,9,3,2.42857142857143,2.875,3.85714285714286
"ENG3.4",2,16,2,4,3,4,2,3,4,4,3,3,2,4,2,4,4,4,2,2,2,2,4,4,4,4,2,4,4,9,2.2,3.42857142857143,2.875,4
"ENG3.4",1,17,3,4,4,3,2,4,3,4,3,3,4,2,3,4,3,3,3,3,3,4,2,2,3,2,3,2,2,9,2.8,3.14285714285714,3.25,2.71428571428571
"ENG3.4",1,25,3,4,4,3,3,4,4,4,3,4,3,4,2,4,4,3,4,4,4,4,3,4,3,4,3,4,3,9,3,4,3.625,3.42857142857143
"ENG3.4",2,36,4,3,4,4,4,2,3,4,4,2,4,2,4,2,4,4,3,2,3,3,2,2,2,2,2,3,2,9,3.8,2.14285714285714,3.125,3
"ENG3.4",1,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3.14285714285714
"ENG3.4",1,17,3,3,1,2,3,5,1,3,2,4,1,3,3,5,2,2,1,4,1,1,2,4,2,5,1,1,1,9,2.4,4.28571428571429,1.125,2.14285714285714
"ENG3.4",1,17,2,4,4,4,2,2,4,5,4,2,4,5,4,4,5,5,3,5,5,4,4,4,5,4,3,4,4,9,3,3.57142857142857,4.125,4.57142857142857
"ENG3.4",1,8,2,4,2,4,2,2,4,4,2,3,2,4,2,2,4,4,2,4,2,3,2,3,4,4,2,4,5,9,2,3.14285714285714,3,3.71428571428571
"ENG3.4",2,39,1,3,4,3,1,1,4,4,2,3,4,3,2,3,3,4,3,3,3,4,2,2,3,3,4,1,5,9,1.8,2.57142857142857,3.875,2.85714285714286
"ENG3.4",1,35,1,2,3,4,2,2,4,4,2,2,3,4,2,2,4,4,2,2,3,4,4,2,4,2,4,3,4,9,1.8,2,3.625,3.85714285714286
"ENG3.4",1,15,4,4,4,4,2,4,4,5,3,5,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,5,5,9,3.4,4.14285714285714,4.125,4.14285714285714
"ENG3.4",2,26,1,1,4,3,2,4,4,4,2,1,1,5,2,4,4,2,2,4,2,4,4,4,2,5,5,2,4,9,1.8,3.28571428571429,3.5,3.14285714285714
"ENG3.4",2,13,3,3,3,5,1,2,4,5,3,3,2,5,2,4,2,5,2,3,1,2,5,5,5,4,3,4,3,9,2.2,3.42857142857143,2.5,4.85714285714286
"ENG3.4",2,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,9,3,3,3,3.28571428571429
"ENG3.4",2,15,2,5,4,4,4,4,4,5,2,4,4,5,2,4,5,5,4,2,4,4,2,5,4,4,2,5,4,9,2.8,4,3.875,4.28571428571429
"ENG3.4",1,9,2,3,2,3,2,2,3,4,2,2,2,4,2,4,3,3,2,3,2,2,3,2,3,2,2,4,3,9,2,2.57142857142857,2.375,3.42857142857143
"ENG3.4",2,36,3,4,5,5,3,3,5,5,1,2,5,3,3,3,5,5,3,2,3,2,5,4,5,4,3,5,5,9,2.6,3.14285714285714,4.125,4.71428571428571
"ENG3.4",2,18,3,5,1,5,3,3,1,5,3,4,2,4,5,4,2,5,1,5,2,1,4,4,4,4,1,3,2,9,3,4.14285714285714,1.5,4.28571428571429
"ENG3.4",1,33,2,4,4,4,2,2,4,4,2,3,4,2,2,4,3,4,3,4,3,5,4,3,4,3,4,4,3,9,2.2,3.28571428571429,3.75,3.71428571428571
"ENG3.4",1,20,2,3,5,4,2,2,4,5,2,3,4,5,3,4,5,4,2,3,5,5,5,3,4,4,4,4,4,9,2.2,3.14285714285714,4.5,4.42857142857143
"ENG3.4",1,8,4,3,2,3,3,3,3,3,3,5,3,3,4,3,3,5,3,4,2,2,4,3,4,4,4,3,3,9,3.4,3.57142857142857,2.75,3.57142857142857
"ENG3.4",1,15,5,3,3,5,5,3,5,5,1,1,4,4,5,2,4,5,1,2,5,5,5,4,5,4,4,5,5,9,3.4,2.71428571428571,4.375,4.85714285714286
"ENG3.4",2,20,2,2,3,4,2,2,4,5,2,2,2,4,2,3,4,5,2,2,2,2,4,3,4,3,2,4,4,9,2,2.42857142857143,2.875,4.28571428571429
"ENG3.4",1,16,1,5,4,4,2,1,4,5,1,2,4,2,2,4,5,5,2,5,4,4,4,4,4,4,4,5,5,9,1.6,3.57142857142857,4.25,4.14285714285714
"ENG3.4",1,15,3,3,3,4,3,2,4,5,3,2,3,4,3,4,4,4,2,4,3,3,3,2,4,3,2,5,4,9,2.8,2.85714285714286,3.25,4.14285714285714
"ENG3.4",1,10,4,4,3,3,2,4,4,4,3,2,2,4,3,2,3,3,5,4,2,4,4,3,3,4,2,4,4,9,3.4,3.28571428571429,3,3.57142857142857
"ENG3.4",1,5,2,2,2,2,2,4,4,2,2,2,2,3,3,4,3,2,2,4,2,4,2,4,2,4,4,2,4,9,2.2,3.42857142857143,3.125,2.14285714285714
"ENG3.4",1,11,2,4,4,4,3,4,4,4,2,3,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,9,2.2,3.85714285714286,3.875,4
"ENG3.4",1,7,3,4,4,2,3,4,4,3,2,4,4,2,4,4,3,2,3,4,3,3,2,3,2,4,3,2,3,9,3,3.85714285714286,3.375,2.14285714285714
