"dataset","session","gender","age","edu","faEdu","moEdu","faOccu","moOccu","native","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","check","SD22","FW23","SD24","UP25","FW26","UP27","resession","regender","reage","reedu","reFD1","reSD2","reUP3","reFW4","reFD5","reSD6","reUP7","reFW8","reFD9","reSD10","reUP11","reFW12","reFD13","reSD14","reUP15","reFW16","reFD17","reSD18","reUP19","reUP20","reFW21","recheck","reSD22","reFW23","reSD24","reUP25","reFW26","reUP27","DU28","DU29","DU30","DU31","DU32"
2,1,1,28,5,4,3,1,1,2,1,2,2,2,2,2,4,4,2,2,4,2,2,3,4,3,3,3,2,2,2,3,3,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,21,5,5,5,5,5,2,1,3,2,3,3,2,5,3,2,2,2,4,2,2,4,4,4,4,2,4,2,3,2,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,24,6,2,3,1,1,2,2,2,3,4,2,1,5,5,2,2,3,3,2,3,3,4,4,4,2,3,4,3,4,3,4,2,3,4,2,1,24,6,3,4,4,2,3,3,4,4,3,3,2,3,2,3,2,4,4,4,4,4,4,NA,4,3,3,3,4,2,4,4,5,4,3
2,1,2,24,5,4,4,NA,3,2,2,4,3,2,1,1,4,3,2,2,4,2,2,2,4,3,3,2,2,3,2,3,2,4,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,35,6,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,3,2,3,3,5,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,24,4,3,2,2,2,2,2,3,4,4,2,3,3,4,2,4,2,2,2,4,2,4,3,2,3,4,2,3,2,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,27,NA,6,3,1,1,2,1,4,2,4,1,5,2,4,1,2,4,4,1,4,2,4,2,4,2,3,5,3,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,23,NA,2,2,3,3,2,2,2,2,2,3,1,3,4,3,2,2,2,2,2,3,1,4,2,3,2,1,3,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,25,NA,5,4,5,5,2,4,4,3,2,3,2,2,4,4,4,4,2,3,4,3,4,4,4,2,4,2,3,4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,34,NA,2,1,2,1,2,2,4,3,2,3,2,3,4,2,4,4,3,2,4,2,4,3,4,2,4,4,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,16,NA,5,4,2,2,2,2,2,3,2,1,3,5,3,2,3,4,4,1,4,4,4,3,4,4,2,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,33,5,5,3,4,4,2,4,4,2,2,1,3,4,4,4,2,2,4,1,4,2,4,3,3,3,3,4,3,3,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,38,NA,4,2,4,1,2,3,3,4,4,2,2,5,3,2,4,4,2,2,4,3,4,3,4,3,4,3,2,4,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,22,5,2,3,2,3,2,1,2,2,4,1,2,3,4,3,3,2,5,1,3,3,4,4,4,3,2,3,3,4,4,4,3,4,2,2,2,21,5,2,4,2,2,1,2,4,4,1,2,2,2,2,3,4,4,2,5,2,2,2,NA,4,2,4,2,2,3,5,4,2,4,4
2,1,2,26,5,3,4,2,2,2,2,3,4,2,2,2,4,4,3,3,4,3,2,3,4,5,3,4,2,2,4,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,33,NA,5,5,4,4,2,4,2,2,2,2,1,2,4,4,4,4,2,2,2,2,4,4,2,2,4,2,3,4,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,23,NA,3,3,2,2,2,5,4,3,2,2,2,3,3,3,2,3,3,2,3,4,3,4,3,3,3,2,3,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,20,5,6,5,5,5,2,3,4,2,2,1,3,2,3,3,3,2,5,1,4,3,2,3,5,3,4,2,3,4,2,4,1,4,4,2,1,20,5,2,3,4,2,2,3,3,2,3,2,3,4,2,2,3,1,4,4,2,4,3,NA,5,4,4,4,4,3,5,5,4,5,4
2,1,1,29,5,4,3,2,2,2,3,4,3,2,2,2,4,4,3,2,4,3,3,3,4,3,3,4,2,4,3,3,3,4,4,3,4,2,2,1,29,5,2,4,4,2,2,4,3,4,3,2,2,4,2,2,3,4,4,3,4,4,2,NA,4,2,2,2,2,2,4,3,4,4,3
2,1,1,37,5,2,1,1,NA,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,45,5,3,1,2,2,2,2,3,1,3,2,2,3,4,4,2,4,4,4,4,2,4,4,4,4,4,2,3,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,24,NA,5,5,4,3,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,4,4,4,4,4,2,3,2,3,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,16,3,5,5,5,4,2,2,2,2,2,1,1,5,3,1,2,5,5,4,3,1,4,2,4,2,4,3,3,5,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,36,6,3,4,4,4,2,1,3,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,4,2,4,4,3,3,4,3,2,4,2,2,1,37,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,4,4,NA,2,2,2,4,2,2,4,5,2,4,4
2,1,1,18,NA,6,4,5,4,2,3,2,4,3,2,5,2,4,3,2,4,4,2,2,4,4,4,4,4,4,4,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,41,6,3,2,2,1,2,1,2,4,2,1,4,2,4,2,4,4,4,2,4,2,5,4,4,2,3,2,3,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,45,NA,5,3,4,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,4,2,4,2,2,3,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,30,NA,3,1,1,1,2,2,4,2,3,2,2,3,4,2,3,2,2,2,4,3,4,3,4,2,3,2,3,4,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,25,6,4,4,1,1,2,2,3,2,2,2,3,3,4,2,3,2,2,1,4,2,4,4,4,2,4,3,3,4,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,26,5,5,5,1,5,2,2,3,2,3,2,3,2,4,2,2,2,4,2,4,4,5,2,3,2,4,2,3,3,5,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,27,5,3,3,3,3,2,3,4,3,3,2,2,2,2,3,4,4,2,2,2,4,3,5,3,4,4,3,3,4,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,26,6,5,4,4,4,2,2,3,4,3,1,3,3,5,2,1,4,4,1,3,3,5,3,4,4,3,5,3,4,5,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,16,3,4,3,2,2,2,2,3,4,2,2,3,2,2,2,3,2,3,2,3,2,3,4,4,3,3,2,3,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,24,5,3,3,1,1,2,2,3,1,4,2,2,4,4,2,4,4,2,2,2,4,4,4,4,2,4,3,3,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,23,5,4,4,5,5,2,1,3,2,NA,1,4,2,2,2,2,2,3,1,3,2,3,3,4,2,3,4,3,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,23,7,5,5,5,5,2,1,1,1,5,1,3,5,4,1,2,1,5,1,4,5,5,2,4,4,4,4,3,4,5,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,34,NA,3,3,2,2,2,1,5,4,3,2,4,4,4,3,5,4,3,2,4,2,5,4,5,2,2,4,3,4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,28,NA,3,3,1,1,2,2,2,1,2,2,2,1,4,1,2,4,2,2,4,4,4,2,4,2,2,4,3,3,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,48,NA,4,2,1,1,2,3,4,4,2,3,3,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,27,NA,3,3,3,3,2,4,2,2,2,2,2,4,3,3,3,3,3,2,3,4,3,4,2,2,3,2,3,3,4,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,19,NA,3,1,2,1,2,2,2,4,3,2,2,3,3,2,3,4,4,2,1,4,2,4,4,2,2,3,3,1,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,27,NA,3,3,1,1,2,2,2,2,2,2,2,4,2,2,3,4,2,2,2,4,2,2,2,2,4,2,2,3,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,21,NA,3,4,3,3,2,1,1,2,2,1,3,4,4,2,2,3,4,1,2,2,5,3,4,2,3,3,3,3,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,27,NA,5,5,4,4,2,3,2,1,2,1,2,4,2,3,2,3,2,1,3,3,2,4,3,3,3,2,3,2,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,26,NA,4,3,3,2,2,2,2,2,4,1,4,3,3,2,2,2,5,2,4,5,4,3,4,3,4,4,3,4,4,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,35,NA,3,2,1,1,2,3,3,3,2,2,3,2,4,2,2,2,4,2,3,2,4,3,2,2,3,2,3,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,36,NA,3,2,1,1,2,2,3,2,2,2,2,2,4,2,2,2,4,2,2,2,4,3,2,2,2,2,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,18,NA,4,2,3,2,2,1,1,2,2,3,3,5,2,1,1,5,1,4,4,4,2,1,4,2,4,3,3,2,4,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,19,NA,5,4,2,2,2,3,4,2,4,1,2,2,2,3,3,2,4,2,4,2,2,4,5,2,4,4,3,4,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,19,NA,4,4,2,2,2,3,4,1,3,2,1,2,2,3,4,2,4,2,4,2,1,5,5,2,4,4,3,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,25,NA,3,2,1,1,2,3,4,2,3,2,3,3,4,2,3,3,4,1,4,3,3,2,4,2,2,4,3,1,4,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,21,NA,5,2,5,1,2,1,3,4,4,1,4,4,4,2,2,4,4,2,3,4,5,3,5,4,4,4,3,3,4,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,21,NA,4,4,1,1,2,1,1,2,2,1,2,2,1,1,2,3,3,1,4,2,2,4,3,2,4,3,3,4,4,5,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,27,NA,4,2,2,2,2,2,2,2,4,2,4,2,4,2,2,2,4,2,4,2,4,2,4,2,2,4,3,4,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,20,NA,3,2,2,2,2,2,3,3,4,2,4,1,4,2,2,2,5,1,4,2,4,4,4,2,4,4,3,4,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,27,NA,4,2,2,2,2,2,2,2,4,2,4,4,4,2,2,2,4,2,4,2,4,2,4,2,2,4,3,4,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,20,NA,4,3,2,1,2,3,4,4,2,2,2,3,4,2,2,4,4,2,2,2,3,3,2,3,4,2,3,3,3,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,21,NA,3,3,3,1,2,1,3,4,2,1,2,4,4,1,1,5,4,1,3,4,2,4,3,4,4,2,3,4,5,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,20,NA,5,5,5,4,2,1,2,2,2,3,2,2,2,2,2,4,3,2,2,4,2,4,3,4,3,2,3,3,3,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,23,NA,3,2,1,1,2,3,4,2,4,2,3,2,4,2,4,4,4,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,17,NA,5,5,5,5,2,2,3,4,2,1,4,4,3,2,4,4,2,2,4,4,3,2,4,2,4,3,3,2,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,28,NA,5,3,2,2,2,1,2,2,4,2,3,4,4,2,2,2,5,1,3,3,4,4,4,2,4,3,3,3,5,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,21,NA,4,3,1,1,2,2,4,2,1,2,1,4,5,1,1,2,5,2,2,4,5,4,4,2,3,4,4,4,5,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,22,NA,4,3,2,1,2,3,4,5,2,2,4,4,3,2,2,2,2,2,5,4,2,4,3,2,3,1,1,1,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,24,NA,4,3,2,2,2,2,2,1,3,2,3,3,4,2,2,2,4,2,3,2,3,3,4,2,3,3,1,3,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,38,NA,2,2,1,1,2,3,2,2,3,2,2,4,3,3,3,3,4,2,3,3,4,3,4,3,3,3,3,4,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,18,NA,3,2,2,2,2,2,2,3,1,1,3,2,4,3,2,2,1,1,1,1,2,3,4,1,2,1,3,2,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,25,NA,4,4,1,1,2,1,1,4,2,1,3,3,4,1,1,4,5,1,3,3,2,2,3,3,1,3,5,3,4,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,34,NA,3,4,2,2,2,3,4,3,2,3,2,5,4,3,4,4,2,4,3,4,4,4,5,4,4,3,3,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,27,NA,2,2,1,1,2,2,2,3,4,5,2,3,3,3,3,3,2,2,4,4,3,2,4,3,1,2,3,2,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,28,NA,4,4,3,3,2,3,3,3,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,20,NA,4,4,2,1,2,1,3,2,2,2,2,4,2,2,3,4,2,2,2,4,2,4,4,3,4,2,3,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,18,NA,6,5,5,4,2,2,2,3,3,2,2,4,3,2,2,3,3,2,3,3,3,3,4,3,2,3,3,4,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
