id,age,gender,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,DQS_A_4,FAD_W_1,FAD_W_2,FAD_W_3,FAD_W_4,FAD_W_5,FAD_W_6,FAD_W_7,FAD_W_8,FAD_W_9,FAD_W_10,FAD_W_11,FAD_W_12,FAD_W_13,FAD_W_14,FAD_W_15,FAD_W_16,FAD_W_17,FAD_W_18,FAD_W_19,FAD_W_20,FAD_W_21,FAD_W_22,FAD_W_23,FAD_W_24,FAD_W_25,FAD_W_26,FAD_W_27,DQS_B_2,LOC_1,LOC_2,LOC_3,LOC_4,LOC_5,LOC_6,LOC_7,Rosenberg_1,Rosenberg_2,Rosenberg_3,Rosenberg_4,Rosenberg_5,Rosenberg_6,Rosenberg_7,Rosenberg_8,Rosenberg_9,Rosenberg_10,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,DQS_C_3,GBJW_1,GBJW_2,GBJW_3,GBJW_4,GBJW_5,GBJW_6,GBJW_7,sample_id
589,31,2,2,2,4,2,2,2,5,4,2,2,5,1,2,4,4,5,3,1,5,5,3,4,3,4,2,1,5,4,2,2,5,1,3,2,5,4,1,4,4,1,1,4,5,5,4,1,5,5,2,4,4,5,5,1,5,2,3,5,2,5,2,2,4,1,4,1,3,4,4,2,4,4,2,4,5,4,2,5,5,1,1,5,4,3,2,5,3,5,5,1,2,5,1,1,2
590,28,2,2,4,4,4,2,3,4,3,2,2,4,4,2,3,4,4,4,4,4,4,4,2,4,3,4,3,4,4,2,4,3,2,2,2,4,3,3,3,4,4,4,3,4,4,4,2,4,4,4,2,3,4,3,2,4,2,5,5,4,4,5,5,5,2,4,3,3,3,3,3,3,3,2,3,3,3,3,4,4,2,3,2,4,4,2,2,3,3,4,4,2,4,2,2,2
591,46,2,1,3,3,3,3,1,4,3,3,3,4,2,4,3,4,5,5,2,2,3,3,3,4,3,3,2,4,4,3,3,4,1,3,1,4,3,3,3,3,2,5,4,3,5,4,3,3,4,2,2,4,3,3,3,4,2,6,6,5,7,4,3,5,2,3,3,3,3,3,3,3,3,3,2,4,3,2,3,2,3,3,2,5,3,2,3,3,4,3,3,4,4,4,5,1
592,48,1,1,2,2,4,2,3,5,4,1,1,5,3,2,2,2,4,4,2,4,2,2,4,2,4,3,4,5,4,2,2,3,2,2,3,5,2,1,2,4,3,2,2,4,4,4,3,4,3,4,4,3,4,2,4,5,2,1,1,1,3,5,5,6,3,2,2,3,3,2,3,3,2,3,2,3,2,2,4,4,3,2,2,4,2,3,2,3,4,4,4,2,4,3,3,1
593,42,2,3,3,4,3,3,3,2,2,2,2,2,3,2,2,3,2,2,4,2,3,4,2,3,3,3,4,2,4,2,2,3,3,3,3,2,4,3,3,3,3,2,4,3,3,3,3,3,4,4,3,3,3,2,3,2,2,3,4,4,3,3,3,5,2,2,3,3,3,2,3,2,2,3,3,3,2,1,5,4,4,3,3,3,2,4,3,3,2,4,4,3,3,2,3,1
594,32,2,2,1,3,4,2,2,5,4,2,2,5,3,2,3,5,5,4,4,4,4,4,4,2,1,4,3,2,4,2,3,3,2,1,2,4,4,2,1,5,5,2,3,5,5,3,2,5,3,5,2,1,3,4,1,5,2,3,2,2,2,4,6,5,3,3,2,3,3,3,3,3,3,3,3,5,3,4,4,5,2,1,5,2,4,5,4,3,4,4,4,2,2,2,2,1
595,37,2,3,3,3,4,3,2,4,3,2,2,4,3,3,4,2,4,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,1,4,3,4,3,2,2,4,3,3,4,4,4,3,3,3,5,2,3,3,3,3,2,4,2,2,5,3,2,4,4,4,2,4,2,1,4,4,2,3,3,2,3,5,2,1,5,4,3,2,2,3,3,1,2,3,2,4,3,1,2,2,1,2
596,41,2,4,4,3,4,2,2,2,4,3,3,3,2,2,4,4,4,4,2,2,4,4,4,4,4,3,3,4,4,3,4,4,3,2,2,2,4,3,3,2,2,3,4,3,3,4,3,3,4,4,2,4,4,3,3,3,2,4,4,3,3,5,5,5,2,3,2,3,4,3,3,3,2,3,2,4,3,2,5,3,3,3,3,4,3,2,5,3,4,4,2,4,4,3,2,1
597,40,2,2,3,4,4,2,2,4,3,2,2,4,4,3,3,3,4,3,2,4,4,4,4,3,4,4,3,4,4,2,3,3,3,2,2,5,3,3,2,5,4,3,4,4,5,2,2,4,4,4,3,4,4,4,3,4,2,5,5,5,6,5,6,4,2,1,2,3,2,2,3,4,1,2,5,3,3,2,5,4,4,2,2,5,4,2,4,3,4,4,4,2,4,4,3,2
598,40,1,2,2,2,4,2,2,5,4,2,2,5,2,2,2,4,4,2,3,4,4,4,3,4,2,3,3,4,4,2,3,2,2,3,2,4,2,2,1,5,2,2,3,4,3,2,3,4,4,4,3,4,3,4,2,4,2,4,4,3,5,5,5,4,2,3,2,2,3,3,2,3,3,2,4,4,4,3,4,3,2,2,2,3,4,4,4,3,2,4,5,5,2,3,4,2
599,45,2,2,2,3,2,2,2,3,3,2,2,2,3,4,2,4,4,3,3,2,4,4,4,4,4,3,3,3,4,2,2,2,3,2,2,2,3,2,2,2,3,3,4,2,4,4,2,2,2,4,3,4,3,2,3,2,2,3,2,2,2,4,5,5,2,3,2,2,3,3,2,3,3,2,2,3,2,2,4,3,3,3,4,3,2,3,2,3,4,5,4,2,2,3,2,1
600,45,1,2,2,3,4,2,2,3,4,2,2,3,3,2,4,3,3,3,3,2,3,3,3,4,3,3,3,2,4,2,3,3,2,2,2,3,3,2,2,3,3,3,4,3,4,2,3,3,4,2,3,3,4,3,3,3,2,4,5,5,5,4,5,5,3,3,3,3,2,3,3,2,2,3,2,3,3,2,4,3,3,3,2,4,2,2,3,3,3,3,2,2,3,2,2,2
601,30,2,3,4,3,4,3,2,4,4,3,3,4,2,3,3,5,3,5,4,4,3,4,4,3,4,3,2,4,4,3,3,3,3,3,2,4,4,3,4,4,2,4,3,4,5,3,4,2,4,4,4,4,4,3,2,4,2,5,5,5,5,3,5,5,2,4,3,3,2,3,3,3,2,3,4,4,4,4,4,4,2,3,4,4,4,2,4,3,3,3,3,3,3,2,2,1
602,58,1,3,4,3,4,4,2,5,4,2,2,5,3,3,2,4,5,4,2,4,4,3,3,5,3,4,4,5,4,2,2,3,2,4,2,5,4,2,2,5,3,4,2,4,5,4,2,4,4,3,3,4,3,4,4,5,2,4,3,2,2,3,5,5,2,3,3,3,2,3,3,2,3,3,3,3,3,2,5,4,3,2,3,4,3,2,2,3,3,4,4,2,3,1,1,1
603,31,2,1,3,4,3,1,1,2,4,1,2,2,2,1,2,3,4,2,2,2,2,4,4,2,4,2,2,3,4,2,3,4,2,1,2,3,2,1,3,2,3,2,3,4,2,3,3,4,4,2,2,3,4,1,2,2,2,3,2,3,5,5,6,6,3,2,3,3,2,2,3,2,1,4,4,3,2,2,4,2,3,4,2,3,4,2,4,3,5,4,3,2,5,2,3,2
604,49,2,3,4,4,4,2,2,4,4,4,4,4,3,2,3,4,4,5,4,3,4,5,4,4,4,4,2,4,4,3,2,4,3,4,2,5,4,3,4,4,3,4,3,4,4,4,3,2,4,5,4,3,4,4,2,4,2,2,3,5,5,6,5,6,3,2,3,3,2,2,3,2,2,4,3,3,1,3,5,2,4,4,1,4,3,2,4,3,5,4,5,2,4,2,4,2
605,44,2,5,3,2,3,5,2,4,1,5,3,4,1,4,4,4,5,5,3,2,4,3,5,3,4,2,2,4,4,3,4,4,1,4,2,3,1,5,4,4,1,3,4,5,5,5,4,4,5,3,5,2,4,4,1,4,2,4,7,6,7,5,4,7,2,1,4,2,3,1,4,4,3,2,4,3,4,4,5,2,2,2,1,4,5,3,3,3,4,2,3,1,3,2,2,1
606,42,2,3,4,4,3,4,3,5,3,1,3,5,1,3,3,4,3,5,2,3,3,4,4,3,1,4,1,2,4,3,2,4,1,4,1,5,3,1,4,5,1,3,4,5,3,4,2,4,4,1,3,2,4,5,3,3,2,6,5,5,5,3,4,3,2,4,3,3,4,3,3,3,4,2,3,3,2,4,5,4,3,5,3,2,5,2,4,3,4,4,2,2,4,1,2,2
607,55,2,2,2,3,4,2,2,5,3,2,2,5,2,3,2,3,5,4,2,3,3,2,4,4,3,2,3,5,4,1,2,2,2,4,2,4,2,2,2,4,2,4,2,3,3,4,2,2,2,2,2,4,4,2,2,5,2,4,3,4,5,2,5,5,2,3,2,4,2,2,2,3,1,1,2,1,3,1,5,3,3,2,2,5,4,4,1,3,3,2,4,1,3,4,3,1
608,28,2,2,4,4,5,2,5,2,5,2,4,2,2,2,5,5,5,5,4,2,4,4,5,5,5,4,2,2,4,4,4,4,4,2,5,2,5,4,4,4,2,4,4,5,5,4,1,4,5,4,5,4,5,4,2,2,2,6,6,3,6,3,5,5,2,4,2,3,4,4,1,4,4,1,5,5,1,4,5,5,3,4,4,2,5,4,3,3,2,2,2,4,4,2,1,2
609,58,1,2,3,3,2,3,3,4,3,2,2,4,2,2,3,3,3,4,1,3,4,2,2,3,3,2,3,4,4,2,3,3,4,3,2,3,2,2,3,3,2,4,3,4,2,4,1,3,5,2,1,2,4,3,2,4,2,5,3,4,5,5,4,4,1,3,2,2,4,4,2,3,3,1,2,4,1,4,3,3,3,1,3,4,4,2,3,3,4,4,3,3,4,2,2,2
610,31,2,2,3,3,5,4,3,4,2,2,2,4,4,3,4,4,5,3,4,4,3,3,4,4,2,3,4,4,4,2,2,2,4,3,2,4,5,2,2,4,2,4,3,4,5,3,3,4,3,4,4,5,3,2,2,4,2,5,5,3,2,5,5,6,2,4,2,3,3,4,3,3,3,2,2,4,3,1,4,2,3,5,3,4,2,2,2,3,4,4,4,2,3,4,3,1
611,29,2,4,1,5,5,1,4,2,4,1,2,2,5,4,1,2,4,5,4,2,2,5,5,5,5,5,5,1,4,1,4,1,4,5,3,5,5,4,2,2,5,5,4,1,5,4,5,3,5,5,1,2,5,5,5,5,2,1,3,1,2,5,7,5,2,3,4,4,2,2,2,4,2,4,1,1,1,3,5,1,3,2,1,5,3,4,2,3,5,6,2,1,1,2,2,2
612,53,2,1,1,1,3,2,1,4,5,1,2,2,3,1,1,1,5,3,1,1,3,4,4,1,4,2,4,3,4,1,3,2,1,3,1,4,5,1,1,4,3,1,1,4,4,3,1,2,3,2,4,2,4,2,3,4,2,1,1,1,2,2,5,5,2,3,3,3,2,2,3,2,2,3,1,3,1,3,4,3,3,1,4,4,1,2,1,3,2,2,2,2,3,1,1,1
613,30,2,2,2,2,5,5,2,5,2,2,2,5,1,4,2,5,4,5,1,4,5,4,5,1,4,3,2,5,4,4,4,2,2,5,2,5,2,2,4,5,1,5,2,5,4,4,1,5,5,1,4,4,5,5,2,5,2,2,6,6,7,5,5,2,1,4,2,2,4,4,4,4,4,2,5,5,2,4,5,5,4,4,4,4,5,5,5,3,4,4,4,1,4,1,1,1
614,45,2,1,3,2,5,1,2,4,4,1,1,5,4,1,4,4,5,3,4,4,3,2,2,4,4,3,4,5,4,2,2,3,2,4,3,5,4,1,1,5,4,4,4,4,5,4,4,4,4,4,1,4,4,2,4,4,2,2,4,4,5,5,7,7,3,3,3,3,2,3,3,4,3,3,1,2,2,2,5,1,3,2,1,4,1,4,2,3,4,5,4,2,4,4,4,1
615,23,2,2,5,4,5,1,2,5,4,3,3,5,3,2,4,4,3,4,4,4,4,4,5,2,4,4,3,5,4,1,5,5,2,3,2,5,2,1,3,5,3,4,3,5,2,3,5,5,4,5,5,3,4,4,3,5,2,4,4,5,5,5,6,5,2,4,1,2,3,3,1,4,4,1,4,5,3,3,4,4,2,1,3,1,3,2,2,3,4,3,4,1,1,3,1,1
616,28,2,4,4,4,4,4,2,4,4,4,4,4,2,4,2,4,3,4,3,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,2,4,3,4,4,4,1,4,2,4,3,4,2,4,4,2,5,2,4,4,3,5,2,4,5,6,4,5,5,5,1,4,2,3,3,3,2,4,3,2,4,3,2,4,3,4,3,3,2,4,4,4,3,3,4,4,4,3,4,2,2,2
617,43,1,4,4,5,4,4,1,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,5,4,4,5,4,3,4,4,2,4,1,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,2,5,4,5,4,5,5,5,2,3,2,2,3,3,2,3,3,2,4,4,4,2,4,4,2,2,4,4,4,2,3,3,2,2,1,4,2,1,1,2
618,39,2,2,3,3,4,3,1,5,4,1,1,5,4,4,1,4,5,4,2,5,3,5,4,2,4,4,3,5,4,2,4,5,4,5,1,5,4,4,2,5,4,5,1,5,4,5,5,5,2,4,5,3,5,3,2,5,2,2,6,1,5,6,5,5,1,4,1,2,4,4,1,4,4,1,5,1,2,1,5,2,5,5,3,5,1,2,1,3,4,4,3,3,4,1,1,2
619,43,2,1,2,2,3,1,1,3,4,2,2,5,4,1,2,4,5,4,4,4,2,5,4,2,4,3,2,5,4,3,4,2,4,1,1,4,5,2,2,5,4,2,2,3,5,4,4,4,4,4,4,2,4,1,2,3,2,2,2,5,5,3,6,6,2,3,3,3,2,1,3,2,1,3,2,3,3,3,3,1,3,4,3,4,3,2,3,3,2,5,5,1,5,5,2,1
620,40,1,1,1,2,3,1,2,5,5,1,1,3,1,1,3,4,4,1,1,5,2,2,2,2,1,3,3,5,4,1,1,3,1,1,2,5,5,1,1,5,1,2,1,5,4,1,1,1,4,3,1,5,1,3,3,5,2,1,4,4,2,3,7,7,2,3,4,4,1,2,4,3,1,3,3,2,4,4,4,3,2,1,1,3,4,3,4,3,3,4,2,1,3,1,1,1
621,45,2,1,4,3,5,5,1,5,5,4,4,5,1,4,3,4,5,3,2,4,4,4,4,4,4,3,1,5,4,4,4,3,2,4,1,5,4,4,4,5,1,4,3,4,4,1,2,4,2,3,4,1,4,4,2,4,2,4,1,1,6,3,3,1,1,4,1,1,4,4,1,1,4,1,1,3,4,1,4,5,1,1,1,1,3,1,3,3,4,1,4,1,5,1,1,1
622,48,2,2,2,2,3,2,2,3,4,2,2,3,4,3,4,3,3,4,3,3,3,2,4,3,2,2,4,3,4,2,4,3,2,2,2,4,3,2,3,2,4,4,4,3,3,3,4,2,4,3,3,3,3,3,4,3,2,5,4,5,5,5,5,5,2,3,2,2,2,3,3,2,3,2,4,4,5,4,3,2,3,2,4,3,4,3,3,3,5,2,4,4,5,2,4,1
623,34,1,2,3,3,4,3,2,3,4,3,2,4,2,3,2,3,4,3,2,3,4,3,3,2,4,3,4,4,4,2,3,3,3,2,2,4,4,2,2,4,3,4,3,4,4,2,2,3,3,3,3,4,4,2,3,4,2,4,4,4,3,5,5,5,2,3,2,2,3,3,2,3,3,2,3,4,2,3,4,3,3,2,4,2,3,2,3,3,4,3,4,4,4,2,2,1
624,53,1,2,2,4,4,2,2,4,3,2,2,4,3,2,3,4,4,3,2,3,3,4,2,3,2,2,3,3,4,2,2,4,3,2,2,5,3,2,2,4,4,2,2,4,3,3,3,4,2,4,2,3,2,2,3,4,2,5,6,4,5,5,5,3,3,3,3,2,2,2,2,2,2,2,4,4,4,2,4,3,3,3,3,4,2,2,2,3,3,4,3,4,2,2,2,1
625,46,2,3,2,4,3,2,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,3,4,3,3,4,2,3,4,3,3,3,4,4,3,3,4,3,4,4,3,4,3,2,3,4,3,4,3,4,3,2,4,2,4,5,4,4,5,5,5,2,3,2,2,3,3,2,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,4,4,4,2,3,4,3,2
626,33,2,2,2,4,3,2,2,4,3,2,2,4,2,3,3,4,4,4,2,3,3,4,3,3,3,4,2,4,4,2,2,4,2,3,2,4,3,2,3,4,3,4,4,4,4,3,2,4,4,2,4,3,4,3,2,4,2,3,3,5,5,3,5,4,2,3,2,2,3,3,2,4,3,2,2,4,2,2,4,3,2,1,3,3,3,2,3,3,3,4,2,2,2,1,1,2
627,24,2,4,4,4,3,3,2,4,2,3,3,4,2,4,4,4,2,4,4,4,4,2,3,2,4,4,2,4,4,2,3,4,2,3,2,4,3,3,3,4,2,4,5,5,2,3,4,4,4,1,3,2,4,4,2,4,2,3,7,4,3,5,4,4,2,4,2,2,3,3,2,4,4,2,5,2,1,5,5,3,2,5,2,5,5,2,5,3,4,4,3,2,3,2,1,2
628,62,2,3,4,3,4,2,3,3,3,3,4,4,4,2,3,3,4,4,2,2,4,4,4,3,4,4,3,3,4,3,4,3,2,3,2,3,3,3,4,3,3,3,3,3,4,4,2,4,4,2,4,4,4,4,3,2,2,3,3,5,3,5,5,6,3,3,3,3,2,3,3,3,2,3,3,4,2,4,4,3,3,3,2,2,3,2,2,3,4,4,3,3,4,3,3,2
629,42,1,1,3,1,4,1,1,4,4,1,2,3,3,1,3,3,4,2,2,3,2,4,4,3,3,1,3,2,4,1,3,3,3,1,1,4,4,1,3,4,3,1,4,3,5,2,2,3,4,4,4,4,3,2,3,5,2,2,4,5,4,6,5,6,2,2,3,3,2,2,3,2,2,3,2,3,1,4,4,2,3,4,2,4,3,1,2,3,4,4,5,2,4,4,4,2
630,29,2,2,3,2,4,3,2,5,4,3,3,4,2,3,2,3,5,4,3,4,3,4,3,4,4,3,3,5,4,3,4,2,3,3,2,5,3,3,3,4,2,4,3,4,5,4,2,4,4,4,3,3,4,3,2,5,2,4,5,5,4,5,6,6,3,3,2,3,3,3,3,4,2,2,3,2,1,1,1,1,3,4,2,5,1,1,1,3,3,4,4,2,3,2,3,2
631,40,1,3,2,3,5,3,2,3,4,3,2,4,3,3,3,3,4,3,3,4,3,4,2,4,3,3,3,4,4,3,2,2,2,3,2,4,3,3,2,4,3,3,3,3,4,2,3,3,4,4,2,4,3,4,3,4,2,3,3,3,4,4,5,5,1,3,1,2,4,3,2,3,3,2,3,4,2,3,4,3,3,2,3,2,3,3,3,3,4,3,4,3,4,3,3,2
632,42,2,2,4,3,2,4,2,5,2,2,2,4,2,5,4,5,4,5,2,5,4,2,4,2,4,4,2,5,4,2,4,4,4,4,1,5,2,2,4,5,2,5,4,5,4,4,2,4,4,1,4,2,4,2,2,5,2,5,5,5,5,3,6,5,3,3,2,3,3,3,3,3,2,2,3,5,2,3,4,4,2,1,4,4,4,2,4,3,4,4,3,2,4,1,2,2
633,64,1,2,3,3,4,2,2,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,2,3,3,3,2,2,3,4,3,3,3,3,3,4,4,3,3,2,3,4,5,4,3,4,3,2,3,2,3,5,4,5,5,5,5,2,4,3,3,3,3,2,3,3,2,4,4,4,4,2,3,2,2,3,2,4,4,4,3,4,4,5,3,4,4,2,2
634,39,2,1,2,2,3,3,3,5,4,2,2,5,2,3,3,3,4,4,1,4,3,3,3,3,4,3,4,5,4,2,3,3,1,2,2,5,4,2,3,5,4,3,3,5,4,2,3,5,3,4,3,3,4,3,3,5,2,3,4,5,4,6,6,5,2,2,3,3,3,3,2,3,2,2,3,3,3,3,4,2,3,3,1,4,4,4,1,3,3,6,2,2,5,2,2,1
635,44,1,3,3,4,3,2,2,4,4,3,3,4,4,2,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,3,2,5,4,3,3,4,3,2,4,4,5,4,4,4,4,4,4,3,4,3,3,4,2,5,6,5,5,5,6,6,2,3,3,3,3,4,3,3,4,2,3,4,3,4,4,4,2,3,3,4,3,2,3,3,4,5,3,4,4,3,2,2
636,35,2,3,4,3,4,3,2,3,3,4,3,4,2,3,3,3,4,4,3,3,3,3,4,3,4,4,3,3,4,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,3,4,2,2,4,3,2,4,5,4,4,1,3,2,3,3,3,2,3,3,2,3,3,3,3,5,3,5,4,3,4,4,3,1,3,4,4,4,3,4,4,2,1
637,28,1,2,2,4,2,2,4,3,3,4,3,3,4,4,4,5,3,4,1,4,3,4,4,2,4,4,2,2,4,4,3,4,2,4,4,4,4,3,2,3,4,3,4,4,5,5,2,2,4,4,4,3,4,4,5,4,2,3,5,3,5,5,5,4,3,3,2,1,2,3,2,3,3,3,3,4,4,4,4,4,3,4,2,3,4,2,3,3,3,4,4,5,5,3,3,2
638,37,1,4,5,4,3,4,4,4,5,4,4,5,3,4,4,4,5,4,4,4,5,3,5,5,5,4,1,4,4,5,4,4,3,4,4,4,5,4,4,4,2,4,4,5,5,4,4,4,5,3,5,4,5,4,2,5,2,6,6,6,6,3,3,4,2,3,3,3,3,3,3,4,3,2,4,4,4,5,4,5,1,2,4,2,5,4,5,3,3,3,4,4,3,4,2,2
639,56,2,2,3,4,5,3,4,5,4,3,3,3,4,4,4,5,5,4,2,4,4,5,3,4,2,3,1,5,4,3,3,3,1,3,4,5,4,3,3,4,3,4,3,5,5,4,1,5,4,5,3,4,3,4,1,5,2,1,4,2,4,6,6,6,3,2,3,3,2,2,3,2,2,3,3,4,2,3,4,3,3,2,2,3,3,2,4,3,5,5,5,2,5,4,1,1
640,53,1,2,3,2,4,3,3,4,2,2,1,4,3,2,4,4,3,3,2,5,4,4,4,4,2,3,3,4,4,2,3,3,3,2,2,4,4,2,3,4,3,2,3,4,3,3,2,4,4,4,4,3,3,3,3,4,2,3,3,3,3,6,5,6,1,4,2,2,4,4,1,3,4,2,4,5,4,5,2,5,1,1,5,1,5,5,4,3,2,4,3,2,2,1,2,1
641,27,2,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,5,2,4,3,3,5,4,4,2,4,4,4,4,4,3,3,3,5,4,4,3,4,4,4,4,4,4,4,5,3,4,5,3,5,2,5,5,3,4,2,5,5,5,5,3,6,6,2,3,3,3,2,2,4,4,2,3,4,4,3,3,5,4,2,1,3,3,4,4,2,3,3,2,3,3,4,2,2,2
642,40,2,2,4,4,3,3,2,5,3,3,3,5,4,3,3,4,4,4,2,3,4,2,4,3,4,4,3,4,4,3,3,4,2,3,2,5,3,3,4,5,4,3,2,4,4,4,2,4,4,2,4,4,4,3,3,5,2,5,5,5,5,4,6,3,2,3,2,2,3,3,3,4,3,2,2,4,3,2,4,2,3,3,4,4,3,2,3,3,2,2,2,1,3,2,2,2
643,42,1,5,4,5,4,4,2,5,5,4,4,5,4,2,4,4,5,5,4,5,4,4,4,5,4,5,4,5,4,4,4,4,1,4,2,5,4,4,4,5,4,5,4,5,5,4,4,5,5,4,4,5,4,4,2,4,2,6,6,6,6,5,6,6,3,2,3,3,2,2,3,3,2,3,2,1,1,2,4,2,2,4,2,4,1,2,2,3,5,6,5,4,6,5,6,2
644,29,1,3,3,4,3,2,4,5,3,3,3,3,2,3,3,4,4,3,3,4,4,4,3,3,2,3,4,3,4,3,4,5,3,4,4,3,4,3,2,3,2,4,4,5,3,3,3,4,2,2,3,2,3,4,2,5,2,3,3,5,4,3,4,4,2,4,2,2,3,2,2,3,3,2,4,4,5,4,3,3,2,4,5,4,3,4,3,3,4,2,2,4,3,2,2,2
645,36,2,2,4,2,4,2,2,4,3,2,3,5,4,2,4,2,5,4,2,2,3,4,4,4,2,3,2,4,4,2,4,3,1,2,4,4,4,2,3,4,4,2,4,4,5,4,2,4,4,4,4,4,4,2,2,4,2,3,5,2,6,6,6,6,3,3,3,3,2,3,3,2,2,3,2,2,2,2,4,2,2,4,3,4,2,2,2,3,4,4,4,2,4,4,4,1
646,35,1,3,2,2,4,2,2,2,3,2,1,4,5,3,4,3,5,4,4,3,3,4,4,3,2,3,2,2,4,2,2,2,4,2,2,2,2,2,2,2,5,2,3,2,4,4,2,2,3,4,4,3,2,2,3,2,2,3,3,6,5,6,5,5,3,2,3,3,2,2,3,3,3,3,4,4,4,4,3,4,2,3,3,4,4,4,3,3,5,2,4,2,4,2,2,1
647,18,2,3,3,4,3,3,2,5,4,3,3,5,3,3,3,4,3,3,3,4,4,3,4,4,4,3,3,5,4,3,4,5,3,3,2,5,4,3,4,5,3,3,3,4,3,3,3,5,5,1,4,3,5,3,4,4,2,7,7,5,4,3,6,6,1,1,2,3,1,4,2,4,2,1,3,3,3,2,4,3,2,4,1,5,3,1,2,3,3,5,2,2,2,3,1,2
648,46,1,2,3,2,3,4,2,3,3,3,2,2,2,2,4,2,3,3,2,2,3,3,3,2,3,2,3,3,4,2,3,2,4,2,2,3,4,2,2,3,4,2,3,4,4,3,2,3,3,4,2,3,4,4,3,4,2,4,5,4,3,5,5,2,3,3,2,3,3,3,2,3,3,2,4,4,4,4,2,4,1,2,4,2,4,4,4,3,4,4,3,3,2,2,2,2
649,42,2,3,3,3,4,2,2,2,4,2,1,4,3,2,4,4,4,4,4,2,3,4,3,4,4,3,4,2,4,3,4,3,3,2,3,2,4,4,3,2,3,2,4,3,4,4,2,2,4,5,3,4,4,3,2,2,2,5,5,4,4,5,6,5,3,2,3,3,2,2,3,3,2,3,3,2,2,4,4,2,2,2,1,4,4,2,1,3,4,4,3,3,4,2,2,1
650,40,2,2,4,3,4,3,2,4,4,3,3,4,2,4,4,4,5,3,4,4,3,3,4,4,4,4,2,4,4,2,2,4,2,2,2,4,4,2,4,4,2,5,4,3,5,2,4,4,4,3,4,4,5,2,2,4,2,3,3,4,3,5,5,6,3,2,3,3,2,2,3,2,2,3,3,2,2,3,4,3,3,3,2,4,2,2,2,3,5,4,4,4,5,2,2,2
651,42,2,3,4,2,5,1,1,3,4,3,3,3,4,2,3,2,5,4,3,4,4,4,4,4,3,1,4,3,4,3,4,3,2,1,1,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,3,4,3,2,3,4,3,5,6,5,5,2,4,2,1,3,4,3,4,3,3,4,5,4,2,5,5,2,3,4,2,3,3,5,3,4,4,4,2,4,4,3,2
652,30,2,2,4,4,4,2,1,4,2,2,3,4,5,2,3,4,5,4,3,4,4,4,4,2,4,5,5,4,4,2,4,4,2,1,1,5,2,2,4,4,5,2,3,5,5,4,3,5,4,5,4,3,4,4,5,4,2,6,5,5,6,4,6,7,2,2,3,3,2,2,3,3,2,3,1,3,2,1,5,3,4,1,1,4,3,3,1,3,5,5,4,5,5,4,2,2
653,43,1,1,2,2,4,2,3,3,4,1,2,3,3,2,3,3,5,2,3,3,3,4,4,4,4,2,3,3,4,2,2,2,3,2,3,3,4,1,2,2,3,2,3,3,5,2,3,3,3,4,4,4,4,2,3,3,2,4,4,6,5,5,5,5,2,3,3,3,2,3,3,3,3,3,4,4,4,3,4,3,2,2,4,3,4,3,4,3,4,4,4,4,4,2,2,1
654,35,2,2,1,1,4,3,3,2,4,2,1,2,3,1,1,4,4,4,4,2,2,4,2,2,2,1,4,2,4,2,1,1,2,3,3,3,5,2,1,3,3,1,1,3,4,5,4,1,4,5,1,2,3,1,4,2,2,5,5,1,5,4,3,2,1,4,4,1,2,4,4,2,4,1,5,5,4,5,5,5,1,2,4,4,5,2,5,3,1,4,1,1,1,1,1,2
655,35,1,2,4,4,3,1,3,3,4,1,3,4,3,2,4,3,4,4,2,2,2,4,4,5,4,2,4,2,4,1,3,4,3,1,3,2,4,2,2,2,3,3,3,4,4,4,4,2,4,3,3,4,4,2,4,2,2,3,2,5,3,3,6,5,3,2,3,3,2,1,3,2,1,4,4,4,2,4,4,4,3,2,1,2,5,2,5,3,3,5,4,3,4,4,4,1
656,34,2,3,2,4,4,2,2,5,5,2,5,5,4,4,4,4,5,5,3,5,4,5,5,4,4,4,3,4,4,3,4,3,3,3,3,4,5,4,4,4,4,4,3,5,5,5,4,3,4,5,4,5,4,4,4,4,2,5,5,5,5,5,5,5,2,2,1,2,3,3,2,4,3,2,4,4,4,4,4,4,2,2,4,1,5,4,4,3,5,6,5,3,5,4,2,1
