dataset,session,subjID,expID,gender,age,edu,faEdu,moEdu,faOccu,moOccu,subjSES,famIncome,native,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,check,SD22,FW23,SD24,UP25,FW26,UP27,Q28,Q29,Q30,Q31,Q32,Q33,SES1,SES2,SES3,SES4,SES5,SES6,SES7,SES8,SES9,SES10,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20,IPC21,IPC22,IPC23,IPC24,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,justsens_1,justsens_2,justsens_3,justsens_4,justsens_5,justsens_6,justsens_7,justsens_8,Intuitest_1,Intuitest_2,Intuitest_3,IRI_cn_1,IRI_cn_2,IRI_cn_3,IRI_cn_4,IRI_cn_5,IRI_cn_6,IRI_cn_7,IRI_cn_8,IRI_cn_9,IRI_cn_10,IRI_cn_11,IRI_cn_12,IRI_cn_13,IRI_cn_14,Relat_SE_1,Relat_SE_2,Relat_SE_3,Relat_SE_4,Relat_SE_5,Relat_SE_6,Relat_SE_7,Relat_SE_8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,disgust_8,disgust_9,disgust_10,disgust_11,disgust_12,disgust_13,disgust_14,disgust_15,disgust_16,disgust_17,disgust_18,disgust_19,disgust_20,disgust_21,disgust_22,disgust_23,disgust_24,disgust_25,disgust_26,disgust_27,disgust_28,disgust_29,disgust_30,BelievJust_1,BelievJust_2,BelievJust_3,BelievJust_4,BelievJust_5,BelievJust_6,BelievJust_7,BelievJust_8,BelievJust_9,BelievJust_10,BelievJust_11,BelievJust_12,BelievJust_13,dist_prac1,dist_prac2,GoodNeut_4,GoodBad_1,SelfNeut_1,SelfSelf,SelfBad_1,SelfStra_1,NeutBad_1,GoodBad_2,SelfGood_1,SelfBad_2,GoodNeut_1,SelfGood_2,NeutBad_2,SelfStra_2,SelfNeut_2,GoodNeut_2,GoodBad_3,GoodBad_4,NeutBad_3,SelfGood_3,SelfStra_3,NeutBad_4,SelfNeut_3,SelfBad_3,SelfBad_4,SelfGood_4,GoodNeut_3,SelfNeut_4,SelfStra_4,morId_16,morSlfImg_1,morSlfImg_2,morSlfImg_3,morSlfImg_4,morSlfImg_5,morSlfImg_6,morSlfImg_7,morSlfImg_8,morSlfImg_9,morId_1,morId_2,morId_3,morId_4,morId_5,morId_6,morId_7,morId_8,morId_9,morId_10,morId_11,morId_12,morId_13,morId_14,morId_15
5,1,4157,exp4.1,1,19,5,1,1,2,2,2,5000,NA,3,4,4,3,2,3,4,5,3,2,3,4,3,2,4,5,4,4,3,3,4,NA,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,4,4,2,4,3,4,4,4,2,2,2,-3,-3,-3,-2,-3,1,3,3,2,-3,1,-3,-2,2,2,1,-3,-3,-2,3,1,1,-1,5,4,5,3,4,3,2,2,3,3,2,4,5,4,3,3,3,4,4,4,3,3,4,4,3,4,5,5,4,5,4,4,5,4,3,2,4,5,5,5,4,2,3,2,4,5,0,1,1,2,3,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,3,2,1,3,3,2,4,4,3,4,3,3,3,2,4,2,2,3,3,2,2,1,3,3,2,8,5,4,5,5,5,5,4,4,4,6,4,5,6,22,36,27,55,12,24,54,22,52,60,9,24,5,19,52,49,26,13,42,69,29,16,23,61,25,27,26,10,0,27,31,7,9,6,6,11,6,7,11,7,9,7,7,6,4,3,7,7,7,7,7,7,7,7,7,7
5,1,4159,exp4.1,2,19,5,3,1,5,1,6,5000,NA,3,4,3,2,1,2,2,5,3,3,4,4,1,2,4,5,5,4,4,4,4,NA,4,5,3,2,4,1,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,3,4,3,2,1,-3,-3,-1,2,3,-2,-3,-1,1,2,2,2,2,-2,1,-3,2,1,1,3,1,2,-1,5,4,4,3,3,4,3,4,2,5,4,3,5,5,4,4,2,2,4,5,4,4,5,3,3,3,3,3,4,5,3,2,4,4,4,3,4,3,2,4,4,5,5,5,4,4,1,0,1,3,2,0,0.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,3,2,2,3,1,3,4,1,3,3,4,3,3,4,3,2,4,4,3,4,3,4,4,3,8,4,4,6,5,5,2,3,4,6,4,6,4,5,50,85,61,80,70,0,85,70,70,70,20,85,60,20,70,70,70,60,70,80,70,20,70,70,70,85,70,20,60,70,60,6,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,1,4160,exp4.1,2,20,5,2,2,2,2,4,1000,NA,4,5,4,5,2,4,5,4,3,4,4,5,3,4,5,5,4,4,4,4,4,NA,4,5,4,3,3,4,NA,NA,NA,NA,NA,NA,4,4,2,4,2,4,4,4,1,2,2,3,2,2,3,2,2,1,3,2,-2,2,1,1,-3,1,-2,1,1,1,3,1,1,-3,5,5,4,5,5,2,2,1,3,4,4,5,4,5,4,4,3,1,4,4,4,5,5,2,3,4,3,4,4,4,5,3,3,4,4,2,4,3,4,4,4,5,5,4,2,3,4,4,4,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,5,4,1,1,4,1,4,4,3,3,4,4,4,4,4,1,4,3,4,4,3,2,4,4,4,7,5,4,5,4,2,4,4,4,4,5,5,3,5,100,100,65,100,51,0,67,50,55,100,0,100,45,0,60,50,65,44,100,100,63,0,48,56,55,100,100,0,45,65,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4161,exp4.1,2,21,5,1,1,2,2,2,3000,NA,3,5,2,2,2,2,4,4,3,1,5,4,2,4,2,5,4,4,4,4,3,NA,5,5,2,2,4,4,NA,NA,NA,NA,NA,NA,4,4,1,4,2,4,4,3,1,2,2,1,-2,-3,1,1,1,-2,1,1,-2,1,1,-1,-1,-1,1,-3,2,2,2,-2,2,-1,5,4,3,4,5,2,2,4,1,2,2,4,4,2,2,4,5,2,2,4,4,4,4,3,4,2,2,2,5,2,4,4,4,4,3,2,2,4,4,2,2,4,4,4,1,1,3,2,4,3,4,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,4,4,2,1,4,2,3,3,4,2,4,4,3,3,2,2,1,2,3,3,1,1,2,3,1,5,3,5,4,5,5,5,5,3,3,4,3,2,4,50,50,10,30,10,0,65,10,30,30,15,75,5,15,10,5,10,15,50,30,10,10,10,30,10,75,75,10,5,10,5,6,5,6,9,9,6,6,6,6,9,7,7,6,7,3,6,4,6,6,7,7,7,7,7,6
5,1,4162,exp4.1,2,21,5,2,2,2,2,5,5000,NA,3,2,4,2,1,3,2,2,3,3,3,2,3,3,4,4,4,4,2,2,4,NA,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,4,3,1,3,3,3,3,4,2,2,1,-3,-3,1,1,-3,-3,2,2,2,-3,-3,1,1,1,-3,1,-3,1,-3,1,1,1,-3,4,4,3,3,4,4,3,2,4,3,3,3,3,3,2,4,4,2,3,4,2,4,2,3,3,4,3,3,2,3,4,2,4,4,3,4,4,4,4,3,4,2,4,3,3,3,2,1,1,2,1,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,4,4,1,2,4,1,3,4,2,3,2,3,4,3,3,2,2,4,4,3,2,2,2,2,2,8,4,5,5,5,5,5,4,4,4,4,4,4,4,60,80,30,70,10,1,70,20,70,60,40,80,30,40,70,20,10,30,60,60,60,40,20,60,10,70,70,40,30,10,20,5,6,6,7,6,7,8,7,7,7,7,5,5,6,4,5,4,7,5,7,7,7,7,7,5
5,1,4163,exp4.1,2,20,5,3,3,3,3,5,1000,NA,2,4,4,2,3,1,5,1,4,4,4,2,2,3,4,4,4,4,3,5,3,NA,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,3,3,2,3,2,3,3,4,3,2,1,-3,1,2,2,2,1,1,1,1,1,-3,2,-3,1,1,1,-3,-3,-3,1,-3,1,-3,5,2,3,5,5,2,1,5,4,3,2,4,4,4,2,4,3,3,2,3,2,3,4,3,4,3,2,2,3,4,4,3,2,3,3,4,2,2,4,3,4,4,4,3,1,2,0,0,0,1,2,1,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,3,3,1,1,2,1,4,3,1,3,1,4,4,3,2,2,2,3,4,4,2,2,2,4,1,7,3,5,5,5,4,4,3,4,5,3,4,4,3,74,57,14,74,11,0,64,16,73,75,15,77,16,21,65,64,16,19,75,74,65,16,66,71,0,67,64,17,28,16,19,7,8,10,6,9,6,5,7,6,7,6,7,5,4,4,5,5,7,5,7,7,7,7,7,5
5,1,4164,exp4.1,2,21,5,1,2,2,2,7,2500,NA,3,4,2,1,1,1,4,4,1,1,1,4,1,1,1,4,3,4,1,3,1,NA,1,4,1,1,5,1,NA,NA,NA,NA,NA,NA,4,4,1,4,2,4,4,4,1,1,1,-3,-2,2,1,-3,-2,-2,-3,1,-2,-2,-2,-2,-2,-2,-1,-2,2,-2,2,-3,2,-1,5,2,3,4,5,2,2,3,2,3,3,4,4,4,3,4,4,3,3,4,2,4,3,4,3,3,3,4,3,5,4,3,3,2,2,1,3,4,3,3,3,3,3,4,2,2,0,3,2,4,5,5,0.05,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,4,3,2,1,4,2,2,3,2,3,3,2,2,2,3,1,2,3,4,3,3,4,3,2,1,6,5,5,5,5,3,5,4,4,3,6,3,3,6,0,50,15,0,0,0,30,5,60,0,15,75,20,20,30,5,5,15,0,0,40,5,5,15,0,15,0,20,15,0,5,7,5,5,4,7,4,5,5,5,5,7,7,5,7,3,6,5,6,7,7,7,7,7,7,7
5,1,4165,exp4.1,2,23,5,2,2,1,2,3,3000,NA,2,4,4,4,2,3,4,4,2,2,4,4,2,4,4,4,4,4,4,3,4,NA,2,4,2,2,4,4,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,1,1,-3,1,-3,2,2,2,2,2,-3,1,1,-3,-3,-3,-3,-3,-3,-3,2,-3,2,-3,4,4,4,3,4,3,2,2,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,3,2,3,3,4,3,3,3,3,2,4,2,2,4,4,3,4,4,2,5,2,3,3,2,1,2,3,5,0,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,4,4,1,1,2,1,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,6,2,5,5,3,4,5,2,5,5,5,5,3,3,95,25,50,21,20,6,85,22,73,78,20,77,15,9,65,36,3,17,71,59,50,21,51,58,6,87,75,70,20,20,45,7,10,5,5,6,6,6,7,7,7,7,7,4,4,3,6,7,7,7,7,7,7,7,7,6
5,1,4166,exp4.1,2,21,5,2,2,2,2,4,3000,NA,2,2,2,2,2,2,2,4,2,2,4,4,2,2,4,4,2,4,2,2,3,NA,3,4,2,2,4,4,NA,NA,NA,NA,NA,NA,4,4,1,4,2,4,4,4,1,1,1,-3,-3,-2,2,-2,-2,-2,2,2,-3,1,2,-2,-2,-2,-2,1,2,-2,2,-2,2,-2,2,4,4,4,4,2,4,2,4,4,3,4,4,4,2,4,2,3,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,4,4,4,4,4,3,4,2,1,1,0,0,0,0,5,5,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,3,3,2,4,4,1,3,4,3,3,2,3,4,3,3,3,2,4,3,4,3,3,3,4,2,8,2,5,5,4,5,5,5,5,5,5,5,3,5,0,100,65,0,15,0,10,16,10,26,10,100,33,20,37,10,13,60,100,36,50,20,10,35,15,100,20,30,65,0,10,6,6,7,5,6,5,4,7,5,7,6,6,6,6,3,6,4,6,6,4,6,6,6,6,6
5,1,4167,exp4.1,2,19,5,2,1,1,2,5,2000,NA,2,2,2,2,3,3,4,4,3,3,4,2,3,3,4,3,4,4,3,3,3,NA,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,2,2,3,3,1,1,1,-3,-3,1,-3,1,-3,-3,-3,-3,1,1,-3,-3,-3,-3,-3,-3,1,-3,1,-3,4,4,3,4,4,3,3,3,3,3,3,2,4,4,4,4,4,3,4,4,4,4,4,2,2,3,2,2,4,2,4,2,3,4,4,2,2,2,2,2,2,4,4,4,2,1,0,0,0,0,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,3,4,1,1,4,1,4,4,3,3,3,4,3,3,2,3,4,4,4,4,3,3,3,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,2,50,40,41,40,45,51,97,46,22,52,47,50,50,6,50,51,47,48,46,47,46,95,41,44,43,50,41,42,18,57,5,3,8,7,7,7,3,8,7,7,7,7,6,5,3,4,4,7,5,7,7,7,7,7,5
5,1,4168,exp4.1,2,19,5,2,4,5,3,6,3000,NA,4,5,4,2,2,1,4,4,4,2,5,5,2,2,5,3,4,4,4,4,2,NA,2,3,4,4,4,5,NA,NA,NA,NA,NA,NA,4,4,2,4,2,4,4,4,2,1,3,1,2,-3,3,1,1,2,3,3,1,1,1,-2,-1,1,1,2,2,-3,3,1,2,1,5,5,5,5,4,2,2,4,3,5,5,5,5,5,4,4,1,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,4,3,2,3,3,5,5,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,3,3,2,2,3,1,3,3,3,3,3,3,4,2,2,2,4,4,2,4,2,3,2,4,2,8,5,5,6,3,4,4,3,4,5,6,6,5,3,50,100,50,100,6,2,100,6,50,100,9,100,50,8,50,6,5,50,100,50,50,8,6,50,9,100,97,8,50,7,4,6,3,11,3,7,7,11,11,7,11,7,7,6,7,4,6,7,7,5,6,6,7,7,7,6
5,1,4169,exp4.1,2,19,5,2,2,2,2,6,7000,NA,4,4,4,4,2,2,3,4,4,4,4,4,1,1,4,4,4,4,4,4,4,NA,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,3,4,1,3,1,4,4,4,1,1,1,-1,-2,1,-3,-3,-2,-2,1,1,-2,-1,-3,-3,-2,1,1,1,1,-2,2,-2,1,1,4,4,3,3,2,4,2,2,4,4,3,4,4,3,4,4,4,2,4,4,4,4,4,3,3,2,3,1,3,3,4,3,4,3,4,1,5,4,4,4,5,3,4,2,5,3,1,1,2,3,4,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,8,4,5,6,4,5,5,5,5,5,5,5,5,5,56,28,30,83,33,16,92,70,69,100,28,74,21,24,67,19,9,26,87,75,71,37,21,52,26,82,72,22,33,9,33,7,11,11,11,11,11,11,11,11,11,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7
5,1,4170,exp4.1,1,19,5,2,1,2,1,3,300,NA,2,4,3,2,1,2,4,2,2,2,4,4,2,3,4,2,4,2,3,3,4,NA,4,2,4,2,2,2,NA,NA,NA,NA,NA,NA,3,3,2,4,2,4,3,3,1,1,3,-3,-3,1,-3,-2,-3,-1,-2,1,-1,1,-3,1,-1,1,-1,-3,1,-3,1,-1,1,-1,4,3,4,5,4,2,2,2,1,4,3,2,4,4,2,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,2,1,3,3,2,4,4,4,2,4,5,1,1,1,5,2,5,5,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,2,2,2,2,3,3,2,3,3,3,3,3,2,3,2,1,2,2,2,2,3,3,1,6,4,4,5,3,3,4,4,4,5,4,5,3,5,4,90,2,90,73,8,90,62,50,4,6,90,3,1,51,3,70,7,91,90,50,5,6,50,0,90,90,5,11,71,7,6,6,9,8,11,7,5,11,7,9,7,6,7,6,3,6,7,7,6,6,6,7,7,7,7
5,1,4171,exp4.1,1,18,5,1,2,2,2,6,800,NA,1,1,1,5,1,1,5,4,1,1,4,5,1,1,5,5,5,4,3,3,2,NA,3,4,4,1,5,5,NA,NA,NA,NA,NA,NA,3,4,1,4,1,4,4,4,1,1,2,-3,2,2,2,-2,-2,-3,1,-1,1,-2,-2,-3,-2,1,1,1,1,2,3,2,3,-2,3,4,3,3,3,2,3,1,1,2,4,5,4,3,3,4,2,1,4,4,1,5,2,4,2,5,3,3,4,3,4,2,4,3,3,2,5,4,4,4,4,1,1,3,4,5,1,2,1,1,3,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,1,1,1,1,1,4,2,3,3,4,2,1,2,2,3,4,4,4,1,2,4,4,2,8,3,2,5,2,3,3,2,2,2,5,5,2,2,100,15,80,10,75,80,12,40,87,10,60,19,90,68,84,15,82,91,11,0,84,46,7,86,82,10,15,71,90,80,49,7,3,11,10,3,4,10,7,7,9,7,7,6,7,4,5,7,7,7,7,7,7,7,7,7
5,1,4172,exp4.1,1,20,5,2,1,2,2,6,2500,NA,2,2,2,2,1,3,3,4,2,2,2,5,1,2,2,4,2,4,2,3,4,NA,4,4,3,2,4,4,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,2,4,2,2,3,-3,-3,2,-3,-3,-3,-3,3,2,-3,-2,-3,-3,-3,-3,-2,2,1,-2,3,-3,2,-3,5,4,4,5,2,2,2,4,2,4,4,3,4,4,3,4,4,2,4,5,4,4,4,3,4,4,5,5,3,5,5,3,4,5,3,2,3,3,4,5,3,4,5,4,3,4,4,3,4,3,5,1,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,3,2,4,2,2,3,3,1,2,2,2,3,2,1,1,2,4,4,3,2,1,1,3,2,7,5,3,5,3,5,5,5,5,4,6,5,4,5,100,81,38,95,57,30,78,51,65,94,43,72,43,34,69,38,59,35,93,100,69,40,80,67,81,80,81,35,41,55,61,7,9,8,9,8,8,7,8,8,7,7,7,5,7,3,3,3,7,3,7,7,7,7,7,3
5,1,4185,exp4.1,2,20,5,5,4,3,3,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,4,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,9,51,46,29,87,46,48,45,15,85,14,11,59,67,38,19,49,56,47,15,64,48,47,47,53,51,39,19,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4204,exp4.2,2,25,7,3,5,5,5,6,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,3,3,4,3,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,3,2,2,3,4,4,3,3,3,2,7,4,5,4,4,5,5,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4205,exp4.2,2,21,6,2,5,5,4,8,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,4,4,4,4,0.1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,3,4,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,8,2,4,3,3,4,4,5,5,3,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4206,exp4.2,2,28,7,2,6,3,4,5,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,0,4,5,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,4,3,2,1,4,1,4,3,3,3,4,4,3,3,1,1,2,3,3,4,4,2,3,3,3,8,5,5,5,5,5,5,5,5,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4213,exp4.2,2,22,5,2,1,2,2,3,1500,NA,3,2,5,4,3,1,5,4,3,3,4,3,2,1,5,3,4,4,2,3,5,NA,5,4,4,3,4,5,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,1,-3,-3,2,-3,-3,2,-3,2,2,-3,2,-3,2,-3,-3,-2,1,1,2,2,-3,2,-3,5,3,3,5,3,4,1,4,2,4,3,3,5,3,4,4,4,3,3,4,2,4,3,2,3,3,2,4,4,4,5,2,3,5,5,4,2,3,2,3,3,4,4,5,3,4,4,4,4,2,3,3,0.05,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,4,3,2,1,4,1,4,2,3,4,4,4,3,3,4,3,4,3,4,4,3,3,4,4,3,6,3,5,3,5,5,5,4,5,5,5,4,5,5,77,30,36,49,30,8,51,27,62,51,30,46,37,30,55,31,23,42,45,52,32,32,31,44,26,58,55,36,60,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
