"dataset","expID","session","gender","age","edu","faEdu","moEdu","faOccu","moOccu","famIncome","subjSES","justsens_1","justsens_2","justsens_3","justsens_4","justsens_5","justsens_6","justsens_7","justsens_8","CRT_1","CRT_2","CRT_3","IRI_cn_1","IRI_cn_2","IRI_cn_3","IRI_cn_4","IRI_cn_5","IRI_cn_6","IRI_cn_7","IRI_cn_8","IRI_cn_9","IRI_cn_10","IRI_cn_11","IRI_cn_12","IRI_cn_13","IRI_cn_14","Relat_SE_1","Relat_SE_2","Relat_SE_3","Relat_SE_4","Relat_SE_5","Relat_SE_6","Relat_SE_7","Relat_SE_8","disgust_1","disgust_2","disgust_3","disgust_4","disgust_5","disgust_6","disgust_7","disgust_8","disgust_9","disgust_10","disgust_11","disgust_12","disgust_13","disgust_14","disgust_15","disgust_16","disgust_17","disgust_18","disgust_19","disgust_20","disgust_21","disgust_22","disgust_23","disgust_24","disgust_25","disgust_26","disgust_27","disgust_28","disgust_29","disgust_30","BelievJust_1","BelievJust_2","BelievJust_3","BelievJust_4","BelievJust_5","BelievJust_6","BelievJust_7","BelievJust_8","BelievJust_9","BelievJust_10","BelievJust_11","BelievJust_12","BelievJust_13","dist_prac1","dist_prac2","GoodNeut_4","GoodBad_1","SelfNeut_1","SelfSelf","SelfBad_1","SelfStra_1","NeutBad_1","GoodBad_2","SelfGood_1","SelfBad_2","GoodNeut_1","SelfGood_2","NeutBad_2","SelfStra_2","SelfNeut_2","GoodNeut_2","GoodBad_3","GoodBad_4","NeutBad_3","SelfGood_3","SelfStra_3","NeutBad_4","SelfNeut_3","SelfBad_3","SelfBad_4","SelfGood_4","GoodNeut_3","SelfNeut_4","SelfStra_4","BFI_A1","BFI_A2","BFI_A3","BFI_A4","BFI_A5","BFI_A6","BFI_A7","BFI_A8","BFI_A9","BFI_C1","BFI_C2","BFI_C3","BFI_C4","BFI_C5","BFI_C6","BFI_C7","BFI_C8","BFI_C9","BFI_N1","BFI_N2","BFI_N3","BFI_N4","BFI_N5","BFI_N6","BFI_N7","BFI_N8","BFI_O1","BFI_O2","BFI_O3","BFI_O4","BFI_O5","BFI_O6","BFI_O7","BFI_O8","BFI_O9","BFI_O10","BFI_E1","BFI_E2","BFI_E3","BFI_E4","BFI_E5","BFI_E6","BFI_E7","BFI_E8","MLOC1","MLOC2","MLOC3","MLOC4","MLOC5","MLOC6","MLOC7","MLOC8","MLOC9","MLOC10","MLOC11","MLOC12","MLOC13","MLOC14","MLOC15","MLOC16","MLOC17","MLOC18","MLOC19","MLOC20","MLOC21","MLOC22","MLOC23","MLOC24","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","SES1","SES2","SES3","SES4","SES5","SES6","SES7","SES8","SES9","SES10","morSlfImg_1","morSlfImg_2","morSlfImg_3","morSlfImg_4","morSlfImg_5","morSlfImg_6","morSlfImg_7","morSlfImg_8","morSlfImg_9","morId_1","morId_2","morId_3","morId_4","morId_5","morId_6","morId_7","morId_8","morId_9","morId_10","morId_11","morId_12","morId_13","morId_14","morId_15","morId_16","resession","regender","reage","reedu","refaEdu","remoEdu","refaOccu","remoOccu","refamIncome","resubjSES","rejustsens_1","rejustsens_2","rejustsens_3","rejustsens_4","rejustsens_5","rejustsens_6","rejustsens_7","rejustsens_8","reCRT_1","reCRT_2","reCRT_3","redisgust_1","redisgust_2","redisgust_3","redisgust_4","redisgust_5","redisgust_6","redisgust_7","redisgust_8","redisgust_9","redisgust_10","redisgust_11","redisgust_12","redisgust_13","redisgust_14","redisgust_15","redisgust_16","redisgust_17","redisgust_18","redisgust_19","redisgust_20","redisgust_21","redisgust_22","redisgust_23","redisgust_24","redisgust_25","redisgust_26","redisgust_27","redisgust_28","redisgust_29","redisgust_30","reBelievJust_1","reBelievJust_2","reBelievJust_3","reBelievJust_4","reBelievJust_5","reBelievJust_6","reBelievJust_7","reBelievJust_8","reBelievJust_9","reBelievJust_10","reBelievJust_11","reBelievJust_12","reBelievJust_13","prac_1_GoodBad","prac_2_SelfBad","reGoodNeut_1","reGoodBad_1","reSelfNeut_1","reSelfSelf","reSelfBad_1","reSelfStra_2","reNeutBad_1","reGoodBad_2","reSelfGood_1","reSelfBad_2","reGoodNeut_2","reSelfGood_2","reNeutBad_2","reSelfStra_3","reSelfNeut_2","reGoodNeut_3","reGoodBad_3","reNeutBad_3","reGoodBad_4","reSelfGood_3","reSelfStra_1","reNeutBad_4","reSelfNeut_3","reSelfBad_3","reSelfBad_4","reSelfGood_4","reGoodNeut_4","reSelfNeut_4","reSelfStra_4","reBFI_A1","reBFI_A2","reBFI_A3","reBFI_A4","reBFI_A5","reBFI_A6","reBFI_A7","reBFI_A8","reBFI_A9","reBFI_C1","reBFI_C2","reBFI_C3","reBFI_C4","reBFI_C5","reBFI_C6","reBFI_C7","reBFI_C8","reBFI_C9","reBFI_N1","reBFI_N2","reBFI_N3","reBFI_N4","reBFI_N5","reBFI_N6","reBFI_N7","reBFI_N8","reBFI_O1","reBFI_O2","reBFI_O3","reBFI_O4","reBFI_O5","reBFI_O6","reBFI_O7","reBFI_O8","reBFI_O9","reBFI_O10","reBFI_E1","reBFI_E2","reBFI_E3","reBFI_E4","reBFI_E5","reBFI_E6","reBFI_E7","reBFI_E8","reSES1","reSES2","reSES3","reSES4","reSES5","reSES6","reSES7","reSES8","reSES9","reSES10","reMLOC1","reMLOC2","reMLOC3","reMLOC4","reMLOC5","reMLOC6","reMLOC7","reMLOC8","reMLOC9","reMLOC10","reMLOC11","reMLOC12","reMLOC13","reMLOC14","reMLOC15","reMLOC16","reMLOC17","reMLOC18","reMLOC19","reMLOC20","reMLOC21","reMLOC22","reMLOC23","reMLOC24","reFD1","reSD2","reUP3","reFW4","reFD5","reSD6","reUP7","reFW8","reFD9","reSD10","reUP11","reFW12","reFD13","reSD14","reUP15","reFW16","reFD17","reSD18","reUP19","reUP20","reFW21","reSD22","reFW23","reSD24","reUP25","reFW26","reUP27","remorId_1","remorId_2","remorId_3","remorId_4","remorId_5","remorId_6","remorId_7","remorId_8","remorId_9","remorId_10","remorId_11","remorId_12","remorId_13","remorId_14","remorId_15","remorId_16","remorSlfImg_1","remorSlfImg_2","remorSlfImg_3","remorSlfImg_4","remorSlfImg_5","remorSlfImg_6","remorSlfImg_7","remorSlfImg_8","remorSlfImg_9"
4,"exp1.0",1,2,19,5,3,2,2,2,14000,3,2,2,1,1,1,1,2,3,0.05,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,1,2,4,3,4,3,2,3,4,3,3,2,5,5,3,3,4,4,4,4,4,4,4,4,10,50,40,2,9,42,75,70,7,22,7,51,10,50,7,50,12,12,2,2,4,6,70,60,7,59,76,45,50,11,30,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,2,3,3,3,4,3,3,4,3,3,3,4,3,4,3,3,4,3,2,3,3,4,4,4,3,3,3,1,-3,-2,-2,1,-3,-2,-2,1,-3,-3,-3,-3,-2,-2,-2,-2,1,1,-3,1,1,2,-3,2,3,4,2,2,3,4,4,3,3,4,4,2,3,3,4,4,3,3,3,3,4,4,4,3,4,3,3,3,1,3,3,3,3,4,2,2,3,3,4,3,3,2,3,3,3,0,1,1,1,2,1,1,1,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,2,19,5,2,1,2,1,8000,5,1,3,5,2,5,2,4,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,4,1,4,1,4,3,2,2,3,3,3,3,4,1,3,4,3,3,3,3,2,4,2,3,3,5,5,5,5,5,4,3,3,3,4,4,5,50,20,65,50,9,5,70,51,30,50,21,65,70,66,65,51,5,65,50,50,25,30,51,30,10,75,70,25,25,20,50,4,4,3,4,4,3,3,3,3,2,3,2,4,2,3,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,-3,2,-3,-3,-3,1,-3,-3,-3,1,-3,1,1,-3,-2,-3,-3,-3,1,-3,1,-3,2,-3,3,2,3,2,2,2,2,3,2,2,4,3,2,2,2,3,4,4,4,4,2,4,4,3,2,4,2,3,4,2,4,3,4,3,4,1,1,3,5,4,5,3,3,4,4,4,2,0,1,1,-2,1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,2,19,5,2,2,3,3,3000,4,2,3,2,3,3,3,5,4,0.05,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,4,1,1,4,1,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,2,4,5,4,3,3,3,2,5,4,2,2,4,70,70,15,52,3,1,67,7,16,53,26,65,18,12,23,16,1,19,68,63,17,14,10,44,3,68,70,26,2,3,22,4,2,3,4,4,3,1,3,1,4,4,3,4,4,2,3,3,2,3,2,4,4,3,2,3,2,2,3,3,3,4,2,3,4,3,3,3,2,2,4,4,3,4,3,2,2,-3,2,-3,2,-3,1,-3,-3,-3,1,2,-3,-3,1,-3,-3,-3,1,2,-3,2,-3,4,3,4,3,3,2,4,3,3,2,4,2,3,2,4,3,4,3,3,4,3,2,4,4,3,2,4,4,4,2,3,3,3,3,3,2,1,4,3,5,4,4,5,5,4,5,2,2,0,1,-2,1,1,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,2,20,5,3,2,2,2,1500,4,4,5,3,3,2,2,5,5,0.1,500,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,1,3,2,1,4,1,3,4,3,3,4,3,4,2,4,3,3,4,4,4,4,3,4,4,3,4,2,5,6,4,4,4,3,2,3,4,3,5,4,65,20,42,68,28,1,76,62,43,73,19,76,33,33,61,45,44,39,62,76,35,29,43,50,36,78,78,24,27,29,60,4,4,5,5,4,2,1,3,3,4,2,3,3,5,3,4,4,4,4,5,3,4,4,3,2,2,3,2,5,2,4,3,2,2,1,1,2,3,3,1,3,4,4,4,-3,-2,-2,-3,-2,1,-3,-3,2,2,-3,-2,-3,2,-1,1,-3,-2,-3,-3,2,-2,2,-2,3,2,1,2,2,1,5,3,2,2,4,3,2,4,4,3,3,4,2,4,2,3,3,4,1,4,4,3,4,1,4,3,3,2,3,3,2,7,4,5,5,4,3,7,4,4,2,2,1,1,-2,1,1,0,0,-2,0,-2,-2,-2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,1,1,5,1,1,1,2,2000,4,3,4,2,2,2,2,2,2,0.05,100,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,3,2,1,3,1,3,3,4,4,4,4,3,2,2,3,2,4,4,4,4,4,3,4,1,4,5,4,5,2,5,5,2,5,2,6,2,3,5,30,82,32,76,13,7,83,8,50,78,35,90,26,40,50,22,3,11,81,77,50,41,19,48,11,81,90,32,8,3,9,4,4,3,2,2,5,1,2,4,2,2,3,3,2,4,4,4,4,4,5,3,4,5,2,2,3,2,3,2,3,2,1,3,5,3,2,2,2,2,3,3,3,5,3,-3,-2,2,-2,-2,-2,-1,-3,2,-1,-3,-2,3,-3,2,-2,-2,-1,-3,-1,2,-2,2,-2,4,2,2,2,1,1,3,3,3,2,3,3,2,2,2,4,3,2,2,3,2,4,3,3,2,4,2,2,2,3,3,3,2,2,3,4,3,3,5,2,4,2,3,4,-1,3,2,0,2,2,0,-1,2,0,2,0,2,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,1,20,5,2,1,1,1,700,3,2,3,2,1,2,1,5,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,2,1,1,1,2,4,2,2,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,4,5,3,3,3,4,3,3,2,3,2,2,4,15,7,18,17,7,3,22,42,11,6,21,9,11,8,20,46,11,19,7,17,22,16,29,17,7,10,9,16,4,11,26,4,4,4,4,4,2,1,2,4,3,4,3,4,2,3,4,4,2,4,4,2,3,2,4,3,2,3,3,4,3,2,2,3,4,2,2,5,3,4,4,4,2,2,4,-3,-3,1,-3,-3,1,-3,2,1,-3,1,-3,1,-3,-3,1,-3,-3,-3,-3,1,-3,-3,-3,1,4,3,3,2,2,3,3,4,3,3,4,3,3,2,4,3,2,3,3,4,3,3,2,3,3,2,3,3,1,3,2,4,3,4,1,1,3,4,2,3,3,2,3,-1,3,2,1,-1,-2,-1,-2,0,2,-1,-1,-1,2,2,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,1,19,5,2,2,2,1,5000,3,1,2,0,1,4,3,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,3,3,1,2,1,3,3,2,3,3,3,3,3,3,1,2,2,4,4,3,2,2,4,2,3,5,2,4,2,3,3,2,2,2,3,5,4,4,63,20,6,100,2,3,51,2,8,100,17,53,3,43,3,4,3,2,100,100,2,2,31,2,2,55,49,27,0,5,1,3,4,3,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,4,4,1,1,1,1,-3,1,-3,1,1,1,1,-3,1,1,1,1,1,-3,1,-3,1,-3,1,-3,4,4,4,4,2,2,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,2,4,4,3,3,2,3,3,3,2,3,3,2,6,6,4,3,4,3,4,4,4,1,1,1,1,-2,0,0,1,-2,-2,-2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"exp1.0",1,2,19,5,1,2,5,1,1600,4,3,3,1,1,0,0,5,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,2,3,4,2,4,1,3,4,4,4,3,4,4,3,4,3,3,4,4,4,3,2,4,4,3,4,4,5,5,5,5,5,5,4,5,6,3,4,3,77,95,5,77,6,15,95,50,76,77,5,95,5,5,93,96,4,6,77,78,96,5,62,86,6,95,96,5,6,8,63,5,5,5,4,4,2,2,2,4,4,5,4,4,4,4,5,4,3,4,4,5,4,5,2,2,2,5,4,2,5,5,2,4,5,5,4,5,2,4,4,5,2,4,2,3,1,-3,-3,3,-3,-2,-2,2,2,-2,-3,-2,-2,-1,-1,-1,2,2,-3,3,-2,2,-2,2,2,2,4,2,3,4,4,3,2,4,4,3,2,4,4,3,4,4,3,4,3,4,4,3,3,4,3,3,1,4,2,4,4,4,2,1,4,5,5,5,5,5,5,5,5,2,1,1,-1,-1,1,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
