id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
745,2,2,3,3,2,2,3,3,2,2,2,4,2,2,3,3,2,3,2,2,4,3,2,2,2,2,3
746,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4
747,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
748,3,3,3,2,3,2,4,3,2,2,5,2,4,2,3,4,3,3,4,4,4,2,3,2,3,4,4
749,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
750,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4
751,4,4,4,5,4,4,5,5,5,4,3,5,3,4,5,5,4,5,5,4,4,5,4,3,4,4,4
752,5,3,2,5,2,4,2,3,5,1,4,5,3,4,4,5,5,4,2,4,5,5,4,4,1,4,2
753,2,3,4,4,2,2,5,4,2,2,4,3,3,3,3,5,3,3,3,3,3,3,4,3,4,4,5
754,3,4,3,5,2,3,4,2,2,4,3,2,3,3,3,5,3,4,3,3,4,5,5,5,3,3,4
755,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4
756,3,4,4,4,2,2,2,4,4,2,4,3,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4
757,2,4,4,5,2,2,4,5,3,3,3,4,3,4,3,5,4,5,4,4,5,4,5,3,4,4,4
758,2,3,3,4,2,1,3,3,2,2,3,3,2,3,4,3,3,1,4,3,2,3,2,3,3,3,3
759,1,2,2,2,2,3,3,2,2,1,3,3,3,3,3,4,3,3,3,3,3,2,3,2,3,3,3
760,3,3,3,3,2,2,4,3,3,2,5,3,2,3,4,4,4,2,4,3,2,4,3,2,3,2,4
761,2,3,4,5,3,2,4,4,2,2,4,4,3,4,3,5,4,3,4,3,4,4,4,3,4,4,4
762,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
763,3,3,3,4,3,2,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3
764,4,4,2,3,3,3,3,3,3,1,4,3,3,3,3,5,3,3,3,3,2,3,3,3,4,3,4
765,1,3,3,3,2,1,4,3,2,2,4,4,3,2,4,5,4,3,3,3,3,3,3,2,3,3,4
766,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4
767,2,3,3,4,2,2,4,4,3,3,3,3,2,2,4,5,4,3,3,3,3,4,4,4,3,3,3
768,3,2,3,4,2,3,4,4,3,3,4,3,4,2,3,3,3,2,3,3,4,4,4,2,3,3,4
769,3,3,4,4,3,2,4,4,3,3,5,2,3,3,3,4,4,3,4,4,3,3,4,3,3,4,4
770,3,3,4,3,3,2,4,4,2,3,4,2,4,3,3,5,4,3,3,4,4,4,2,4,4,4,4
771,3,3,2,3,2,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3,2,3,3,4,3,3,3
772,1,4,4,4,2,3,4,3,2,3,4,3,2,4,4,4,2,2,4,3,4,4,2,4,3,4,2
773,4,4,4,5,4,3,5,2,3,4,5,4,3,4,5,5,3,2,3,4,4,4,2,4,3,4,3
774,3,2,3,4,3,3,3,3,4,3,4,4,3,4,3,2,4,4,4,4,3,2,4,3,3,3,4
775,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
776,3,4,3,4,3,3,4,4,3,3,4,3,4,4,3,5,4,3,4,3,3,4,3,4,2,4,4
777,3,2,4,4,1,2,4,4,2,2,4,4,3,3,4,4,3,2,4,3,3,2,4,2,3,3,4
778,2,2,2,4,2,2,2,2,3,1,4,4,2,3,2,5,3,3,2,2,4,2,3,3,2,4,4
779,3,5,2,3,2,1,4,5,4,2,2,4,4,2,2,3,4,2,4,3,2,4,4,2,3,2,4
780,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
781,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4
782,3,3,4,4,2,3,3,3,2,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,2,4,3
783,1,4,4,4,4,2,4,3,2,2,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
784,1,1,1,4,1,1,4,5,1,1,4,4,1,4,4,5,4,2,2,1,5,1,5,1,1,4,4
785,2,2,3,3,3,2,2,3,2,3,3,2,2,2,2,3,3,2,3,3,2,3,3,2,2,3,2
786,1,3,3,3,2,1,4,5,1,2,5,4,1,1,4,5,4,4,4,3,2,3,1,3,3,2,4
787,2,3,4,4,2,2,5,4,1,3,4,2,4,3,4,5,4,4,5,3,5,4,5,4,4,4,5
788,1,5,2,5,2,2,3,5,1,2,3,3,1,4,1,5,2,1,2,2,4,4,5,2,1,4,2
789,3,3,3,3,3,3,5,3,3,3,3,3,2,3,3,4,4,3,4,3,3,3,3,3,3,3,4
790,2,3,3,2,2,2,5,3,1,2,4,3,3,2,5,5,3,4,4,2,4,3,3,3,3,4,4
791,4,3,2,4,3,1,5,3,4,3,4,5,3,3,4,5,4,4,2,4,5,1,4,1,4,4,4
792,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5
793,2,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4
794,3,3,5,5,1,2,2,3,2,1,4,4,2,3,2,4,4,2,2,4,3,4,2,2,2,2,2
795,3,4,4,5,2,4,5,2,4,2,3,4,4,3,4,4,3,4,3,4,5,5,4,2,4,4,3
796,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3,3,3,3,3,3
797,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3
798,3,3,3,4,3,3,5,4,4,3,5,3,3,3,4,5,4,4,4,3,4,4,4,3,4,4,5
799,3,3,4,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
800,2,3,2,4,3,3,5,3,2,2,4,4,2,4,4,4,3,3,2,4,3,4,3,4,4,4,4
801,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,4,3,4,3,3,3,4,3,4
802,2,4,3,3,2,2,2,1,3,1,4,1,2,3,2,5,4,1,4,3,5,1,1,2,3,4,4
803,3,3,4,4,2,2,4,3,2,2,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,5
804,2,2,4,3,2,1,4,3,2,1,4,2,4,2,4,3,2,2,4,4,2,4,4,2,4,2,4
805,4,3,4,4,3,4,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4
806,2,3,3,4,3,3,4,5,2,3,4,3,2,3,3,5,3,2,3,3,3,4,2,3,3,4,4
807,4,3,3,4,3,2,4,3,4,3,4,3,3,3,4,5,4,3,4,4,3,3,3,3,3,4,4
808,1,3,1,5,5,1,5,5,1,1,5,1,1,1,5,5,3,1,5,3,3,1,5,5,3,3,5
809,3,3,3,4,2,2,3,4,3,2,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3
810,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
811,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3
812,5,3,2,5,5,1,5,4,5,2,5,3,3,2,2,5,3,1,3,3,3,1,4,1,2,3,4
813,3,3,4,4,3,3,4,4,3,2,4,4,2,3,4,4,4,3,3,4,4,4,4,3,3,3,4
814,1,3,2,4,1,2,3,3,2,1,2,2,2,1,3,4,2,3,1,2,2,1,3,2,2,2,4
815,2,3,3,4,3,3,4,4,3,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3
816,1,4,5,3,1,1,3,5,1,3,5,5,2,4,5,5,5,5,4,5,5,4,5,1,4,5,4
817,2,3,4,4,2,2,4,4,2,2,4,4,3,2,4,4,4,3,4,4,4,4,4,2,4,4,4
818,3,3,2,4,3,2,3,3,2,3,4,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,3
819,3,5,3,4,2,5,3,5,3,2,3,1,2,4,2,5,4,3,2,3,5,1,5,3,3,3,4
820,3,2,3,4,3,3,4,5,3,3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,3,3
821,2,2,3,4,3,3,3,4,2,2,4,4,3,2,4,5,4,2,3,4,4,4,3,4,3,4,3
822,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
823,3,4,3,4,3,2,4,4,3,3,4,4,4,2,3,4,4,3,4,3,3,4,4,3,4,4,4
824,3,4,3,3,4,4,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,4,4
825,3,3,3,4,2,3,3,3,2,2,4,2,4,4,4,3,4,4,4,4,3,3,4,2,3,4,3
826,2,4,3,3,2,3,4,4,3,3,4,2,4,3,4,3,3,3,4,3,4,3,3,3,4,3,3
827,3,4,3,4,4,2,4,4,2,2,4,4,4,4,4,4,3,3,4,2,4,4,4,2,3,4,4
828,2,4,4,4,1,3,4,4,2,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,2
829,3,3,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,3,3,3,4
830,1,3,2,5,1,2,1,5,1,3,4,5,1,5,5,5,5,5,1,2,5,5,4,4,1,5,1
831,2,3,4,3,2,2,4,4,3,3,5,3,5,3,3,5,5,3,2,4,3,2,3,2,4,4,5
832,3,4,4,5,3,2,4,5,3,3,5,3,4,4,4,5,4,3,4,4,4,3,5,2,4,5,4
833,1,3,2,5,1,1,5,2,1,2,4,3,1,2,4,3,1,3,3,2,3,3,2,3,2,4,4
834,3,3,2,2,2,3,5,2,3,3,4,4,2,2,3,3,3,3,4,4,3,2,3,3,3,3,4
835,2,3,3,4,2,1,4,3,2,2,3,2,2,3,3,4,3,3,3,3,4,4,4,2,3,3,3
836,3,3,4,4,2,3,4,4,2,3,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4
837,2,2,2,4,3,3,5,3,2,2,2,4,3,4,3,5,3,4,3,3,3,4,5,4,3,4,4
838,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,3,4
839,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
840,3,3,2,4,3,2,4,3,2,3,2,2,3,4,2,4,2,4,3,3,4,3,4,3,3,3,2
841,3,3,4,4,2,2,5,3,2,2,4,2,4,3,2,4,4,3,4,4,4,4,3,4,4,4,5
842,4,3,3,3,3,2,5,3,5,3,4,2,3,3,3,5,4,2,5,4,3,4,3,3,2,4,5
843,4,3,3,4,2,3,3,4,3,2,3,4,2,3,4,4,4,3,3,3,4,3,4,2,3,2,4
844,3,2,3,3,2,3,3,4,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3
845,3,2,2,5,4,2,5,4,4,1,4,3,3,3,3,5,5,1,4,5,3,3,1,2,3,4,4
846,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,5,4,4,4,4,4,2
847,2,3,4,4,2,2,4,3,2,4,5,3,3,3,4,5,3,3,4,4,4,4,4,4,4,4,5
848,2,2,5,3,3,2,3,4,1,3,4,2,4,2,4,5,3,2,4,4,2,4,3,4,4,3,4
849,3,4,3,4,3,1,3,4,3,3,3,4,2,3,3,4,4,3,3,3,4,4,4,4,3,4,3
850,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
851,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
852,2,2,3,5,2,2,3,5,2,3,2,5,2,4,4,5,3,4,3,3,5,3,5,2,3,4,4
853,3,2,4,5,2,3,5,4,2,4,3,5,4,4,4,5,3,3,2,4,4,3,4,4,3,3,5
854,1,2,1,5,1,1,5,5,1,1,4,4,1,4,5,5,5,1,3,1,5,1,5,1,1,1,3
855,5,1,1,5,5,1,2,3,5,4,2,4,1,3,4,5,5,4,2,1,4,4,5,2,1,2,3
856,3,4,3,2,3,4,4,4,3,3,5,3,2,4,3,4,4,4,4,3,4,3,4,2,3,2,5
857,1,1,1,5,5,1,5,1,1,1,5,1,5,1,5,5,5,1,5,5,1,1,5,1,5,1,5
858,3,3,3,2,3,2,4,3,3,2,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,5
859,2,2,4,4,2,3,4,5,2,1,3,4,2,4,4,5,4,3,3,3,4,3,4,1,2,4,3
860,2,2,3,4,3,1,5,3,2,2,5,4,3,2,4,5,4,2,2,4,4,3,4,2,4,2,5
861,3,4,4,5,3,3,4,4,3,3,4,4,2,4,4,4,3,3,3,4,4,4,4,3,4,3,4
862,3,4,3,4,2,1,5,3,4,4,4,1,2,2,3,5,4,3,5,5,3,3,4,3,5,3,5
863,1,1,1,5,1,1,5,5,1,1,4,5,1,1,4,5,2,3,3,1,5,5,4,2,2,3,4
864,2,4,4,4,2,1,5,5,2,3,5,2,4,2,4,5,2,2,4,4,4,4,4,4,4,4,5
865,3,4,5,3,4,3,4,5,3,2,4,4,3,2,4,5,3,3,4,4,4,5,5,3,4,3,4
866,4,4,4,4,4,2,5,4,4,4,4,3,3,3,4,4,5,4,4,4,5,4,5,4,4,4,5
867,2,4,3,4,3,2,5,4,2,3,3,2,3,4,3,4,4,2,3,4,4,4,4,3,2,2,3
868,3,2,3,4,2,3,4,2,2,2,4,3,3,4,3,3,3,3,3,3,4,3,3,1,3,3,4
869,3,2,4,4,2,2,5,4,3,3,4,3,2,4,3,5,3,4,2,4,3,3,4,4,2,4,4
870,3,3,3,4,2,3,3,5,3,3,3,3,3,3,3,5,3,3,3,4,2,3,5,3,3,3,3
871,3,3,3,3,3,2,4,4,3,2,4,2,3,3,3,3,4,3,4,4,3,3,3,3,3,2,4
872,4,4,3,4,4,2,3,4,4,4,3,3,4,3,3,5,5,4,4,4,4,5,2,4,4,3,4
873,4,2,4,3,4,2,4,4,4,3,4,1,5,1,4,5,4,2,4,4,4,4,4,2,4,3,5
874,2,4,1,5,1,1,2,5,2,3,5,5,1,4,3,3,4,4,2,2,4,2,5,2,2,4,1
875,2,3,3,4,3,1,4,4,2,3,4,3,3,1,4,5,4,2,4,4,3,3,4,3,3,2,4
876,1,4,4,4,2,2,3,4,2,2,2,3,2,4,2,4,4,4,2,4,4,4,4,2,4,2,4
877,3,3,3,4,3,2,3,3,3,2,4,3,2,4,3,4,4,3,3,3,3,4,4,3,3,4,4
878,3,3,4,5,3,1,5,3,3,3,4,2,2,2,3,5,3,4,3,4,5,2,5,1,3,3,5
879,4,4,3,4,3,2,4,4,4,2,4,4,3,3,3,4,3,3,4,4,4,4,2,2,4,4,4
880,3,4,4,4,3,2,5,4,4,5,5,3,5,3,4,4,4,4,5,3,3,1,4,3,3,3,5
881,3,3,2,4,3,2,4,3,1,3,4,2,4,4,3,4,3,4,5,4,3,4,3,1,2,2,4
882,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
883,3,3,3,4,2,2,5,4,2,2,4,3,4,3,2,5,3,4,3,4,4,4,4,4,4,3,5
884,2,4,4,4,4,2,4,4,2,2,4,4,2,4,3,5,4,2,4,4,3,4,4,4,3,4,4
885,2,3,3,4,3,2,3,3,2,3,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3
886,3,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3
887,1,4,1,1,5,1,5,1,1,1,5,1,1,1,1,3,1,5,5,1,1,4,2,1,5,1,5
888,2,3,2,4,2,3,4,4,3,2,3,3,3,3,4,5,3,2,3,3,4,3,4,3,3,3,3
889,2,4,2,5,2,1,2,4,2,2,4,4,2,4,5,4,3,1,2,2,4,4,4,2,4,4,4
890,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
891,4,3,3,3,2,3,5,3,5,1,4,4,3,3,4,5,3,4,4,5,4,2,3,1,2,4,5
892,3,4,3,3,4,3,5,1,4,1,5,3,3,3,4,5,3,3,3,4,3,3,3,3,3,3,5
893,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4
894,3,2,3,4,2,2,4,3,2,2,2,2,2,4,2,5,3,3,3,2,4,3,2,2,2,2,4
895,2,3,4,4,3,2,4,3,3,3,4,2,4,3,3,5,3,3,3,4,2,4,3,4,3,3,3
896,3,3,3,3,3,2,3,2,2,3,4,2,3,3,3,4,3,2,3,3,3,3,3,2,3,3,4
897,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3
898,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,4,3,4,3
899,1,2,4,5,3,2,5,4,1,1,4,2,4,3,4,5,2,3,4,4,5,1,4,2,4,3,5
900,4,5,3,3,5,4,5,3,5,4,3,2,4,2,2,5,2,2,4,4,3,4,4,5,3,2,4
901,3,2,3,3,3,3,2,2,4,3,2,4,3,3,3,3,3,3,3,3,4,3,5,3,3,4,3
902,2,3,3,4,3,2,4,3,3,1,4,3,2,2,3,5,3,3,3,3,3,2,3,3,3,3,4
903,4,4,5,5,4,2,5,4,4,4,5,3,4,1,5,3,3,1,5,5,5,5,4,4,4,3,5
904,3,3,3,4,3,3,4,5,3,3,4,3,4,2,3,5,3,3,4,4,4,3,4,4,3,3,4
905,2,3,4,3,2,3,5,3,2,2,3,2,2,3,3,4,3,3,3,4,4,3,3,3,3,3,4
906,5,4,4,3,5,1,5,5,5,4,5,3,5,5,5,5,5,5,5,4,5,5,5,2,1,5,5
907,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3
908,4,3,5,2,4,3,5,5,4,4,4,3,5,3,3,4,5,2,4,4,4,5,4,4,2,5,5
909,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,3,3
910,3,3,3,5,4,2,3,5,3,3,3,3,2,3,3,5,3,3,3,5,5,4,5,3,2,2,4
911,3,3,4,3,3,3,4,2,5,3,3,4,4,3,3,4,3,3,3,4,3,4,3,3,4,2,4
912,3,3,3,4,4,3,5,3,3,2,4,4,2,3,5,5,5,2,3,3,4,4,4,3,3,4,4
913,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,4,3,2,4,3,3,3,4,3,3,3,3
914,3,4,4,4,3,4,4,4,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,3,3,3
915,3,3,3,3,3,3,5,4,4,4,3,4,4,3,3,5,3,3,3,3,4,5,3,3,3,3,3
916,1,3,2,5,2,1,5,3,1,1,5,2,3,2,3,5,4,1,3,2,3,5,3,4,2,4,4
917,1,3,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
918,3,3,4,4,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4
919,4,4,3,4,3,1,4,3,3,2,4,2,3,2,4,3,4,2,4,3,3,4,2,4,4,2,4
920,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,5,4,3,4,4,3,4,4,3,4,4,4
921,1,3,3,4,2,2,4,4,3,1,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,4
922,3,3,3,3,3,2,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4
923,3,3,2,4,3,1,5,5,3,2,4,2,3,4,4,5,4,2,4,4,4,5,5,4,2,4,4
924,2,3,3,4,3,2,3,3,2,3,3,3,3,3,4,5,3,4,3,2,5,3,3,4,3,3,4
925,2,2,5,5,2,1,5,5,1,1,5,3,2,3,5,5,5,3,3,3,4,2,5,3,2,3,3
926,3,3,4,4,3,3,4,3,3,3,4,3,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4
927,2,2,3,4,1,3,4,2,1,2,4,2,4,3,3,5,3,2,4,3,5,1,2,2,3,4,3
928,4,4,3,4,2,3,2,3,4,4,2,4,2,4,4,5,2,4,3,4,3,4,2,4,2,4,2
929,2,3,2,3,2,2,3,3,3,2,2,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3
930,3,2,3,4,1,1,3,3,3,1,4,3,1,3,3,3,3,3,4,4,2,3,2,4,2,3,3
931,1,3,2,5,2,2,4,4,3,2,3,1,2,3,3,4,3,1,3,5,4,5,3,4,3,4,4
932,2,2,3,4,2,1,5,3,2,2,4,4,3,3,3,5,3,2,3,3,4,4,4,3,3,4,4
933,2,2,4,5,1,3,5,4,1,1,4,3,1,2,3,5,4,2,3,3,5,5,4,5,4,4,4
934,3,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,4,4,4,3,4,3,3,4,3
935,2,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3
936,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
937,2,4,5,4,3,1,4,4,3,3,4,2,3,3,2,4,3,2,4,4,4,4,3,2,4,4,4
938,2,2,3,4,1,1,5,5,1,1,4,2,2,3,4,5,2,3,4,1,4,1,4,2,4,4,4
939,4,4,4,5,2,4,5,4,3,4,4,2,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4
940,1,4,4,5,2,2,3,3,2,3,4,4,2,4,3,4,3,3,2,3,3,3,4,4,4,3,3
941,4,3,4,5,3,2,3,4,3,4,3,2,4,3,3,4,5,4,3,3,4,4,3,4,3,4,4
942,4,2,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
943,2,3,3,4,2,2,4,4,2,2,3,4,2,5,3,4,2,4,3,3,4,5,3,3,2,3,4
944,2,3,4,4,3,1,4,4,1,2,4,4,4,3,3,4,4,2,4,4,4,2,4,2,4,4,4
945,3,2,2,3,3,2,4,3,2,1,4,2,3,4,3,4,4,2,1,3,2,3,4,2,2,4,4
946,3,3,4,4,2,2,5,4,2,2,5,4,3,3,4,5,2,3,5,4,4,4,4,2,5,4,5
947,4,4,4,4,3,1,4,4,2,1,3,2,2,4,3,4,3,4,3,3,4,1,4,4,4,3,5
948,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3
949,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,5,3,3,2,4,3,4,3,4,3,3,3
950,2,2,2,4,2,3,4,3,1,2,2,3,2,3,4,4,2,3,3,3,4,1,3,2,3,3,4
951,4,3,4,4,3,2,4,4,3,3,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4
952,1,4,2,4,2,1,5,5,1,2,4,2,2,2,3,5,4,2,2,1,4,4,4,3,2,4,4
953,4,2,2,4,1,1,3,5,2,1,3,3,3,2,4,5,4,4,3,4,4,4,5,5,3,3,3
954,3,4,4,3,2,2,2,4,3,3,3,3,2,3,3,4,4,4,2,4,3,4,3,4,3,4,3
955,4,3,3,4,3,3,4,3,3,2,4,3,3,3,3,5,3,3,4,3,4,2,4,2,3,4,4
956,1,2,5,5,1,1,5,3,1,1,5,4,2,2,4,4,1,3,3,4,2,2,2,4,4,3,5
957,2,2,4,3,2,2,4,4,2,2,4,3,3,2,4,4,3,2,2,4,2,2,4,2,4,3,4
958,2,2,4,4,2,2,4,4,2,2,3,2,2,3,3,4,2,2,3,3,4,3,3,2,2,3,4
959,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
960,3,4,2,4,2,3,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,3,4,4
961,3,3,4,4,2,2,4,4,3,3,4,4,2,3,4,5,4,4,4,4,4,3,4,4,4,2,4
962,2,2,2,4,2,2,4,3,2,3,4,3,2,3,3,5,3,3,3,1,5,2,5,2,2,4,4
963,2,3,3,5,2,1,4,4,3,3,2,3,2,2,4,5,4,2,4,3,4,3,3,4,2,5,3
964,4,3,4,4,4,3,4,4,3,3,5,4,4,3,4,5,4,3,4,4,4,4,3,4,4,4,4
965,3,4,3,4,3,3,3,4,3,2,4,2,3,3,3,4,3,3,3,3,4,3,4,2,3,3,2
966,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
967,3,4,4,4,3,2,4,3,3,3,4,2,3,4,3,4,4,3,4,3,3,4,3,3,3,4,4
968,4,3,4,4,2,2,4,4,3,4,3,4,4,3,3,2,4,3,3,4,4,4,2,3,4,4,3
969,1,4,3,5,1,3,3,3,3,3,3,4,1,3,3,3,1,1,2,3,3,3,3,3,3,3,3
970,4,4,4,5,4,1,5,3,4,3,5,2,4,3,4,5,3,3,4,5,4,4,5,3,4,4,5
971,1,3,3,3,3,2,3,4,1,3,3,2,3,2,4,4,2,2,3,3,3,3,3,3,3,3,3
972,2,3,3,3,2,3,4,4,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4
973,2,4,3,4,2,2,4,5,2,2,4,5,2,3,4,5,4,3,3,3,4,3,4,3,3,4,3
974,4,2,3,4,2,3,5,5,2,3,5,4,2,3,2,5,4,2,2,4,4,4,5,2,2,3,5
975,1,3,4,3,3,1,2,3,3,3,5,3,4,3,3,5,4,3,3,3,3,3,4,1,2,2,4
976,3,4,4,4,3,1,4,4,3,3,4,2,2,4,3,5,4,3,3,4,4,4,3,4,3,4,3
977,5,3,5,5,5,1,5,5,5,4,5,5,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5
978,4,3,4,2,3,3,2,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,3,4
979,2,3,3,4,2,2,3,1,2,2,5,3,3,4,4,5,4,2,3,4,4,4,3,4,3,4,5
980,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
981,2,3,4,4,2,2,4,4,2,3,4,3,3,3,4,5,4,3,2,3,4,4,4,3,2,4,4
982,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
983,1,2,3,3,3,2,4,3,2,3,3,1,3,3,4,4,3,1,4,3,3,4,3,3,3,3,4
984,2,3,2,4,3,2,2,2,2,2,4,4,2,4,2,4,3,3,2,4,4,2,4,2,2,4,4
985,2,4,3,5,1,1,4,3,1,4,2,5,1,4,4,5,4,3,4,4,4,3,3,3,1,5,4
986,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
987,4,2,4,3,4,1,5,4,5,4,5,1,5,4,3,5,4,3,4,5,2,4,3,4,2,4,5
988,3,4,4,3,5,2,5,4,3,2,4,2,5,3,4,5,4,3,4,3,3,4,4,3,3,2,5
989,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,4,2,4,3,3,3,3,3,4,3,4
990,2,2,3,4,3,2,4,3,1,1,4,3,3,2,4,5,4,3,4,4,4,2,4,3,3,3,4
991,2,2,2,4,2,1,3,2,2,3,3,2,4,4,4,5,4,1,4,2,3,2,5,2,2,2,2
992,4,4,4,4,4,2,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4
