"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD6" "0.19360967752175" "0.582940021650693" "0.078436829455113" "0.0382592318986904" "0.200062917309184" "0.183239188260711" "0.150127875250923" "0.179780717905544" "0.077528612290698" "0.224901648949214" "1" "0.288591948358418" "0.247013798217989" "0.377150616382421" "0.198344918480521" "0.156954726973346" "0.148884327547165" "-0.146193458914933" "0.0689961216183273" "-0.0178831719624522" "0.145981031275511" "0.105115229306236" "0.116291739970162" "-0.0716722587387775" "0.0194359717579374" "-0.0234370404251468" "0.0516669769593246" "0.0434349482897116" "-0.0224718022321294" "0.0422121348122447" "0.0775924172058305" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD10" "0.322013317983981" "0.676814674335641" "0.130517085162788" "-0.119354164222999" "0.258732793326212" "0.253577450395936" "0.262224427547298" "0.348010054161837" "0.189667260503788" "0.47371882363519" "0.288591948358418" "1" "0.327799415049641" "0.321008600278625" "0.319651610445183" "0.261990588229242" "0.229856279281133" "-0.0715546592824541" "0.109661880521769" "-0.0224434482085375" "0.114481124912221" "0.194299704130265" "0.183710579416397" "-0.149613577772719" "-0.0695981401205361" "-0.0765140054816733" "-0.126934301276953" "-0.0623164859510805" "-0.157030925155929" "-0.0354531575376461" "-0.0852548927798051" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD14" "0.00843020584563138" "0.636815828391393" "0.103118635321609" "-0.0337075044048192" "-0.000663442581576662" "-0.0152196970464791" "-0.0129028540896519" "0.0819503723771676" "-0.0185589477027981" "0.293064820334589" "0.247013798217989" "0.327799415049641" "1" "0.331544407754441" "0.316915459328396" "0.345614796724171" "0.179561090241402" "0.0476711346368279" "0.0731520965520694" "-0.0781523131516114" "0.0905434922119383" "0.105221084783672" "0.0676600336496041" "-0.0130465085403159" "-0.0254884414663248" "-0.0216370651778922" "0.00440234003693672" "-0.0506766796444127" "-0.0254351663770649" "-0.0334768095536751" "-0.0209354691006045" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD18" "0.258652887541748" "0.639772480506128" "0.140908158469889" "0.0628043540545851" "0.235042048601554" "0.179058570287858" "0.219541661042211" "0.231438108304867" "0.185230654537294" "0.338796801871503" "0.377150616382421" "0.321008600278625" "0.331544407754441" "1" "0.243139316869636" "0.193930593788495" "0.114835046542545" "-0.00585844275756321" "0.164314377768351" "-0.0142788153435522" "0.145954315072278" "0.127573765194701" "0.192108019218259" "-0.0713137272707925" "0.0275318815708642" "0.0478582024386437" "0.0750387859600306" "0.0536543235869565" "-0.0726471478114836" "0.0495799590750457" "0.147960896312314" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.173846283066162" "0.644198923874663" "0.00456627419576137" "-0.0154419090197136" "0.168806100278542" "0.131574527742544" "0.143665729380855" "0.170204593295189" "0.0932865902221356" "0.318838256051735" "0.198344918480521" "0.319651610445183" "0.316915459328396" "0.243139316869636" "1" "0.485222604950285" "0.0988542260957648" "-0.03969632290436" "-0.00414320862222387" "-0.114342932592291" "-0.0318803124345787" "0.0985105241888983" "0.044124291123936" "-0.0566198208731867" "-0.0261608885042809" "-0.0459151403115492" "0.0219424543621557" "-0.0210898356320066" "-0.0164261140106296" "-0.0192680657577062" "0.0205334224509319" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.141376669756405" "0.602488262744333" "0.0731669780498307" "-0.144045249210695" "0.141818261359129" "0.100531056905349" "0.0923496934970101" "0.141396256531223" "0.0980612894498773" "0.259255838815871" "0.156954726973346" "0.261990588229242" "0.345614796724171" "0.193930593788495" "0.485222604950285" "1" "0.200971874821652" "-0.0889293493149022" "0.0671492295578468" "-0.0765320001361278" "-0.00167947584223318" "0.182744527176124" "0.111817105216619" "-0.0780350543971114" "-0.128632444801963" "-0.0998415763057473" "-0.1019029415728" "-0.126086662223677" "-0.0733842092364174" "-0.147527673478277" "-0.0644959708983922" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.237994270107449" "0.271129280363941" "0.560981431216147" "-0.13746959548682" "0.183172546419105" "0.115485217518122" "0.169850640949221" "0.291096740294167" "0.204132494241995" "0.232773494571685" "0.148884327547165" "0.229856279281133" "0.179561090241402" "0.114835046542545" "0.0988542260957648" "0.200971874821652" "1" "0.118459681795451" "0.327487191906779" "0.132079679582724" "0.308546323784256" "0.39915284651461" "0.317181571857932" "0.0599285066833009" "-0.118850572270431" "-0.161666367969803" "-0.0762132540777226" "-0.157707023649368" "-0.0532776584285496" "-0.123899748048025" "-0.0293800702155481" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "-0.0465461239464078" "-0.0672650650894093" "0.568056660031205" "0.192357065468342" "-0.0548050988234257" "-0.075701740838538" "-0.013913887418833" "-0.00501533208228849" "-0.0413583691262827" "0.0252675197853723" "-0.146193458914933" "-0.0715546592824541" "0.0476711346368279" "-0.00585844275756321" "-0.03969632290436" "-0.0889293493149022" "0.118459681795451" "1" "0.41266493460908" "0.324145419452213" "0.321367437379896" "0.0746064369090614" "0.139328567485981" "0.428667653139756" "0.183213044244312" "0.186977243623798" "0.169753769521453" "0.148532411588276" "0.131867615439342" "0.0833792464669562" "0.0995931883667532" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.196263077574784" "0.132821163445576" "0.747774079325747" "0.0249253663455978" "0.148672117767594" "0.131644545698074" "0.148928312522792" "0.216180140425351" "0.151973273486216" "0.106305524916093" "0.0689961216183273" "0.109661880521769" "0.0731520965520694" "0.164314377768351" "-0.00414320862222387" "0.0671492295578468" "0.327487191906779" "0.41266493460908" "1" "0.352913821404269" "0.536971083713525" "0.310876570454651" "0.387397308767805" "0.301524836715158" "0.038637998484894" "-0.0184210472964588" "0.033972095720057" "0.00296248601947107" "0.0201714789011556" "-0.0417119253134661" "0.0889260999848751" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.133322309949294" "-0.0751443968462476" "0.548615982408565" "0.184994875249969" "0.0932005189556293" "0.0930474537730897" "0.130431960599983" "0.13868055359538" "0.0872012755852416" "-0.0151518600599575" "-0.0178831719624522" "-0.0224434482085375" "-0.0781523131516114" "-0.0142788153435522" "-0.114342932592291" "-0.0765320001361278" "0.132079679582724" "0.324145419452213" "0.352913821404269" "1" "0.40007134706286" "0.0964057328850066" "0.202512247323108" "0.264208648751679" "0.126652223030228" "0.17047814017788" "0.139701769788173" "0.155747846154205" "0.144307718229908" "0.108950534413666" "0.116029254509812" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.22408804121" "0.127526266215089" "0.723732054279861" "0.140712520522646" "0.176525789589971" "0.165928936643988" "0.177735836136931" "0.253826703536657" "0.138466498798506" "0.0889664587629794" "0.145981031275511" "0.114481124912221" "0.0905434922119383" "0.145954315072278" "-0.0318803124345787" "-0.00167947584223318" "0.308546323784256" "0.321367437379896" "0.536971083713525" "0.40007134706286" "1" "0.244736421631005" "0.418893267981" "0.276551642805738" "0.127173421161644" "0.0763686656543421" "0.151132378373534" "0.100644305359127" "0.0736008186683461" "0.0298569763791335" "0.165896138748942" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.214291879100689" "0.228386341160329" "0.566981478629016" "-0.2669950767033" "0.115946600055598" "0.178015108453316" "0.124960221919262" "0.253392846177206" "0.200568299090233" "0.201864340735147" "0.105115229306236" "0.194299704130265" "0.105221084783672" "0.127573765194701" "0.0985105241888983" "0.182744527176124" "0.39915284651461" "0.0746064369090614" "0.310876570454651" "0.0964057328850066" "0.244736421631005" "1" "0.476387503889365" "0.0748927141285066" "-0.210026366218337" "-0.208475249450603" "-0.244305468727177" "-0.227867313831921" "-0.110678326112157" "-0.226415981248453" "-0.153040793287828" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.271836102551519" "0.197545557703184" "0.644145839617478" "-0.0814603832881772" "0.169420684317605" "0.267893268596829" "0.189505355774943" "0.278538355946607" "0.205252194609062" "0.153184335093877" "0.116291739970162" "0.183710579416397" "0.0676600336496041" "0.192108019218259" "0.044124291123936" "0.111817105216619" "0.317181571857932" "0.139328567485981" "0.387397308767805" "0.202512247323108" "0.418893267981" "0.476387503889365" "1" "0.146918959580961" "-0.0711128217189941" "-0.100715545526708" "-0.0714460223866621" "-0.0665867525127688" "-0.0463135614685755" "-0.0706038552437205" "-0.000817247368682946" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "-0.135284864853035" "-0.110234924590788" "0.505988969364176" "0.115740099601912" "-0.160826769627718" "-0.0406975867669359" "-0.154513148456853" "-0.0683159334738869" "-0.119587829346055" "-0.040863330074954" "-0.0716722587387775" "-0.149613577772719" "-0.0130465085403159" "-0.0713137272707925" "-0.0566198208731867" "-0.0780350543971114" "0.0599285066833009" "0.428667653139756" "0.301524836715158" "0.264208648751679" "0.276551642805738" "0.0748927141285066" "0.146918959580961" "1" "0.0921202037190455" "0.0986354800550824" "0.0673772167630405" "0.0252096132676438" "0.145888057514372" "0.110367571736079" "0.0600762767840059" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "-0.0344041579679482" "-0.0531478300169345" "0.0268498155175736" "0.774366511417537" "-0.0120207666403282" "-0.0896487565623478" "0.036134169283778" "-0.0443196247736724" "-0.034171096742303" "-0.0404319032827734" "0.0194359717579374" "-0.0695981401205361" "-0.0254884414663248" "0.0275318815708642" "-0.0261608885042809" "-0.128632444801963" "-0.118850572270431" "0.183213044244312" "0.038637998484894" "0.126652223030228" "0.127173421161644" "-0.210026366218337" "-0.0711128217189941" "0.0921202037190455" "1" "0.439191752823835" "0.540536790603378" "0.497458531306798" "0.591948824258234" "0.493267040369176" "0.417935825561366" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "1" "0" "0"
"FW8" "-0.0727173200374441" "-0.0501912623095036" "-0.00102872632887924" "0.683401107837557" "-0.0201925506362679" "-0.137910336807111" "-0.0018007357074871" "-0.0987728166694225" "-0.0436988770186485" "-0.0042031412712351" "-0.0234370404251468" "-0.0765140054816733" "-0.0216370651778922" "0.0478582024386437" "-0.0459151403115492" "-0.0998415763057473" "-0.161666367969803" "0.186977243623798" "-0.0184210472964588" "0.17047814017788" "0.0763686656543421" "-0.208475249450603" "-0.100715545526708" "0.0986354800550824" "0.439191752823835" "1" "0.411898380506963" "0.569828070140459" "0.337227104652862" "0.491186488242517" "0.382138588031508" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0"
"FW12" "-0.00497681643240901" "-0.0357184258468093" "0.02756917049821" "0.755786842182038" "0.0239456296575774" "-0.10046702577718" "0.0579391922721696" "-0.0605175777316945" "0.0499349472430745" "-0.0937584792451079" "0.0516669769593246" "-0.126934301276953" "0.00440234003693672" "0.0750387859600306" "0.0219424543621557" "-0.1019029415728" "-0.0762132540777226" "0.169753769521453" "0.033972095720057" "0.139701769788173" "0.151132378373534" "-0.244305468727177" "-0.0714460223866621" "0.0673772167630405" "0.540536790603378" "0.411898380506963" "1" "0.444056883411269" "0.460348595951722" "0.450806948864429" "0.565854146475873" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "1"
"FW16" "0.0213518461129701" "-0.0369338517263271" "-0.0119204312010554" "0.777115502263552" "0.0564908684810282" "-0.0559896268228866" "0.078919297191248" "-0.0350495231250488" "0.0359044252604536" "-0.0114328677426527" "0.0434349482897116" "-0.0623164859510805" "-0.0506766796444127" "0.0536543235869565" "-0.0210898356320066" "-0.126086662223677" "-0.157707023649368" "0.148532411588276" "0.00296248601947107" "0.155747846154205" "0.100644305359127" "-0.227867313831921" "-0.0665867525127688" "0.0252096132676438" "0.497458531306798" "0.569828070140459" "0.444056883411269" "1" "0.416525548718122" "0.665362356527814" "0.411531962444654" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "1" "0"
"FW21" "-0.092909884756772" "-0.107840469175173" "0.0553244155912243" "0.709326786757059" "-0.0625369869620706" "-0.15676589705992" "-0.0267942985803055" "-0.0822184179355648" "-0.055556074378049" "-0.111977899849676" "-0.0224718022321294" "-0.157030925155929" "-0.0254351663770649" "-0.0726471478114836" "-0.0164261140106296" "-0.0733842092364174" "-0.0532776584285496" "0.131867615439342" "0.0201714789011556" "0.144307718229908" "0.0736008186683461" "-0.110678326112157" "-0.0463135614685755" "0.145888057514372" "0.591948824258234" "0.337227104652862" "0.460348595951722" "0.416525548718122" "1" "0.436415464088571" "0.375645562035946" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0"
"FW23" "0.0293299938591954" "-0.0332247681986683" "-0.0353380084509837" "0.76559597711078" "0.061742551532664" "0.00381142024378656" "0.0538362782922361" "-0.0491944151433282" "0.0455525872832798" "-0.0140850314059544" "0.0422121348122447" "-0.0354531575376461" "-0.0334768095536751" "0.0495799590750457" "-0.0192680657577062" "-0.147527673478277" "-0.123899748048025" "0.0833792464669562" "-0.0417119253134661" "0.108950534413666" "0.0298569763791335" "-0.226415981248453" "-0.0706038552437205" "0.110367571736079" "0.493267040369176" "0.491186488242517" "0.450806948864429" "0.665362356527814" "0.436415464088571" "1" "0.392299362579345" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0"
"FW26" "0.0208334060695857" "-0.00212144830670617" "0.0670194118073006" "0.687982655772991" "0.0818162575837445" "-0.088660789136094" "0.0714743379059624" "-0.0351989647974718" "0.0457715896968097" "-0.102893664869085" "0.0775924172058305" "-0.0852548927798051" "-0.0209354691006045" "0.147960896312314" "0.0205334224509319" "-0.0644959708983922" "-0.0293800702155481" "0.0995931883667532" "0.0889260999848751" "0.116029254509812" "0.165896138748942" "-0.153040793287828" "-0.000817247368682946" "0.0600762767840059" "0.417935825561366" "0.382138588031508" "0.565854146475873" "0.411531962444654" "0.375645562035946" "0.392299362579345" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1"
