"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"1" "FD" "=~" "FD1" 0.539962822375897 0.032886093365536 16.4191841327607 0 0.475507263787225 0.604418380964569
"2" "FD" "=~" "FD5" 0.684722371194589 0.0279929139529491 24.4605607099526 0 0.62985726802448 0.739587474364698
"3" "FD" "=~" "FD9" 0.723788418242156 0.0268369291665497 26.9698672955588 0 0.671189003620066 0.776387832864246
"4" "FD" "=~" "FD13" 0.601774243922775 0.0307450055553119 19.5730731887542 0 0.541515140329879 0.66203334751567
"5" "FD" "=~" "FD17" 0.455801969759773 0.0356091728790736 12.8001279700499 0 0.386009273397528 0.525594666122018
"6" "SD" "=~" "SD2" 0.613880307307436 0.0375837037378588 16.3336831193958 0 0.540217601575609 0.687543013039263
"7" "SD" "=~" "SD6" 0.202077464326168 0.0450163948526058 4.48897484989229 7.15667451856028e-06 0.113846951701227 0.29030797695111
"8" "SD" "=~" "SD10" 0.562881905448329 0.0382961174321702 14.6981454829018 0 0.487822894533559 0.637940916363099
"9" "SD" "=~" "SD14" 0.362473388056544 0.0423572074595822 8.55753742506328 0 0.279454786950072 0.445491989163016
"10" "SD" "=~" "SD18" 0.260072081357679 0.0442030154330691 5.88358234861764 4.01480204637039e-09 0.173435763100795 0.346708399614562
"11" "SD" "=~" "SD22" 0.439719499672008 0.0407258560470945 10.7970597146816 0 0.35989828858014 0.519540710763876
"12" "SD" "=~" "SD24" 0.440579942843486 0.0407071966692683 10.8231462466709 0 0.360795303460132 0.520364582226841
"13" "UP" "=~" "UP3" 0.459480234054042 0.0354798954166512 12.9504393589165 0 0.389940916862158 0.529019551245926
"14" "UP" "=~" "UP7" 0.367438770392172 0.0380644850393681 9.65306032676258 0 0.292833750624947 0.442043790159398
"15" "UP" "=~" "UP11" 0.679867029704504 0.0279724329067477 24.3048944641673 0 0.625042068647315 0.734691990761693
"16" "UP" "=~" "UP15" 0.410327208506572 0.0369225558659065 11.1131853926033 0 0.337960328792228 0.482694088220917
"17" "UP" "=~" "UP19" 0.693513684531714 0.0275206112430121 25.1997921996666 0 0.639574277662882 0.747453091400546
"18" "UP" "=~" "UP20" 0.438349474569946 0.0361168655742798 12.1369744467004 0 0.367561718809883 0.509137230330009
"19" "UP" "=~" "UP25" 0.586952174939764 0.0312083026201496 18.8075648356729 0 0.525785025785644 0.648119324093884
"20" "UP" "=~" "UP27" 0.292895526644519 0.0397706950327079 7.36460668850867 1.77635683940025e-13 0.214946396740286 0.370844656548753
"21" "FW" "=~" "FW4" 0.462859075743101 0.0372870379963225 12.4134042448947 0 0.389777824180132 0.535940327306069
