"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD6" "0.311347575705135" "0.542043789726568" "0.0399469951835103" "0.0833623795147938" "0.303873244975351" "0.215502587594279" "0.312525721512749" "0.17458449138536" "0.080195605142922" "0.207130512014435" "1" "0.267127565958877" "0.271028066866894" "0.199707569555368" "0.0819111697916576" "0.158801631053195" "0.0873996618623781" "-0.0690121261449591" "-0.0417436870721285" "0.0158910219238093" "0.0386428597062597" "0.110639474144516" "0.136692647322564" "-0.0746278279527309" "-0.0583953010773983" "0.0239704868203725" "0.18063806319068" "-0.0633011934843422" "0.0256626075984758" "0.0547217046272673" "0.14576151100979" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD10" "0.467365289114203" "0.668214325924793" "0.143593591151925" "0.0482313776772758" "0.398362836897449" "0.3580861699468" "0.43280982385889" "0.28378847019123" "0.165691875411292" "0.405443353906452" "0.267127565958877" "1" "0.24353091317678" "0.219523440727299" "0.257334259906191" "0.313038533498471" "0.174121381962393" "0.0128299883418787" "0.00399958838146661" "0.0682069142962285" "0.0591075118852037" "0.2581813652776" "0.168445880472707" "-0.0170268644980641" "-0.0666867152935839" "0.0655161783648634" "0.00213915642378065" "-0.00678443863958505" "0.0306127812427992" "0.0709616950800506" "0.0924692216128872" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD14" "0.210071028446701" "0.571388040554298" "0.0870907926301065" "0.194308654872366" "0.19056190870365" "0.0985401421934038" "0.182374696575175" "0.103953709160273" "0.167029623542938" "0.257438942963166" "0.271028066866894" "0.24353091317678" "1" "0.190887458969286" "0.196318692672746" "0.213158862940249" "0.0982873663646866" "-0.00820959660870039" "0.0266465591094687" "0.0884512494811882" "0.0104800859398324" "0.127556402746633" "0.111124207175245" "-0.0088740436715276" "0.0862856218059068" "0.111907307478177" "0.135633901635579" "0.0700667311494338" "0.132510382266732" "0.108300408975817" "0.134644445695469" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD18" "0.28166278803373" "0.51986184140232" "0.219725890635299" "0.19942528532178" "0.239577184980997" "0.150116386221171" "0.234253113724312" "0.183733311493023" "0.187191800512567" "0.219545046714039" "0.199707569555368" "0.219523440727299" "0.190887458969286" "1" "0.125810310635235" "0.165822058373246" "0.20732234863776" "0.071072826751156" "0.0996486482191065" "0.140699345903532" "0.107605677071729" "0.178290427229998" "0.224647779386812" "0.0841327327546718" "0.0626438244840255" "0.0859727056659871" "0.167197272628983" "0.0374020909197086" "0.165265535734333" "0.155978413091486" "0.123782459190385" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.250458122756647" "0.549937954682831" "0.225535465871723" "0.210251702963808" "0.194907648440258" "0.137875914824777" "0.190874168141153" "0.160628502794391" "0.204532113048151" "0.277415445945152" "0.0819111697916576" "0.257334259906191" "0.196318692672746" "0.125810310635235" "1" "0.340462827165877" "0.172847847855709" "0.1121246824957" "0.126839594840097" "0.135596071963259" "0.0996217105543473" "0.24241471706812" "0.143359728594085" "0.110224548049182" "0.109811564076589" "0.162202023430356" "0.0142529548542587" "0.177608469102153" "0.102937669605928" "0.122690788585146" "0.16588907025311" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.290149982248975" "0.604448138480261" "0.197331953638185" "0.114694153105392" "0.23102947154823" "0.217500089623745" "0.238492013291131" "0.200183338168399" "0.135001846418606" "0.245977824060117" "0.158801631053195" "0.313038533498471" "0.213158862940249" "0.165822058373246" "0.340462827165877" "1" "0.176047936756392" "0.090751735479773" "0.0844650473656641" "0.0950405960674195" "0.0811052359876992" "0.234813044475222" "0.159694364874913" "0.0763027367542463" "0.0332774665536118" "0.10929111138078" "0.0142777386072487" "0.0710218276157039" "0.0658507629162978" "0.0635313743850505" "0.106384939407976" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.254236498656623" "0.272719737657018" "0.612054963223787" "0.161378191006509" "0.18286287038986" "0.139519616992617" "0.154589795241643" "0.195722215113006" "0.234735273178453" "0.199790427968976" "0.0873996618623781" "0.174121381962393" "0.0982873663646866" "0.20732234863776" "0.172847847855709" "0.176047936756392" "1" "0.248047613611882" "0.276002601617543" "0.21353034310565" "0.27795892956829" "0.331152888763103" "0.491549223564925" "0.234189127737407" "0.0774296476601845" "0.106101787422601" "0.0264702900538074" "0.0889585960521142" "0.129350969781025" "0.138142368547581" "0.09298343677952" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.12878969033175" "0.0734465443627038" "0.67765023000664" "0.207178101942597" "0.0561376231581919" "0.0770698706149312" "0.0210668867004252" "0.121755968499724" "0.193714063130484" "0.0963089512483562" "-0.0690121261449591" "0.0128299883418787" "-0.00820959660870039" "0.071072826751156" "0.1121246824957" "0.090751735479773" "0.248047613611882" "1" "0.480798402117633" "0.258595262919146" "0.43410156643851" "0.200373161017501" "0.262153886774609" "0.521267426323719" "0.159476205027894" "0.13792110591442" "-0.0131468658274477" "0.212878939536962" "0.163658427416866" "0.132437430802985" "0.0647122494024157" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.152818678546904" "0.0969156028688562" "0.697020261734119" "0.220556297431545" "0.0781311842936065" "0.0612236010654799" "0.0622225551028659" "0.112222777473712" "0.240941018744" "0.10412472695768" "-0.0417436870721285" "0.00399958838146661" "0.0266465591094687" "0.0996486482191065" "0.126839594840097" "0.0844650473656641" "0.276002601617543" "0.480798402117633" "1" "0.303759196341545" "0.419979480539837" "0.258362321133614" "0.287999092087806" "0.49654198546265" "0.169855780624668" "0.148214397381272" "0.0045744316651697" "0.206772507548769" "0.176587158711746" "0.148755967560566" "0.0571752258866526" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.174649510760246" "0.159484510499094" "0.541272229080806" "0.176182568489292" "0.102384491661164" "0.0788332151323324" "0.0844986476240343" "0.125771960097391" "0.238864939491756" "0.114326997409594" "0.0158910219238093" "0.0682069142962285" "0.0884512494811882" "0.140699345903532" "0.135596071963259" "0.0950405960674195" "0.21353034310565" "0.258595262919146" "0.303759196341545" "1" "0.300163958733509" "0.206058460352196" "0.251452194382726" "0.259981887533816" "0.140817226923847" "0.10824364809937" "0.0690617387381003" "0.0934049735945802" "0.148750149966093" "0.134028344722801" "0.0285016476402907" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.246870073995245" "0.126288662972548" "0.669203092806109" "0.14283591800878" "0.149817435050671" "0.159899346316343" "0.143988653979226" "0.2280376781961" "0.199338639239221" "0.121427106184051" "0.0386428597062597" "0.0591075118852037" "0.0104800859398324" "0.107605677071729" "0.0996217105543473" "0.0811052359876992" "0.27795892956829" "0.43410156643851" "0.419979480539837" "0.300163958733509" "1" "0.225553719400531" "0.303736574459786" "0.415606781338005" "0.0862307427194977" "0.112745400566416" "-0.0244798163382449" "0.109825869942879" "0.153152256778779" "0.108218145101343" "0.0479710039364364" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.425571016815433" "0.339743592079925" "0.546009681974994" "0.109061780417674" "0.33024336989984" "0.279143145990712" "0.299017345102827" "0.312519139954971" "0.287874807832649" "0.236751378664809" "0.110639474144516" "0.2581813652776" "0.127556402746633" "0.178290427229998" "0.24241471706812" "0.234813044475222" "0.331152888763103" "0.200373161017501" "0.258362321133614" "0.206058460352196" "0.225553719400531" "1" "0.332813129920504" "0.213990533702597" "0.0353476877706868" "0.11800916371117" "-0.0587211018374004" "0.11246846374761" "0.065033776421504" "0.0813030253660524" "0.0961258974837906" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.302848240575717" "0.281595543106207" "0.633868626945932" "0.103481330611114" "0.221585821519696" "0.223946629131809" "0.182693113775782" "0.243156010778442" "0.205123685411158" "0.207079294270569" "0.136692647322564" "0.168445880472707" "0.111124207175245" "0.224647779386812" "0.143359728594085" "0.159694364874913" "0.491549223564925" "0.262153886774609" "0.287999092087806" "0.251452194382726" "0.303736574459786" "0.332813129920504" "1" "0.270538842750564" "0.043371249575213" "0.0722858353919704" "0.00284500080784572" "0.0508759213191728" "0.113663223871019" "0.0791099168763479" "0.0633604725043789" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "0.139057979741155" "0.0593760663182365" "0.677315119437087" "0.204452889568592" "0.0530596911366841" "0.0798175275257866" "0.0255382415201084" "0.140877468895783" "0.207954133895373" "0.0794104631342255" "-0.0746278279527309" "-0.0170268644980641" "-0.0088740436715276" "0.0841327327546718" "0.110224548049182" "0.0763027367542463" "0.234189127737407" "0.521267426323719" "0.49654198546265" "0.259981887533816" "0.415606781338005" "0.213990533702597" "0.270538842750564" "1" "0.165503848810593" "0.133142234236973" "0.000990496966547607" "0.203638820072994" "0.152079903109956" "0.143464566678541" "0.0471304310342682" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "-0.0859266642697791" "0.0503251295687168" "0.173247336905542" "0.616532205021071" "-0.0565444021712089" "-0.151764068677498" "-0.0962723909912886" "-0.105780355022248" "0.11827953489008" "0.052552036603255" "-0.0583953010773983" "-0.0666867152935839" "0.0862856218059068" "0.0626438244840255" "0.109811564076589" "0.0332774665536118" "0.0774296476601845" "0.159476205027894" "0.169855780624668" "0.140817226923847" "0.0862307427194977" "0.0353476877706868" "0.043371249575213" "0.165503848810593" "1" "0.220873124134605" "0.185708007205426" "0.295498795531484" "0.409234954819325" "0.221493113180702" "0.222393294656934" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" "0.0956680793652797" "0.16588397693851" "0.185167240743084" "0.577015432318315" "0.0623433053057711" "0.0331535475223646" "0.0438198624453478" "0.0540403996126688" "0.15313409951915" "0.127597344467739" "0.0239704868203725" "0.0655161783648634" "0.111907307478177" "0.0859727056659871" "0.162202023430356" "0.10929111138078" "0.106101787422601" "0.13792110591442" "0.148214397381272" "0.10824364809937" "0.112745400566416" "0.11800916371117" "0.0722858353919704" "0.133142234236973" "0.220873124134605" "1" "0.0935983085389714" "0.331744224590096" "0.185253067365183" "0.31673920874097" "0.185531335262791" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" "-0.0289432742922204" "0.130611349974552" "0.000707336314888252" "0.511244990594479" "0.0720666630970674" "-0.156092789189888" "0.0365575403183405" "-0.138914226737298" "0.0816482743241545" "0.0197663555843172" "0.18063806319068" "0.00213915642378065" "0.135633901635579" "0.167197272628983" "0.0142529548542587" "0.0142777386072487" "0.0264702900538074" "-0.0131468658274477" "0.0045744316651697" "0.0690617387381003" "-0.0244798163382449" "-0.0587211018374004" "0.00284500080784572" "0.000990496966547607" "0.185708007205426" "0.0935983085389714" "1" "0.085174103352083" "0.215508945109294" "0.132946629343713" "0.262081574492523" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" "0.0408477522884708" "0.0884055007765335" "0.213902736125493" "0.595163863354599" "0.0174903724271227" "-0.00558560617088987" "-0.00497267998343458" "0.00635303854469917" "0.14113208921788" "0.0887079642545571" "-0.0633011934843422" "-0.00678443863958505" "0.0700667311494338" "0.0374020909197086" "0.177608469102153" "0.0710218276157039" "0.0889585960521142" "0.212878939536962" "0.206772507548769" "0.0934049735945802" "0.109825869942879" "0.11246846374761" "0.0508759213191728" "0.203638820072994" "0.295498795531484" "0.331744224590096" "0.085174103352083" "1" "0.224617127103457" "0.280687758563373" "0.209378309708192" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" "0.0265757105822442" "0.15054218362434" "0.217824215797697" "0.5969994522982" "0.055480205010358" "-0.0653112846521584" "0.00206531282036652" "-0.0147746363426407" "0.1228140993793" "0.101554367615114" "0.0256626075984758" "0.0306127812427992" "0.132510382266732" "0.165265535734333" "0.102937669605928" "0.0658507629162978" "0.129350969781025" "0.163658427416866" "0.176587158711746" "0.148750149966093" "0.153152256778779" "0.065033776421504" "0.113663223871019" "0.152079903109956" "0.409234954819325" "0.185253067365183" "0.215508945109294" "0.224617127103457" "1" "0.22863973328408" "0.208876300510413" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" "0.110477579626633" "0.16704975677545" "0.190763315913863" "0.577673431449189" "0.0912916854006884" "0.0378201326449963" "0.044518997921719" "0.0822818028224558" "0.142020239185716" "0.11333344654242" "0.0547217046272673" "0.0709616950800506" "0.108300408975817" "0.155978413091486" "0.122690788585146" "0.0635313743850505" "0.138142368547581" "0.132437430802985" "0.148755967560566" "0.134028344722801" "0.108218145101343" "0.0813030253660524" "0.0791099168763479" "0.143464566678541" "0.221493113180702" "0.31673920874097" "0.132946629343713" "0.280687758563373" "0.22863973328408" "1" "0.170650914839474" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" "0.0839603589106132" "0.217120960084914" "0.0989077634826054" "0.569325239363379" "0.112853169961738" "-0.00338416923341101" "0.10241270542817" "0.00313479461400049" "0.0787746782649144" "0.122485582793947" "0.14576151100979" "0.0924692216128872" "0.134644445695469" "0.123782459190385" "0.16588907025311" "0.106384939407976" "0.09298343677952" "0.0647122494024157" "0.0571752258866526" "0.0285016476402907" "0.0479710039364364" "0.0961258974837906" "0.0633604725043789" "0.0471304310342682" "0.222393294656934" "0.185531335262791" "0.262081574492523" "0.209378309708192" "0.208876300510413" "0.170650914839474" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
