"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"FD" "1" "0.545624809302441" "0.384875895226753" "0.0800482085294274" "0.779996489009933" "0.723776886080466" "0.799527304176754" "0.67126890192517" "0.549180286055461" "0.350909669475786" "0.34580801534274" "0.477613894935155" "0.237952268980713" "0.292525644106312" "0.234302911462448" "0.299466631569507" "0.27981970181445" "0.148829728147145" "0.170223737812238" "0.197045387855759" "0.265659531660777" "0.430320648235877" "0.314790884858988" "0.16300693270658" "-0.077622011419654" "0.112779649594943" "-0.00523054321707563" "0.0292468771532719" "0.0556219985914159" "0.125692195693371" "0.0845036828061512" "1" "1" "0" "0" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD" "0.545624809302441" "1" "0.31070775116128" "0.277691169844423" "0.466693380705186" "0.364233003553781" "0.470826923562569" "0.338786911133729" "0.276323019432502" "0.637749191408775" "0.562913214449405" "0.668870233238234" "0.584670973715091" "0.534590506945978" "0.539159354354339" "0.596717885827866" "0.284377225129009" "0.0972191387405724" "0.120384888837071" "0.179497483926216" "0.163998969089024" "0.352533320670925" "0.301234977878676" "0.0911726758831254" "0.0719524014348832" "0.182834453289375" "0.169408263481023" "0.0901302997880685" "0.180551640242681" "0.186861425928762" "0.243948173125926" "1" "1" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP" "0.384875895226753" "0.31070775116128" "1" "0.313332965692069" "0.252306256434306" "0.2262595862424" "0.205732852267159" "0.312461406652525" "0.381339165220522" "0.256705619914629" "0.0582902573400494" "0.158454986309208" "0.113285377958496" "0.23653778324534" "0.253589691462897" "0.215525457089754" "0.61580705877348" "0.674458954196372" "0.699038118231539" "0.557510000954896" "0.683973400261295" "0.561391441831665" "0.629821091438236" "0.68217785440066" "0.197973013252688" "0.21594116558585" "0.0191252323361596" "0.257706510835134" "0.236018257295997" "0.226391969523924" "0.144807798382798" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0"
"FW" "0.0800482085294274" "0.277691169844423" "0.313332965692069" "1" "0.0958925431626956" "-0.073133978215514" "0.0380138710911988" "-0.0138684375521964" "0.250046592022736" "0.178435080358883" "0.0664963254246796" "0.0683008062396991" "0.235608393567271" "0.208737839560707" "0.254197822539827" "0.151397165769945" "0.198722416989443" "0.238809261215486" "0.255260402825364" "0.231310261713866" "0.169403548185465" "0.143220718329318" "0.119271109584092" "0.245843890786412" "0.635031290430888" "0.578566773335895" "0.512310813433339" "0.594151318942769" "0.613772352308581" "0.575554447044713" "0.577348668292316" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "1" "1" "1" "1"
"FD1" "0.779996489009933" "0.466693380705186" "0.252306256434306" "0.0958925431626956" "1" "0.417995776377114" "0.640314391279593" "0.355379209220813" "0.310066330355287" "0.275618140516255" "0.331725863891987" "0.410207234299433" "0.221512813273807" "0.244078329875487" "0.184501851296733" "0.24428285773906" "0.197649727211604" "0.075899339474488" "0.0904323756010881" "0.117287075510265" "0.168296142994447" "0.334955269758029" "0.231080669668589" "0.0760708715029798" "-0.0557007556018659" "0.0715376904818502" "0.0896706767723812" "-0.002793665460356" "0.0770561485769808" "0.0985546128771508" "0.103864848890009" "1" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD5" "0.723776886080466" "0.364233003553781" "0.2262595862424" "-0.073133978215514" "0.417995776377114" "1" "0.477285725997557" "0.45820659438784" "0.192373787367474" "0.261031414347916" "0.240866637660014" "0.365292098864532" "0.114687282182323" "0.156731369606852" "0.129514067328304" "0.221587141349972" "0.161636490082114" "0.081432762575447" "0.0659316672453729" "0.0880250764446715" "0.157595527945146" "0.280473363573457" "0.242962995619788" "0.0784263346430757" "-0.150992589216461" "0.0419540619562547" "-0.142954401940121" "-0.0260905781285947" "-0.0493443888102606" "0.0409845119768922" "-0.00807525829612213" "1" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD9" "0.799527304176754" "0.470826923562569" "0.205732852267159" "0.0380138710911988" "0.640314391279593" "0.477285725997557" "1" "0.365926289644073" "0.295438642593729" "0.285314339780925" "0.337291126639595" "0.443637763719309" "0.206315998084797" "0.233407845513789" "0.177801067837981" "0.243179799528212" "0.172661285292391" "0.0398599570824543" "0.073529863998349" "0.10232419857629" "0.146872211963831" "0.291018466941008" "0.188699410184806" "0.039715803374882" "-0.100557393729174" "0.0534605204290298" "0.0565862209332798" "-0.0251263291711789" "0.0161035764467583" "0.0437851620159914" "0.0987825857662891" "1" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD13" "0.67126890192517" "0.338786911133729" "0.312461406652525" "-0.0138684375521964" "0.355379209220813" "0.45820659438784" "0.365926289644073" "1" "0.19951636671221" "0.222454936423845" "0.185214814152896" "0.294361372401552" "0.124936067527949" "0.202372493339749" "0.146909736967688" "0.213604310944425" "0.218999835503427" "0.129699796506631" "0.12746567652356" "0.157546626181294" "0.240044112604995" "0.323801249556329" "0.246443156084394" "0.15442403296056" "-0.0894865105628311" "0.0655283729317659" "-0.12708235746975" "-8.4180370179986e-05" "0.0114456919275052" "0.096688077721334" "-0.00413353585698401" "1" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"FD17" "0.549180286055461" "0.276323019432502" "0.381339165220522" "0.250046592022736" "0.310066330355287" "0.192373787367474" "0.295438642593729" "0.19951636671221" "1" "0.191393081604528" "0.110771682012906" "0.155824225290283" "0.171278425803115" "0.196526134028043" "0.192017754277825" "0.129646167292875" "0.246580212727225" "0.214473453545527" "0.260617808877856" "0.244555927301844" "0.236731278071486" "0.294625184424437" "0.207944441716864" "0.245805944168678" "0.138474475673942" "0.1762124684409" "0.104235843260816" "0.17247658634136" "0.150060271031846" "0.174769231505321" "0.107572170798639" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD2" "0.350909669475786" "0.637749191408775" "0.256705619914629" "0.178435080358883" "0.275618140516255" "0.261031414347916" "0.285314339780925" "0.222454936423845" "0.191393081604528" "1" "0.230386902546389" "0.398160651145996" "0.267638497392681" "0.236662344047827" "0.284988351502107" "0.251496406037187" "0.200821050361213" "0.126008216329655" "0.116618907222446" "0.12521047774325" "0.162546541856172" "0.252584800070955" "0.225004760173363" "0.102586885607512" "0.0707036210563507" "0.144548589319469" "0.0491657640154805" "0.092471415502298" "0.124251871563104" "0.115539646099502" "0.134354787856548" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
