"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"20" "UP" "=~" "UP27" 0.65042948271218 0.0131293886647106 49.5399671167033 0 0.624696353790319 0.676162611634041
"21" "FW" "=~" "FW4" 0.589644879986292 0.0164602060388044 35.8224483093482 0 0.557383468972127 0.621906291000458
"22" "FW" "=~" "FW8" 0.475772562619067 0.0181330875612363 26.2378131144164 0 0.440232364070532 0.511312761167601
"23" "FW" "=~" "FW12" 0.308545922668956 0.0201913618731759 15.2810852782971 0 0.268971580598716 0.348120264739196
"24" "FW" "=~" "FW16" 0.521873370817618 0.0174641660643548 29.8825245302029 0 0.487644234311456 0.55610250732378
"25" "FW" "=~" "FW21" 0.560219042374161 0.0168951484851914 33.1585746562212 0 0.52710515982973 0.593332924918593
"26" "FW" "=~" "FW23" 0.475408669748784 0.0181382516948318 26.2102807782872 0 0.439858349684392 0.510958989813177
"27" "FW" "=~" "FW26" 0.433314758136217 0.0187191442693731 23.1482140369619 0 0.396625909546837 0.470003606725598
"28" "FD1" "~~" "FD1" 0.429534670268336 0.0162209173953935 26.4802945356419 0 0.397742256377166 0.461327084159507
"29" "FD5" "~~" "FD5" 0.618670175539326 0.0167951620582712 36.836213511536 0 0.585752262790601 0.651588088288051
"30" "FD9" "~~" "FD9" 0.384069760960947 0.0159637071219383 24.0589330552885 0 0.352781469942202 0.415358051979692
"31" "FD13" "~~" "FD13" 0.715283036384439 0.0162615681883854 43.9861044210557 0 0.683410948403061 0.747155124365816
"32" "FD17" "~~" "FD17" 0.847469976105956 0.0137106763686351 61.8109532542574 0 0.820597544219746 0.874342407992165
"33" "SD2" "~~" "SD2" 0.674610270395586 0.0177297094958489 38.0497080650721 0 0.639860678327365 0.709359862463808
"34" "SD6" "~~" "SD6" 0.797890746824265 0.0157581469817235 50.633538813267 0 0.767005346276998 0.828776147371532
"35" "SD10" "~~" "SD10" 0.585729576520587 0.0183327305279389 31.9499365153456 0 0.549798084947548 0.621661068093625
"36" "SD14" "~~" "SD14" 0.7976037551414 0.0157650314216612 50.5932233059485 0 0.766704861339801 0.828502648942998
"37" "SD18" "~~" "SD18" 0.825675949655224 0.0150233857345565 54.959378947185 0 0.79623065468964 0.855121244620807
"38" "SD22" "~~" "SD22" 0.823783456636008 0.0150779833581825 54.6348564703091 0 0.794231152294476 0.85333576097754
"39" "SD24" "~~" "SD24" 0.776109223343059 0.0162439471146882 47.7783643263207 0 0.744271672031496 0.807946774654621
"40" "UP3" "~~" "UP3" 0.746297521987799 0.0160825083633799 46.4042987030015 0 0.714776384814511 0.777818659161088
"41" "UP7" "~~" "UP7" 0.593137776170827 0.0170819064836108 34.7231602479449 0 0.559657854675668 0.626617697665985
"42" "UP11" "~~" "UP11" 0.554643117540203 0.0170516847502663 32.5271740395941 0 0.52122242955395 0.588063805526456
"43" "UP15" "~~" "UP15" 0.772829916321863 0.0156566751126626 49.3610495689998 0 0.7421433969834 0.803516435660326
"44" "UP19" "~~" "UP19" 0.591829728366829 0.0170823035572981 34.6457798494033 0 0.558349028621544 0.625310428112113
"45" "UP20" "~~" "UP20" 0.786252856163412 0.0154031702178845 51.0448722595105 0 0.756063197288618 0.816442515038205
"46" "UP25" "~~" "UP25" 0.734458860130986 0.016243020175993 45.2168902194992 0 0.702623125585882 0.766294594676089
"47" "UP27" "~~" "UP27" 0.576941488018766 0.0170794825048249 33.7797991160319 0 0.543466317434727 0.610416658602804
"48" "FW4" "~~" "FW4" 0.652318915505951 0.0194113525736978 33.6050212384395 0 0.614273363570294 0.690364467441607
"49" "FW8" "~~" "FW8" 0.773640468658886 0.0172544511686479 44.8371530973194 0 0.739822365795331 0.807458571522441
"50" "FW12" "~~" "FW12" 0.904799413604363 0.0124599251938355 72.6167612990173 0 0.880378408974382 0.929220418234343
"51" "FW16" "~~" "FW16" 0.727648184831457 0.0182281662904843 39.9188910851286 0 0.6919216353979 0.763374734265013
"52" "FW21" "~~" "FW21" 0.686154624561378 0.0189299678885199 36.2470041471913 0 0.649052569271379 0.723256679851376
"53" "FW23" "~~" "FW23" 0.773986596727691 0.0172461641417313 44.8787678446618 0 0.740184736138432 0.807788457316951
"54" "FW26" "~~" "FW26" 0.812238320381352 0.0162225630255032 50.0684336442056 0 0.780442681114434 0.844033959648269
"55" "FD" "~~" "FD" 1 0 NA NA 1 1
"56" "SD" "~~" "SD" 1 0 NA NA 1 1
"57" "UP" "~~" "UP" 1 0 NA NA 1 1
"58" "FW" "~~" "FW" 1 0 NA NA 1 1
"59" "FD" "~~" "SD" 0.747702564504021 0.0151186072859029 49.4557832189481 0 0.718070638727246 0.777334490280795
"60" "FD" "~~" "UP" 0.358202037245936 0.0206522511584212 17.3444548247165 0 0.317724368775755 0.398679705716117
"61" "FD" "~~" "FW" 0.0562280360328286 0.0246544370693856 2.28064570586562 0.0225694203772482 0.00790622731772356 0.104549844747934
"62" "SD" "~~" "UP" 0.345438289058409 0.0224005485735546 15.4209745321247 0 0.301534020620302 0.389342557496516
"63" "SD" "~~" "FW" 0.327293232783327 0.0245553229486954 13.3288099475278 0 0.279165684175135 0.37542078139152
"64" "UP" "~~" "FW" 0.450718315625721 0.0211572916467495 21.3032141897503 0 0.409250785987682 0.492185845263761
