"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"1" "FD" "=~" "FD1" 0.782184557266899 0.0181714473184228 43.0447032402255 0 0.746569174975823 0.817799939557974
"2" "FD" "=~" "FD5" 0.731168050164587 0.0207799671341591 35.186198584629 0 0.690440062981709 0.771896037347465
"3" "FD" "=~" "FD9" 0.860811144106029 0.0143629953957255 59.9325642311498 0 0.832660190420293 0.888962097791766
"4" "FD" "=~" "FD13" 0.721486486873449 0.0212717015814015 33.9176668172267 0 0.679794717884018 0.76317825586288
"5" "FD" "=~" "FD17" 0.349088496718115 0.035920482422368 9.71836882961055 0 0.278685644862969 0.41949134857326
"6" "SD" "=~" "SD2" 0.668596490436546 0.028375974132914 23.5620630081215 0 0.612980603109795 0.724212377763298
"7" "SD" "=~" "SD6" 0.263716052120793 0.0405377184535861 6.50544880622072 7.74618147403316e-11 0.18426358393634 0.343168520305247
"8" "SD" "=~" "SD10" 0.759060652318084 0.0263754969090528 28.7790085978458 0 0.707365628301993 0.810755676334175
"9" "SD" "=~" "SD14" 0.175425755002053 0.0419259551929712 4.1841802815136 2.86196924592641e-05 0.0932523928063894 0.257599117197716
"10" "SD" "=~" "SD18" 0.0294312210871984 0.0430034487387906 0.684392111571517 0.493727595901341 -0.0548539896518456 0.113716431826242
"11" "SD" "=~" "SD22" 0.0978106516356258 0.0426894433595437 2.2912140318119 0.0219510378035377 0.0141408801308575 0.181480423140394
"12" "SD" "=~" "SD24" 0.229410938925645 0.0411421388304683 5.57605767339814 2.46030389394747e-08 0.14877382857098 0.31004804928031
"13" "UP" "=~" "UP3" 0.276097544822809 0.0418238105519069 6.60144403820281 4.07172073835227e-11 0.194124382444845 0.358070707200773
"14" "UP" "=~" "UP7" 0.44989976610582 0.0376155707304422 11.9604663007736 0 0.376174602216234 0.523624929995405
"15" "UP" "=~" "UP11" 0.584173918968435 0.0334562565717246 17.4608273258565 0 0.518600861030324 0.649746976906547
"16" "UP" "=~" "UP15" 0.509843616735853 0.0358101495036528 14.2374054228354 0 0.439657013427699 0.580030220044007
"17" "UP" "=~" "UP19" 0.621551790706672 0.0322880737049119 19.2501973449137 0 0.55826832911487 0.684835252298474
"18" "UP" "=~" "UP20" 0.361805097468316 0.0399676035481821 9.05245912560529 0 0.283470033965503 0.440140160971128
"19" "UP" "=~" "UP25" 0.312748542985206 0.0410861146926693 7.61202526266148 2.70894418008538e-14 0.232221237922892 0.39327584804752
"20" "UP" "=~" "UP27" 0.605709228213052 0.0327786763692258 18.4787580007874 0 0.541464203068475 0.669954253357629
"21" "FW" "=~" "FW4" 0.170189317389525 0.0443898508176093 3.83396912255473 0.000126091976654585 0.0831868085079051 0.257191826271145
"22" "FW" "=~" "FW8" 0.608713041585403 0.0347591019223952 17.5123351271976 0 0.540586453682551 0.676839629488254
"23" "FW" "=~" "FW12" 0.365060650849831 0.0410140182606587 8.9008750259421 0 0.284674652197671 0.44544664950199
"24" "FW" "=~" "FW16" 0.614975394685246 0.0346217916456223 17.7626681189679 0 0.547117929979576 0.682832859390915
"25" "FW" "=~" "FW21" 0.268414955808721 0.0429726322186162 6.24618372091344 4.20602441764117e-10 0.184190144339347 0.352639767278094
"26" "FW" "=~" "FW23" 0.642180951412971 0.034061061985215 18.8538147075897 0 0.575422496646763 0.708939406179178
